"   ","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","TEMPERATURE","HUMIDITY","RECEIVETIME","PM05N","PM1N","PM25N","PM10N"
"1","XH808A016112900905","393.03","490.63","594.13","529.2","60.73","79.57","13.47","46.17","2017/11/1 11:00:00","3297.17","1334.97","261.73","12.3"
"2","XH808A016112900905","390.07","533.67","585.1","605.43","65.3","85.63","15.97","42.13","2017/11/1 12:00:00","3493.6","1424.37","283.7","12.17"
"3","XH808A016112900905","391.9","602.87","577.63","723.17","71.5","93.93","19","37.57","2017/11/1 13:00:00","3711.57","1536","306.87","12.4"
"4","XH808A016112900905","386.33","678.13","557.4","878.43","60.23","78.1","22.07","31.1","2017/11/1 14:00:00","3095.53","1284.57","250.8","8.73"
"5","XH808A016112900905","386.57","734.7","547.3","1019.4","42.5","62.13","24.87","23","2017/11/1 15:00:00","2148.9","877.13","178.43","9.53"
"6","XH808A016112900905","394.13","703.5","585.97","1054.37","33.57","51.67","26.6","18.23","2017/11/1 16:00:00","1736.5","698.63","139.07","8.43"
"7","XH808A016112900905","380.53","695.5","566.77","1098.17","29.03","41.13","25.97","18.47","2017/11/1 17:00:00","1539.93","609.77","120.2","5.87"
"8","XH808A016112900905","373.83","876.17","366.23","1215.87","38.47","52.73","19.9","29.37","2017/11/1 18:00:00","2095.07","817.83","161.33","7.7"
"9","XH808A016112900905","378.87","767.73","266.1","1031","44.37","65.4","16","31.4","2017/11/1 19:00:00","2331.5","927.63","193","10.47"
"10","XH808A016112900905","407.73","581.4","302.63","740.2","56.2","77.1","13.9","37.87","2017/11/1 20:00:00","2896.23","1183.43","250.1","12.67"
"11","XH808A016112900905","416.47","534.87","306.6","663.97","50.57","74.23","12.07","46.3","2017/11/1 21:00:00","2694.87","1076.5","231.53","14.33"
"12","XH808A016112900905","465.7","527.63","331.1","626.83","59.87","103.83","10.43","50","2017/11/1 22:00:00","3029.6","1261.2","290.33","24.4"
"13","XH808A016112900905","401.7","503.47","320.47","582.5","50.73","88.87","9.2","54.4","2017/11/1 23:00:00","2693.7","1084.83","240.77","21.2"
"14","XH808A016112900905","417.13","487.53","341.9","553.8","53.2","86.43","8.1","58.5","2017/11/2","2835.3","1137.7","253.77","20.53"
"15","XH808A016112900905","426.13","502.73","331.7","569.37","55.3","93","7.07","60","2017/11/2 1:00:00","2928.53","1184.87","264.43","21.9"
"16","XH808A016112900905","408.27","477.37","361.1","525.07","45.93","68.43","6.4","63.23","2017/11/2 2:00:00","2514.07","979.9","217.63","13.93"
"17","XH808A016112900905","401.2","464.83","372.37","503.13","43.57","67.43","5.9","64.6","2017/11/2 3:00:00","2464.97","954.03","208.2","16.13"
"18","XH808A016112900905","401.1","425.63","431.23","427.2","39.7","58.7","5","64.13","2017/11/2 4:00:00","2346.63","878.67","184.77","12.5"
"19","XH808A016112900905","397.73","394.33","450.73","385.5","42.07","60.97","4.73","69.83","2017/11/2 5:00:00","2474.93","934.17","198.6","12.67"
"20","XH808A016112900905","405.43","394.8","483.77","374.3","39.83","53","4","66.77","2017/11/2 6:00:00","2411.33","899.3","180.67","10.17"
"21","XH808A016112900905","392.13","366.5","514.93","334.37","38.23","48","3.57","69.97","2017/11/2 7:00:00","2315.43","846.93","173.57","8.5"
"22","XH808A016112900905","411.83","375.4","539.93","343.47","42.67","63.7","3","68","2017/11/2 8:00:00","2520.03","947.63","205.03","14.63"
"23","XH808A016112900905","391.93","394.3","550.43","374.4","42.97","61.63","4.03","64.97","2017/11/2 9:00:00","2469.43","933.93","200.77","13.1"
"24","XH808A016112900905","393.47","424.63","632.23","421.9","37.1","55.8","8.53","51.33","2017/11/2 10:00:00","2159.47","815.6","172.9","12.7"
"25","XH808A016112900905","399.87","457.2","711.57","491.57","36.4","54.07","12.57","41.5","2017/11/2 11:00:00","2111.93","797.83","159.73","10.03"
"26","XH808A016112900905","406.9","517.23","755.67","602.07","41.13","59.87","16.4","33.2","2017/11/2 12:00:00","2352.73","913.37","177.47","10"
"27","XH808A016112900905","402.2","571.8","729.37","734.73","40.7","58.1","19.93","25.9","2017/11/2 13:00:00","2203.1","861.7","173.17","8.83"
"28","XH808A016112900905","397.43","601.7","680.03","804.13","37","54.4","21.67","23","2017/11/2 14:00:00","1998.43","785.97","158.53","8.43"
"29","XH808A016112900905","383.43","889.47","547.2","1225.97","33.1","49.03","22.6","21.23","2017/11/2 15:00:00","1822.43","693.9","140.03","7.63"
"30","XH808A016112900905","379.83","1354.93","199.37","1868.77","32.1","46.93","21.77","20.63","2017/11/2 16:00:00","1868.83","705.53","133.13","6.77"
"31","XH808A016112900905","371.17","965.47","268.13","1360.5","21.67","34","21.57","19.67","2017/11/2 17:00:00","1285.03","458","93.67","6.2"
"32","XH808A016112900905","365.7","673.97","342.03","936.23","20.93","33.9","17.93","24.63","2017/11/2 18:00:00","1274.83","452.77","98.07","7.3"
"33","XH808A016112900905","371.63","564.8","399.03","742.57","29.1","51.37","14.73","35.53","2017/11/2 19:00:00","1664.5","619.4","132.93","10.7"
"34","XH808A016112900905","388.03","567.77","299.7","718.37","37.4","59.93","12.2","40.77","2017/11/2 20:00:00","2130.3","825.17","173","13.23"
"35","XH808A016112900905","400.97","525.57","341.87","646.5","34.83","52.3","10.43","47","2017/11/2 21:00:00","1983.6","739.93","156.77","10.67"
"36","XH808A016112900905","402.97","514.97","335.97","621.27","35.1","64.97","9.5","48.7","2017/11/2 22:00:00","1925.17","727.77","169.3","16.17"
"37","XH808A016112900905","412.67","482.2","324.67","565.9","36.53","73.37","8.5","53.6","2017/11/2 23:00:00","2022.6","777.13","181.7","19.77"
"38","XH808A016112900905","400.67","487.97","334.67","559.73","34.17","70.3","7.9","53.77","2017/11/3","1924.27","734.43","172.83","18.8"
"39","XH808A016112900905","424.3","461.3","357","523.8","37.07","69.8","7","56.4","2017/11/3 1:00:00","2031.23","787.27","187.03","19.33"
"40","XH808A016112900905","407.6","486.9","335.67","541.47","36.07","70.23","6.53","59.4","2017/11/3 2:00:00","2009.53","768.6","177.8","18.7"
"41","XH808A016112900905","422.7","461.5","373.67","499.47","37.5","79.17","6","61.23","2017/11/3 3:00:00","2030.03","790.53","195.23","23.77"
"42","XH808A016112900905","397.2","446.5","391.27","462.83","35.17","77.47","5.37","62.57","2017/11/3 4:00:00","1896.93","745.9","188.7","22.47"
"43","XH808A016112900905","388.27","426.9","410.7","441.97","31.33","66.4","5","63.77","2017/11/3 5:00:00","1738.63","652.9","167.2","19.53"
"44","XH808A016112900905","381.63","402.43","457.8","401.67","36.43","74.87","4.2","64.3","2017/11/3 6:00:00","1979.87","764.23","187.97","21.03"
"45","XH808A016112900905","383.1","371.97","576.73","345.53","32.43","58.4","4","65.9","2017/11/3 7:00:00","1895.23","700.03","162.73","16.03"
"46","XH808A016112900905","388.4","353.93","618.73","318","36.03","65.77","3","68.57","2017/11/3 8:00:00","2051.23","778.17","185.5","18.73"
"47","XH808A016112900905","384.87","399.57","615.8","387.9","41.47","72.13","4.23","65.67","2017/11/3 9:00:00","2325.57","899.87","203","19.13"
"48","XH808A016112900905","399.8","428.57","827.93","439.57","40","75.4","8.93","51","2017/11/3 10:00:00","2126.1","834.57","189.8","19"
"49","XH808A016112900905","403.53","487.17","781.97","541.4","44","82.5","13.4","39.87","2017/11/3 11:00:00","2277.27","917.53","211.37","19.93"
"50","XH808A016112900905","405.53","549.63","731.77","663.83","43.53","86.93","16.87","32.57","2017/11/3 12:00:00","2200.6","906.27","211.6","19.83"
"51","XH808A016112900905","397.7","589.47","689.4","749.03","37.8","78.27","19.33","28.13","2017/11/3 13:00:00","1871.97","765.37","179.93","20"
"52","XH808A016112900905","380.13","617.67","613.43","820","30.8","68.8","21.1","24.83","2017/11/3 14:00:00","1518.4","617.53","156.5","17.8"
"53","XH808A016112900905","377.57","653.9","581.13","902.1","30.27","65.47","21.87","24.1","2017/11/3 15:00:00","1511.77","612.17","148.37","16.23"
"54","XH808A016112900905","377.93","693.87","542.83","980.4","34.27","70.57","21.6","25.1","2017/11/3 16:00:00","1667.13","676.07","164.93","17.13"
"55","XH808A016112900905","384.5","1096.03","283.63","1525.73","41.1","75.27","20.43","28.53","2017/11/3 17:00:00","2187.33","881.27","187.97","16.3"
"56","XH808A016112900905","381.83","907.53","264.93","1216.3","38.73","68.07","16.67","34.9","2017/11/3 18:00:00","2046.8","811","185.1","16.73"
"57","XH808A016112900905","381.87","666.07","338.93","867.27","43.93","92.33","13.97","42.8","2017/11/3 19:00:00","2289.47","926.5","214.5","23.47"
"58","XH808A016112900905","383.57","631.2","304.17","795.57","47","88.07","11.87","47.97","2017/11/3 20:00:00","2448.5","989.43","223.7","21.47"
"59","XH808A016112900905","380.43","606.03","214.63","780.3","55.27","96.83","10.33","55.47","2017/11/3 21:00:00","2881.47","1176.8","259.77","22.57"
"60","XH808A016112900905","389.27","603.77","178.1","754.17","56.1","97.63","9.13","60.2","2017/11/3 22:00:00","2964.63","1210.43","261.53","23.3"
"61","XH808A016112900905","409.93","528.97","297.83","630.37","54.3","84.73","8.07","60.8","2017/11/3 23:00:00","2969.9","1185.03","248.8","18.87"
"62","XH808A016112900905","409.9","498.87","320.23","574.9","53.9","85.6","7.13","64.47","2017/11/4","2975.67","1186.4","255.5","18.8"
"63","XH808A016112900905","422.33","464.57","392.43","509.83","60.5","97.23","6.6","66.33","2017/11/4 1:00:00","3293.37","1325.93","285.97","22.87"
"64","XH808A016112900905","405.63","437.73","427.47","461.47","52.97","88.8","5.9","69.8","2017/11/4 2:00:00","2961.47","1171.2","253.9","22.9"
"65","XH808A016112900905","393.37","422.17","465.1","437","47.73","83.3","5","70.53","2017/11/4 3:00:00","2713.47","1057.3","231.3","20.33"
"66","XH808A016112900905","386.73","402.37","466.03","412.3","47.87","75","4.53","71.83","2017/11/4 4:00:00","2741.37","1056.47","223.73","17.13"
"67","XH808A016112900905","388.33","392.7","474.8","390.77","52.77","78.13","4","71.17","2017/11/4 5:00:00","2979.67","1163.8","247.6","17.07"
"68","XH808A016112900905","388.87","391","479.57","383.23","53.97","83.97","3.33","72.67","2017/11/4 6:00:00","3064.97","1203.73","254.47","18.63"
"69","XH808A016112900905","385.8","394.23","481.27","382.73","52.27","74.03","3","72.63","2017/11/4 7:00:00","3004.47","1163.37","246.43","15.37"
"70","XH808A016112900905","386.67","394.17","470.67","381.7","56","81.5","3","73.37","2017/11/4 8:00:00","3102.2","1218.8","263.03","17.93"
"71","XH808A016112900905","386.63","442.07","451.8","451.4","66.07","98.53","3.77","71.33","2017/11/4 9:00:00","3624.03","1437.63","313.67","22.07"
"72","XH808A016112900905","380.67","443","543.2","459.13","55.4","85.4","8","59.8","2017/11/4 10:00:00","3017.27","1201.17","249.2","17.2"
"73","XH808A016112900905","384.87","498.77","540.27","565.67","61.53","93.83","12.73","47.3","2017/11/4 11:00:00","3312.73","1348.87","276.13","17.2"
"74","XH808A016112900905","387.37","548.87","510.13","661.17","65.1","96.5","16.17","40.57","2017/11/4 12:00:00","3390.6","1393.73","285.03","16.73"
"75","XH808A016112900905","386.37","651.9","493.17","839.1","63.5","93.7","18.73","35","2017/11/4 13:00:00","3325.07","1380.3","277.8","16.27"
"76","XH808A016112900905","383.3","790.6","462.6","1047.87","58.9","91.8","20.4","31.33","2017/11/4 14:00:00","3020.53","1248.73","253.3","15.97"
"77","XH808A016112900905","382.37","964.87","365.6","1329.77","55.9","85.47","22.33","27.27","2017/11/4 15:00:00","2890","1193.83","240.7","14.27"
"78","XH808A016112900905","404.43","1743.1","52.6","2409.13","90.9","124.87","22","29.67","2017/11/4 16:00:00","4732.3","1995.1","372.27","16.9"
"79","XH808A016112900905","402.47","1433.1","24.17","1973.03","75.73","108.07","20.33","32.47","2017/11/4 17:00:00","3842.37","1611.37","321.17","16.1"
"80","XH808A016112900905","397.87","893.97","97.13","1211.83","62.77","97.27","17.37","37.17","2017/11/4 18:00:00","3251.73","1336.37","276.23","17.27"
"81","XH808A016112900905","404.83","810","177.1","1064.9","81.43","129.33","14.53","44.83","2017/11/4 19:00:00","4133.8","1734.83","361.37","23.77"
"82","XH808A016112900905","418.77","630.37","251.97","803.73","76.43","100.5","12","54.97","2017/11/4 20:00:00","4140.73","1701.7","332.13","15.23"
"83","XH808A016112900905","400.3","596.27","196.67","748.6","69.47","88.87","10.07","62.03","2017/11/4 21:00:00","3814.13","1541.83","300.63","14.27"
"84","XH808A016112900905","422.03","602.53","205.5","734.2","83.67","107.27","8.73","62.4","2017/11/4 22:00:00","4460.73","1840.1","371.43","17.8"
"85","XH808A016112900905","426.8","573","247.43","691.93","94.03","121.1","8","65.03","2017/11/4 23:00:00","4981.17","2063.7","420.93","20.53"
"86","XH808A016112900905","441.07","518.47","297.6","588.83","96.1","131.87","7.27","65.57","2017/11/5","5139.8","2130.2","431.33","23.87"
"87","XH808A016112900905","422.5","501.53","321","557.37","91.23","113.07","6.53","69.27","2017/11/5 1:00:00","4898.5","2021.17","409.3","17.4"
