"   ","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","TEMPERATURE","HUMIDITY","RECEIVETIME","PM05N","PM1N","PM25N","PM10N"
"1","XH808A016112900911","458.47","1527.67","1276.57","1757.4","119.17","136.5","23.93","21.1","2017/4/5 13:00:00","6085.4","3137.53","727.53","61.63"
"2","XH808A016112900911","397.47","847.63","1263.33","919.57","29","34.2","26.8","12.77","2017/4/5 14:00:00","1510.43","743.53","197","23.7"
"3","XH808A016112900911","385.43","716.07","1246.63","773.03","11.2","13.7","28.7","8.23","2017/4/5 15:00:00","711.43","311.33","89.23","13"
"4","XH808A016112900911","376.3","650.17","1130.2","756.9","13.4","16.63","26.9","9.1","2017/4/5 16:00:00","742.23","338.33","101.93","15.47"
"5","XH808A016112900911","383.7","765.03","1076.37","839.57","15.3","19","28","9","2017/4/5 17:00:00","874.27","392.57","112.43","16.87"
"6","XH808A016112900911","404.8","753.33","970.1","899.23","18.1","22.73","26.53","9.73","2017/4/5 18:00:00","982.33","459.73","129.83","20.37"
"7","XH808A016112900911","402.83","830.8","851.23","994.8","30.77","37.37","25.4","12.13","2017/4/5 19:00:00","1650.73","800.07","205.47","26.23"
"8","XH808A016112900911","425.07","629.87","786.07","859.6","32.77","42.3","23.27","14.17","2017/4/5 20:00:00","1590.9","813.63","233.13","35.3"
"9","XH808A016112900911","415.5","574","777.57","796.9","30.7","39.63","21.17","15.9","2017/4/5 21:00:00","1434.57","750.73","215.83","33.5"
"10","XH808A016112900911","412.97","546.6","773.67","762.2","24.8","32.57","20","17.6","2017/4/5 22:00:00","1175.27","616.7","177.9","27.47"
"11","XH808A016112900911","383.07","575","839","739.77","25.5","31.83","20","30.1","2017/4/5 23:00:00","1243.77","641.23","173.83","23.83"
"12","XH808A016112900911","372.93","571.57","915.23","704.13","24.63","29.27","19.13","36.8","2017/4/6","1225","633.6","164.43","20.13"
"13","XH808A016112900911","380.03","463.27","850.23","654.97","27.5","33.93","17.4","36.57","2017/4/6 1:00:00","1274.97","677.73","193.93","27.43"
"14","XH808A016112900911","374.27","425.73","876.63","604.57","25.23","29.67","15.83","39.87","2017/4/6 2:00:00","1238.4","658.93","173.17","22.57"
"15","XH808A016112900911","375.07","405","867.3","584.7","26.57","31.03","15","44.23","2017/4/6 3:00:00","1274.77","679.3","181.47","21.73"
"16","XH808A016112900911","378.13","401.2","809.73","599.13","30.37","35.47","14.03","48.03","2017/4/6 4:00:00","1398","754.87","208.7","26.4"
"17","XH808A016112900911","377.7","395.67","815.83","593.33","44.73","64.8","13.7","51.27","2017/4/6 5:00:00","2164.1","1399.93","650.93","218.67"
"18","XH808A016112900911","391.17","362.1","830.1","555.63","51.3","68.37","13","55.17","2017/4/6 6:00:00","2254.37","1288.33","385","60.33"
"19","XH808A016112900911","421.37","376.4","810.73","590.87","43.5","51.57","12.13","57.83","2017/4/6 7:00:00","2000.63","1092.73","299.6","38.63"
"20","XH808A016112900911","461.43","417.13","801.47","618.4","46.57","59.37","12","58.2","2017/4/6 8:00:00","2068.7","1156.6","340.87","55.27"
"21","XH808A016112900911","421.1","490.3","874.5","679.8","56.73","71.8","13.47","47.43","2017/4/6 9:00:00","2438.83","1373.23","403.63","61.73"
"22","XH808A016112900911","406.67","514.7","925.03","706.17","58.47","72","15.53","41.83","2017/4/6 10:00:00","2626.43","1456.4","408.53","56.93"
"23","XH808A016112900911","405.33","720.1","939.13","887.47","62.47","74.87","18.23","38.43","2017/4/6 11:00:00","2878.97","1536.47","409.67","48.8"
"24","XH808A016112900911","421.13","1248.47","907.87","1498.43","84.13","97.9","20.63","36.3","2017/4/6 12:00:00","4215.57","2196.57","523.6","51.5"
"25","XH808A016112900911","444.4","1361.7","895.8","1582.93","89.53","103.7","23.13","32.9","2017/4/6 13:00:00","4523.83","2310.03","539.3","48.97"
"26","XH808A016112900911","415.83","1007.2","966.4","1162.7","63.43","73.4","24.87","30.07","2017/4/6 14:00:00","3235.47","1638.13","383.5","35.47"
"27","XH808A016112900911","399","861.27","1018.27","943.93","37.83","45","25.4","28.93","2017/4/6 15:00:00","1946.63","953.37","240.93","27.97"
"28","XH808A016112900911","393.97","753.23","1051.77","863.17","24.17","28.87","25","27.5","2017/4/6 16:00:00","1296.23","626.8","164.33","19.63"
"29","XH808A016112900911","388.4","776.5","1046.13","857.37","23.03","30.8","23.77","28.2","2017/4/6 17:00:00","1187.07","590.9","172.5","30.63"
"30","XH808A016112900911","398.07","716.67","969","859.47","29.73","43.23","22.23","23.8","2017/4/6 18:00:00","1264.17","693.67","242.2","48.67"
"31","XH808A016112900911","400.27","677.77","906.2","829.6","32.93","49.5","21.2","22.53","2017/4/6 19:00:00","1302.97","745.03","273.2","56.57"
"32","XH808A016112900911","395.97","659.2","880.97","809.23","34.6","52.83","20","22.2","2017/4/6 20:00:00","1270.47","763.47","295.17","64.47"
"33","XH808A016112900911","393.2","588.63","861.3","764.43","38.13","58.63","19","22.07","2017/4/6 21:00:00","1382.1","849.4","334.9","73.2"
