,0,1,2,3,4,5
0,0.3693392428087144,0.3411516138557663,0.39799993066676176,0.3769173699788812,0.3312385892740249,0.3096423352224714
1,0.2602945862010633,0.3229355052823365,0.31559168026731993,0.3303414496272858,0.37032598711516374,0.2602945862010633
2,0.3365592118096011,0.3448046292761018,0.45772495262635676,0.34435508108306534,0.39815282551759784,0.2868688192966845
3,0.31024287427311253,0.26454928058633703,0.3308109047916445,0.29503769746676306,0.34992388600760216,0.3661802890175798
4,0.3346221323160177,0.37628792694526336,0.4040526230274196,0.2551646446357414,0.2906146126993514,0.3012615522938181
5,0.24935922322847703,0.31696295424294924,0.3627108243086408,0.23681081814771734,0.3138099717234495,0.29587709458010897
6,0.3119432703810762,0.2545016254967762,0.490072736158596,0.419376545064777,0.39674152791716055,0.2878238703813383
7,0.08836153976942206,0.07669951228436567,0.2143587848609196,0.20124198397952833,0.35926631674629544,0.352656102127536
8,0.08236953015706056,0.18836223018884002,0.6621705508014404,0.10788439334918541,0.11060255823262857,0.10692811153343215
9,0.09354131047279456,0.1103837370559719,0.7494221988221594,0.14913846043641193,0.13417248707362153,0.14392899751093238
10,0.18699402721531702,0.07476189079106349,0.3803820543461561,0.12485820384483863,0.20539126344291278,0.09316635284412515
11,0.08758674567257922,0.12237280532034266,0.35495011857538805,0.07963430304169256,0.07473496637471083,0.08535103399697155
12,0.24978127800445035,0.2919171642396003,0.3464272106114591,0.2924555585019442,0.35940205818724963,0.4287464108781247
13,0.36280119698359536,0.33954438544453913,0.3701810206348723,0.36854575854540955,0.3633369164336567,0.31196495013905295
14,0.3103276202804555,0.3908125477989182,0.3706404258301038,0.31364486857749285,0.363184412270572,0.3217622713429147
15,0.34197815713976437,0.34935658718455576,0.3898607430353311,0.2908376499379535,0.3640304448723196,0.3582902160985259
16,0.33090822557800154,0.37358951421756437,0.42732788237644875,0.2941907984999803,0.333122120492678,0.36562346055712086
17,0.28565833607806734,0.3535367610433447,0.449023436124155,0.2665276999136807,0.3455059365953422,0.45088361372364755
18,0.2867139798717421,0.24237076327510032,0.42073748945486217,0.2671776306936626,0.25716653802258554,0.24237076327510032
19,0.4066235793564209,0.32825321869970053,0.3417397333032544,0.31390272307156625,0.39333934023704287,0.3820538381202479
20,0.11324178008724399,0.11179057812860935,0.13987151873340195,0.17174937993572278,0.12104218503152103,0.32568851436853374
21,0.08989371018715872,0.08898475893599228,0.1348325292171447,0.08898475893599228,0.10274186650137361,0.17245578421112992
22,0.16738022894806898,0.19381782110135248,0.17931405060717276,0.1536808789925277,0.21548156173734695,0.27971467582037257
