"   ","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","TEMPERATURE","HUMIDITY","RECEIVETIME","PM05N","PM1N","PM25N","PM10N"
"1","XH808A416121601081","476.26","627.67","1197.78","583.59","18.07","22.07","15.41","51.52","2016/12/27 12:00:00","937.52","421.96","89.44","8.7"
"2","XH808A416121601081","469.89","548.93","1206.52","578.26","21.3","25.44","15","51.22","2016/12/27 13:00:00","1112.44","502.04","100.85","9.26"
"3","XH808A416121601081","474.76","567.38","1218.45","628.45","23.93","27.41","16.1","47.86","2016/12/27 14:00:00","1244.55","552.52","109.45","7.93"
"4","XH808A416121601081","477.92","650.77","1230.81","690.85","24.77","28.88","17.38","44.12","2016/12/27 15:00:00","1296.81","576.12","113.92","7.42"
"5","XH808A416121601081","470.76","738.45","1243.9","759.48","23.97","28.1","17.38","42.52","2016/12/27 16:00:00","1267.34","558.41","109.62","8.41"
"6","XH808A416121601081","458.83","688.09","1214","739.57","30.39","36.26","16.09","45.13","2016/12/27 17:00:00","1558.48","698.65","138.83","11.09"
"7","XH808A416121601081","455.04","634.13","1155.58","706.67","34.92","40.17","14.21","50.92","2016/12/27 18:00:00","1744.42","792.63","158.42","11.92"
"8","XH808A416121601081","454.38","601.85","1157.77","674.27","34.54","39.54","13","53.96","2016/12/27 19:00:00","1752.27","795.27","156.5","11.15"
"9","XH808A416121601081","454.78","597.93","1129.7","675.81","42.41","46.74","12.56","56.04","2016/12/27 20:00:00","2116.59","958.26","188","11"
"10","XH808A416121601081","451.22","638.43","1107.61","730.65","50.26","55.3","12","54.13","2016/12/27 21:00:00","2444.09","1119.87","225.78","12.91"
"11","XH808A416121601081","452.7","624.48","1085.59","723.44","56.19","62.07","11.07","54.15","2016/12/27 22:00:00","2738.52","1258.26","249.26","14.56"
"12","XH808A416121601081","448.46","631.73","1105.08","730.31","53.31","59.08","11","52.12","2016/12/27 23:00:00","2585.42","1193.96","239.46","14.12"
"13","XH808A416121601081","443.34","648.38","1030.69","756.93","52.24","58.41","10.21","50.52","2016/12/28","2479.69","1154.31","238.07","13.9"
"14","XH808A416121601081","436.68","632.56","1004.12","745.96","50.52","56.84","10","51.2","2016/12/28 1:00:00","2370.16","1112.76","226.6","14.8"
"15","XH808A416121601081","435.81","614.15","1014.96","718.54","51.19","56.5","9.54","52.35","2016/12/28 2:00:00","2395.42","1116.88","228.5","14.04"
"16","XH808A416121601081","434.48","618.44","1039.2","716.36","50.08","55.12","9","52.64","2016/12/28 3:00:00","2323.64","1081.08","221.6","13.92"
"17","XH808A416121601081","438.28","620.72","1045.17","727.72","49","54.86","9","52.97","2016/12/28 4:00:00","2232.76","1064.86","216","15"
"18","XH808A416121601081","430.13","617.83","1039.38","717.04","44.92","50.88","9","50.67","2016/12/28 5:00:00","2097.08","997.54","207.75","15.42"
"19","XH808A416121601081","429.22","627.81","1015.81","728.44","42.44","47.67","9","49.67","2016/12/28 6:00:00","1967.15","921.19","193.33","13.26"
"20","XH808A416121601081","434.61","616.46","971.96","723.43","42.57","48.14","8.25","49.89","2016/12/28 7:00:00","1964.64","928.89","199.86","14.21"
"21","XH808A416121601081","443.6","624.64","890.36","748.28","49.04","55.92","8.16","52.16","2016/12/28 8:00:00","2244.96","1065.72","224.36","16.4"
"22","XH808A416121601081","443.38","678.19","928.38","809.77","42.88","50.27","9.88","44.73","2016/12/28 9:00:00","1984.96","933.58","197.62","14.54"
"23","XH808A416121601081","441.52","712.1","971.71","841.38","37.05","42.14","11.57","37.62","2016/12/28 10:00:00","1742.76","819.19","172.14","12"
"24","XH808A416121601081","445.5","738.33","979.75","861.42","36.08","42.17","13.83","33.75","2016/12/28 11:00:00","1683.08","783.5","166","11.25"
"25","XH808A416121601081","447.97","759.3","999.37","883","33.03","39.43","15.4","31.53","2016/12/28 12:00:00","1596.77","738.1","156.53","11.67"
"26","XH808A416121601081","453.23","820.07","1025.53","901.7","32.73","38","16.37","31.03","2016/12/28 13:00:00","1595.13","733.9","146.63","10.83"
"27","XH808A416121601081","463.37","816","1040.5","926.13","33.97","39.6","18.4","28.7","2016/12/28 14:00:00","1698.67","771.23","153.83","10.73"
"28","XH808A416121601081","468.57","852.07","1069.37","958.63","34.87","41.47","19.6","27.43","2016/12/28 15:00:00","1760.7","799.5","159.13","11.3"
"29","XH808A416121601081","471.93","897.67","1066.8","995.57","33.83","39.1","19.9","26.2","2016/12/28 16:00:00","1675.8","758.73","151.1","10.07"
"30","XH808A416121601081","475.9","858.67","999.73","1006.1","37.97","44.03","19.63","27.2","2016/12/28 17:00:00","1823.53","828.97","170.37","11.27"
"31","XH808A416121601081","466.83","829.7","914.53","1007.77","44.97","53.97","16.93","30.77","2016/12/28 18:00:00","2136.2","981.43","204","16.2"
"32","XH808A416121601081","477.17","777.9","793.53","970.5","57","68.47","14.47","37.5","2016/12/28 19:00:00","2635.8","1237.63","260.63","21.2"
"33","XH808A416121601081","486.37","737.03","831.67","922.53","74.07","89.27","13.4","42.17","2016/12/28 20:00:00","3450.7","1624.47","334.63","26.1"
"34","XH808A416121601081","475.03","731.8","828.83","917.17","59.67","71.37","13","42.43","2016/12/28 21:00:00","2735.87","1299.13","268.8","20.77"
"35","XH808A416121601081","472.4","683.6","845.37","855.73","57","69","12.4","44.87","2016/12/28 22:00:00","2584.97","1229.73","260.77","21.33"
"36","XH808A416121601081","477.5","659.93","858.33","814.7","65.97","78.13","12","50.13","2016/12/28 23:00:00","2906.57","1394.63","298.9","22.9"
"37","XH808A416121601081","470.4","675.97","863.47","832.83","70.73","82.17","11.73","52.8","2016/12/29","3195.6","1518.7","325.07","23.1"
"38","XH808A416121601081","459.5","640.31","953.04","768.81","55","64.12","12","52.69","2016/12/29 1:00:00","2499.27","1182.15","249.81","18.19"
"39","XH808A416121601081","446.93","671.28","994","801.97","39","44.55","12","44.45","2016/12/29 3:00:00","1803.66","841.1","178.31","11.24"
"40","XH808A416121601081","444.43","662.9","982","795.8","41.3","48.07","11.57","45.4","2016/12/29 4:00:00","1935.1","901.93","184.4","13.37"
"41","XH808A416121601081","448.5","644.17","961.13","769.37","46.07","53.87","11","46.83","2016/12/29 5:00:00","2115.7","999.93","212.5","15.63"
"42","XH808A416121601081","448.3","652.87","949.03","774.07","47.2","53.8","11","46.87","2016/12/29 6:00:00","2146.83","1013.23","210.07","14.4"
"43","XH808A416121601081","451.7","690.8","830.07","833.2","58.7","68.07","10.37","51.8","2016/12/29 7:00:00","2636.23","1255.63","269.2","18.87"
"44","XH808A416121601081","459.13","676.57","866.13","805.57","51.73","61","10","51.27","2016/12/29 8:00:00","2344.03","1116.07","241.13","19.6"
"45","XH808A416121601081","458.93","685.7","856.4","817.6","48.73","59.23","10.53","47.97","2016/12/29 9:00:00","2193.63","1035.87","226.87","18.83"
"46","XH808A416121601081","458.53","733.63","901.3","858.8","42.53","50.9","11.83","41.87","2016/12/29 10:00:00","1948.13","927.87","198","16.27"
"47","XH808A416121601081","458.4","764.1","919.07","896.73","36.03","43.03","13.63","33.27","2016/12/29 11:00:00","1692.33","798.83","172.5","14.73"
"48","XH808A416121601081","457.27","772.53","927.6","920.1","32.43","37.33","15.43","28","2016/12/29 12:00:00","1518.4","714","147.5","11.33"
"49","XH808A416121601081","463.63","784.3","918.4","951.43","33.13","37.8","17.5","25.23","2016/12/29 13:00:00","1579.57","735.2","149.9","9.93"
"50","XH808A416121601081","466.33","852.3","933.13","970.87","34.8","40.07","18.87","25.27","2016/12/29 14:00:00","1709.43","788.73","158.4","9.83"
"51","XH808A416121601081","462.47","795.77","888.93","952.8","37.87","43.43","18","27.17","2016/12/29 15:00:00","1774.07","824.2","169.23","11.97"
"52","XH808A416121601081","462.83","855.43","841.1","1010.87","37.5","44.03","18","27.07","2016/12/29 16:00:00","1808.37","830.77","169.97","13"
"53","XH808A416121601081","462.87","841.03","804.5","1010.73","40.17","47.67","17.53","28.67","2016/12/29 17:00:00","1865.97","868.57","181.2","14.23"
"54","XH808A416121601081","460.2","804.12","738.04","1003.36","44","52.76","16.68","30.68","2016/12/29 18:00:00","2042.92","960.96","206.12","16.36"
"55","XH808A416121601081","477.17","784.77","715.87","967.13","62.23","75.57","15.9","34.73","2016/12/29 19:00:00","2903.83","1363.17","285.23","23.97"
"56","XH808A416121601081","477.6","777.83","766.2","969.83","69.27","82.33","15","35.33","2016/12/29 20:00:00","3256.57","1517.1","312.63","23.2"
"57","XH808A416121601081","477.24","760.88","744.32","954.48","67.16","80.08","14.76","37.84","2016/12/29 21:00:00","3078.08","1460.52","304.04","22.88"
"58","XH808A416121601081","477.8","724.47","768.13","916.93","70.6","84.17","13.07","44","2016/12/29 22:00:00","3207.7","1530.13","322.47","24.1"
"59","XH808A416121601081","466.6","699.83","746.63","885","61.57","73.9","12","45.43","2016/12/29 23:00:00","2766.63","1331.87","282.03","22.3"
"60","XH808A416121601081","448.53","691.37","770.27","866.6","41.7","49.8","12","42.33","2016/12/30","1859.23","899.23","195","16.07"
"61","XH808A416121601081","441.8","687.43","736.9","857.43","39.57","45.87","11.83","44.43","2016/12/30 1:00:00","1829.3","875.57","186.03","13.93"
"62","XH808A416121601081","443.63","673.17","719.47","841.73","43.93","51.6","11","48.6","2016/12/30 2:00:00","1967.43","935","199.47","16.07"
"63","XH808A416121601081","448.07","682.87","706.37","863.63","45.43","53.07","11","48.8","2016/12/30 3:00:00","2031.13","975.7","209.1","15.67"
"64","XH808A416121601081","454.93","667.9","729.73","841.93","47.87","55.9","10.73","50.7","2016/12/30 4:00:00","2142.3","1029.57","220.73","16.23"
