STATIONCODE,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,PM05N,PM1N,PM25N,PM10N
XH808A416121601089,905.96,963.04,1638.11,1015.71,484.82,578.11,17,28.21,2016-12-20 23:00,24502.75,14563.43,4482.14,515.29
XH808A416121601089,900.6,961.7,1606.97,1004.53,487.73,581.5,17,29,2016-12-21,24459.43,14544.83,4503.1,512.87
XH808A416121601089,891.93,958.7,1573.87,1004.47,479.57,569.87,17,29,2016-12-21 01:00,24225.27,14380.73,4419.93,503.6
XH808A416121601089,897.33,957.93,1574.4,999.9,491.4,586.67,17,29,2016-12-21 02:00,24596.7,14656.77,4546.5,524.37
XH808A416121601089,902.7,948.83,1565.9,990.33,500.4,594.97,17,29.57,2016-12-21 03:00,25062.8,14946.1,4606.9,518.8
XH808A416121601089,912.33,943.53,1559.97,978.27,504.77,601.53,17,30,2016-12-21 04:00,25196.73,15019.17,4638.47,530.3
XH808A416121601089,927.03,935.83,1563.87,962.9,510.93,607.67,17,30.5,2016-12-21 05:00,25527.87,15275.83,4706.47,531.6
XH808A416121601089,925.63,935.8,1555.97,956.03,504.17,599.47,17,31,2016-12-21 06:00,25162.77,15032.57,4639.7,525
XH808A416121601089,922.57,929.37,1542.33,952.2,497.43,592.43,17,31,2016-12-21 07:00,24847.73,14834.87,4593.7,519.77
XH808A416121601089,928.67,925.67,1549.67,946.53,497.77,591.3,17,31.47,2016-12-21 08:00,24931.93,14863.83,4564.9,516.17
XH808A416121601089,934.83,927.4,1543.93,947.73,499.37,593.1,17,31.17,2016-12-21 09:00,25186.93,15035.67,4596.6,515.93
XH808A416121601089,943.2,931.97,1563.93,951.6,498.27,592,17,31.27,2016-12-21 10:00,25344.37,15054.07,4581.7,512.03
XH808A416121601089,955.33,930.2,1598.47,954.7,509.83,604.3,17.67,32,2016-12-21 11:00,25915.8,15362.33,4643.97,514.63
XH808A416121601089,956.63,943.57,1617.1,984.37,540.53,639.57,18,32,2016-12-21 12:00,27193.87,16220.1,4944.03,541.43
XH808A416121601089,955.14,956.55,1628.97,998,567.69,674.9,18,32,2016-12-21 13:00,28275.14,16986.86,5238.86,578.38
XH808A416121601089,950.43,955.27,1602.8,1010,559.4,663.5,18,32.1,2016-12-21 14:00,27959.07,16786.63,5136.8,563.9
XH808A416121601089,928.3,975.77,1554.33,1045.4,539.9,640.07,18.83,32.6,2016-12-21 15:00,27032.4,16166.23,4945.5,543.77
XH808A416121601089,903.81,981.81,1490.41,1058.96,496.74,584.89,19,33,2016-12-21 16:00,25523.41,15038.3,4505.33,481.41
XH808A416121601089,-927.84,1017.8,24.2,1197.76,79.96,90.52,18,76.6,2016-12-25 11:00,5667.88,2759.88,689.36,62.68
XH808A416121601089,-1155.3,1065.56,1199.63,1279.44,83.44,95.3,18.44,79,2016-12-25 12:00,5969.85,2900,724.7,69.78
XH808A416121601089,-1217.32,1087.4,1957.08,1316.64,85.04,97.04,19,77.56,2016-12-25 13:00,5968.8,2922,741.16,68.24
XH808A416121601089,-1233.38,1111.63,2338.88,1337.83,86.17,98.42,19.54,75.63,2016-12-25 14:00,6117.29,2970.5,754.54,68.92
XH808A416121601089,-1223.65,1100.81,2466.19,1299.77,76,86.42,20,73.23,2016-12-25 15:00,5594.46,2664.46,658.42,61.31
XH808A416121601089,-1200.64,1115.2,2442.12,1322.2,73.36,83.68,20,72.2,2016-12-25 16:00,5340.16,2544.24,639.24,60.48
XH808A416121601089,-1169.54,1159.96,2336.5,1391.27,79.19,91.04,20,72.38,2016-12-25 17:00,5725.65,2742.46,693.38,68.46
XH808A416121601089,-1129.15,1163.85,2244.81,1381.33,76.07,86.7,20,73.04,2016-12-25 18:00,5555.59,2660.37,662.19,63.11
XH808A416121601089,-1060.12,1196.8,2144,1426.12,113.28,129.24,20,76.44,2016-12-25 19:00,7754.84,3859.6,985.6,90.04
XH808A416121601089,-962.48,1194.11,2092.63,1426.52,121.93,138.63,19.26,78.78,2016-12-25 20:00,8377.41,4154.07,1049.37,96.56
XH808A416121601089,-842.04,1172.75,2073.21,1378.21,120.29,136.96,19,78.96,2016-12-25 21:00,8392.46,4128.79,1036.29,96.68
XH808A416121601089,-734.39,1146.17,2081.7,1351.13,127.09,145,19,79.74,2016-12-25 22:00,8861.22,4372.65,1095.87,107.3
XH808A416121601089,-633.08,1141.08,2066.83,1317.21,126.79,143.25,19,81.33,2016-12-25 23:00,8844.5,4361.58,1092,99.17
XH808A416121601089,-528.42,1113.08,2068.5,1265.19,144.92,164.27,19,82.81,2016-12-26,9998.42,4972.19,1242.73,114.5
XH808A416121601089,-445.04,1082.42,2059.27,1213.73,139.42,157.5,19,82.85,2016-12-26 01:00,9782.23,4829.96,1191.96,103.92
XH808A416121601089,-379.25,1091.86,2003.29,1210.14,136.32,153.96,19,83.04,2016-12-26 02:00,9412.79,4631.54,1150.93,104.36
XH808A416121601089,-261.1,1060,1973.5,1165.3,158,178.3,19,85.4,2016-12-26 03:00,10956,5470.5,1347.3,118.2
XH808A416121601089,-206.16,1066.16,1954.8,1172.72,174.84,197.88,18.68,87,2016-12-26 04:00,11733.4,5932.2,1502.88,134.16
XH808A416121601089,-145.85,1056.15,1888.26,1149.22,178.44,201.3,18,88.15,2016-12-26 05:00,12025.96,6054.04,1510.26,132.78
XH808A416121601089,-64.36,1073.4,1811.2,1185.8,199.2,225.08,18,90.36,2016-12-26 06:00,13037.32,6677.76,1699.36,156.4
XH808A416121601089,-15.96,1041.79,1736.79,1118.71,140.25,159.33,17.33,90.54,2016-12-26 07:00,9537.04,4771.21,1202.5,109.71
XH808A416121601089,33.88,1045.88,1687.38,1136.58,139.96,159.62,17.27,91.12,2016-12-26 08:00,9446.92,4751.96,1205.23,114.69
XH808A416121601089,52.08,1066,1675.04,1173.58,134.58,152.92,18.42,87.81,2016-12-26 09:00,9096.04,4567.15,1160.73,105.73
XH808A416121601089,29.56,1130.96,1655.96,1300.2,136,153.68,19.6,82.84,2016-12-26 10:00,9499.32,4702.12,1149.44,103.56
XH808A416121601089,-106.11,1178.3,1634.89,1418.74,118.52,133.33,21.81,74,2016-12-26 11:00,8414.33,4130.74,998.41,84.81
XH808A416121601089,-240.88,1241.16,1600.96,1577.08,117.92,134.48,23.72,66.56,2016-12-26 12:00,8328.96,4099.32,994.56,85.52
XH808A416121601089,-344,1213.18,1628.54,1612.71,111.46,127.5,25,60.25,2016-12-26 13:00,7900.57,3889.75,947.18,81.11
XH808A416121601089,-346.65,1018.35,1926.08,1489.96,91.46,104.12,25.54,58.92,2016-12-26 14:00,6563.15,3197.62,785.15,64.31
XH808A416121601089,-267.36,962.92,2041.56,1531,97.04,111.04,25.12,61,2016-12-26 15:00,6890.64,3392.72,828.92,73.44
XH808A416121601089,-153.16,959.96,1997.68,1584.44,90.24,102.08,24.04,63.36,2016-12-26 16:00,6413.2,3155.12,772.76,63.64
XH808A416121601089,-69.5,945.46,1932,1530.54,68.25,77.79,23.79,65.32,2016-12-26 17:00,5041.14,2389.5,588.43,53.07
XH808A416121601089,19.08,1024.44,1724.72,1391.16,59.88,68.16,22.76,68.8,2016-12-26 18:00,4459.24,2096.76,519.8,47.08
XH808A416121601089,133.39,1034.21,1523.61,1182.54,42.75,48.04,20.75,72.54,2016-12-26 19:00,3339.25,1496.86,364.86,34.64
XH808A416121601089,224.18,974.5,1382.36,1104.36,26.54,29.07,18.86,72,2016-12-26 20:00,2271.82,937.36,227.86,21.64
XH808A416121601089,285.41,977.85,1269.22,1073.41,18.81,20.07,17.41,70.59,2016-12-26 21:00,1796,681.04,154.15,15.15
XH808A416121601089,322.06,968,1172.18,1044.42,13.18,13.55,16.03,69.64,2016-12-26 22:00,1416.18,482.85,110.42,10.21
XH808A416121601089,346,973.17,1091.33,1024.67,9.17,9.33,15,67.67,2016-12-26 23:00,1116.67,333.67,75.67,6.83
XH808A416121601089,354.58,969.71,1055.04,1012.46,11.25,11.5,14.75,68.21,2016-12-27,1225.5,391.79,90.42,7.38
XH808A416121601089,360.12,958.52,1037.36,1018.56,10.6,10.8,14,67.16,2016-12-27 01:00,1183.72,373.92,86.6,7.68
XH808A416121601089,365.7,943.57,1027.48,1019.87,9.17,9.39,13.04,66.61,2016-12-27 02:00,1062.48,318.17,75,6.7
XH808A416121601089,367.54,937.19,1011.31,1030.38,7.96,8,13,64.42,2016-12-27 03:00,971.38,275.85,65.27,6.15
XH808A416121601089,370.13,954.39,973.7,1044.65,12.96,13.43,12.17,63.96,2016-12-27 04:00,1384.78,465.96,102.17,9.22
XH808A416121601089,370.52,940.15,984.85,1051.07,9.04,9.37,12,62.22,2016-12-27 05:00,1064.78,322.63,74.81,6.81
XH808A416121601089,371.54,944.36,964.82,1062.25,9.07,9.18,12,62.36,2016-12-27 06:00,1020.07,311.89,75.75,7.43
XH808A416121601089,372.87,975.43,935.63,1087.67,13.37,13.47,12,62.1,2016-12-27 07:00,1227.2,415.67,109.97,8.37
XH808A416121601089,376.95,963.48,926.67,1069.52,14.81,15.62,11.43,63.52,2016-12-27 08:00,1445.62,524.71,126.05,11.67
XH808A416121601089,383.12,955.5,939.73,1066.38,15.58,16.5,12,63,2016-12-27 09:00,1497.88,539.15,132.04,12.27
XH808A416121601089,384.28,933.09,972.94,1044.19,11.63,12,12.91,60.91,2016-12-27 10:00,1242.78,419.41,90.16,8.28
XH808A416121601089,377.26,916.42,998.26,1041.16,13.32,13.95,14,56.84,2016-12-27 11:00,1360.84,471.53,110,10.63
XH808A416121601089,374.22,906.7,1012.11,1057.19,15.59,16.81,14.19,54.85,2016-12-27 12:00,1522.56,546,133.22,13.93
XH808A416121601089,370.68,896.14,1026.25,1065.18,16.71,18,14.89,51.86,2016-12-27 13:00,1585.36,586.68,140.46,14.43
XH808A416121601089,366.64,889.52,1045.28,1106.44,19.4,20.96,15.04,49.2,2016-12-27 14:00,1797.64,685.2,163.96,15.36
XH808A416121601089,369.75,902.33,1040.58,1157.54,22.83,25.17,15,50.67,2016-12-27 15:00,1999.29,796.29,189.58,19.63
XH808A416121601089,369.69,906,1043.42,1187.77,22.23,24.04,14.38,50.96,2016-12-27 16:00,1994.58,783.31,182.23,17.23
XH808A416121601089,371.69,920.19,1032.08,1208.35,24,26,14,51.27,2016-12-27 17:00,2083.88,838.85,198.31,17.85
XH808A416121601089,375.68,934.77,1015.32,1173.23,27.03,30,14,52.84,2016-12-27 18:00,2328.39,984.68,228.65,23.13
XH808A416121601089,381.09,953.5,983.36,1186,31.59,34.86,13,54.27,2016-12-27 19:00,2588.45,1082.91,264.45,23.27
XH808A416121601089,383.37,938.93,1006.81,1191.19,36.7,40.11,12.63,54.07,2016-12-27 20:00,2950.44,1271.48,306.11,27.56
XH808A416121601089,384.68,943.68,998.18,1203.89,43.79,48.29,12,53.57,2016-12-27 21:00,3378.89,1502.14,364.64,33.86
XH808A416121601089,388.32,929.18,1007.68,1196.39,44.89,49.43,11.71,52.5,2016-12-27 22:00,3447.79,1556.11,385.68,35.96
XH808A416121601089,389.61,929.26,976.87,1190.22,48.3,53.7,11,51.74,2016-12-27 23:00,3602.96,1636.52,408.87,38.61
XH808A416121601089,389.95,925.86,967.29,1204.52,43.76,48.48,10.9,49.14,2016-12-28,3337.76,1485.38,365.19,35.57
XH808A416121601089,391.81,932.07,948.19,1204.59,44,48.59,10,50.56,2016-12-28 01:00,3313.7,1484.78,369.41,34.81
XH808A416121601089,390.86,924.11,943.32,1206.75,43.5,48.29,10,51.18,2016-12-28 02:00,3272.57,1475.61,370.54,36.43
XH808A416121601089,392.07,942.86,917.32,1211.75,42.21,46.64,9.82,51.82,2016-12-28 03:00,3188.71,1438.04,353.46,32.43
XH808A416121601089,391.81,930.48,921.48,1218.44,41.04,45.81,9,50.85,2016-12-28 04:00,3106.85,1376.15,349.52,34.89
XH808A416121601089,392.11,916.89,926.89,1222,39.57,43.71,9,49.93,2016-12-28 05:00,2985.07,1329.11,337.21,32.96
XH808A416121601089,389.93,923.66,905.28,1225.17,38.34,42.55,9,49.31,2016-12-28 06:00,2889.86,1275.52,324,32.34
XH808A416121601089,390.36,927,886.71,1219.64,36.61,40.43,9,48.36,2016-12-28 07:00,2775.25,1219.96,312.21,30.32
XH808A416121601089,389.92,959.65,842.46,1242.58,35.46,39.27,9,47.58,2016-12-28 08:00,2720.31,1188.58,299.58,30.81
XH808A416121601089,388.08,960.27,830.31,1256.73,35.15,38.81,9.19,45.73,2016-12-28 09:00,2676.77,1171.12,298.62,30.42
XH808A416121601089,389.62,951.81,846.27,1276.88,32.15,35.73,10.04,41.96,2016-12-28 10:00,2514.31,1076.69,272,28.96
XH808A416121601089,383.58,925.17,856.58,1294.75,32.92,35.67,11.75,37.67,2016-12-28 11:00,2563.5,1101.42,276.5,26.33
XH808A416121601089,378.83,907.6,867.17,1315.43,29.4,33.33,13.1,35.53,2016-12-28 12:00,2370.27,985.03,247.9,25.33
XH808A416121601089,371.13,883.97,898.5,1334.27,28.77,31.73,15.53,31.67,2016-12-28 13:00,2359.3,977.17,241,22.27
XH808A416121601089,363.8,873.23,919.97,1349.1,27.47,30.27,16,30.97,2016-12-28 14:00,2303.4,943.77,232.9,20.33
XH808A416121601089,364.27,875.2,938.1,1374.9,27.77,31.33,16,32.13,2016-12-28 15:00,2351.9,971.23,240.27,25.1
XH808A416121601089,363.63,895,941.87,1383.07,29.83,33.13,15.93,34.23,2016-12-28 16:00,2466.07,1016.73,247.23,22.33
XH808A416121601089,363.5,899.43,948.37,1407.13,28.7,31.3,15,34,2016-12-28 17:00,2382.07,976.33,238.43,21.3
XH808A416121601089,369.17,933.63,920.17,1394.27,30.07,33.13,15,34.5,2016-12-28 18:00,2458.7,1020.03,248.97,24.63
XH808A416121601089,378.27,1029.03,837.97,1383.8,33.17,36.97,14.4,36.47,2016-12-28 19:00,2690.13,1121.4,275.67,25.83
XH808A416121601089,386.77,1104.9,749.83,1398.43,36.53,41.37,14,38.17,2016-12-28 20:00,2926.07,1238.73,304.13,30.6
XH808A416121601089,390.73,1156.67,716.57,1393.63,39.43,43.8,14,38.67,2016-12-28 21:00,3178.07,1353.67,329.03,31.77
XH808A416121601089,393.5,1176.23,670.43,1392.63,39.23,43.27,13.37,41.4,2016-12-28 22:00,3110.5,1334.63,327.13,31.57
XH808A416121601089,397.63,1180.2,652.37,1393.27,40.7,45.13,13,43.3,2016-12-28 23:00,3156.1,1369.17,339.33,33.97
XH808A416121601089,396.93,1150.17,667.7,1374.4,38.9,42.97,13,46.37,2016-12-29,3076.17,1318.33,324.87,31.83
XH808A416121601089,392.96,1029.54,801.96,1282.23,38.46,42.81,12.42,48.92,2016-12-29 01:00,2974.23,1285.62,323.81,30.35
XH808A416121601089,386.31,929.97,872.07,1254.76,30.1,34.14,12,42.48,2016-12-29 03:00,2406.03,1012.93,257.14,25.55
XH808A416121601089,387.37,914.97,871.27,1263.3,31.37,35.23,12,42.17,2016-12-29 04:00,2471.37,1043.97,271.7,29.2
XH808A416121601089,387.67,920.6,853.37,1252.4,33.77,37.53,11.27,43.73,2016-12-29 05:00,2619.27,1121.83,283.17,29.8
XH808A416121601089,390.4,927.07,832.6,1246.27,35.57,39.8,11,43.83,2016-12-29 06:00,2721.07,1187.47,305.03,30.97
XH808A416121601089,391.67,904.47,852.33,1251.17,36.4,40.47,11,43.37,2016-12-29 07:00,2758.2,1198.03,309.7,32.83
XH808A416121601089,393.6,931.77,809.07,1258.63,36.4,41.07,11,44.23,2016-12-29 08:00,2732.77,1195.67,306.5,32
XH808A416121601089,395.2,939.87,785.53,1263.87,34.83,38.87,11,42.5,2016-12-29 09:00,2605.63,1132.4,293.83,31.1
XH808A416121601089,393.63,938.3,774.13,1278.7,32.9,36.53,11.2,39.23,2016-12-29 10:00,2543.5,1087.1,280.77,30.1
XH808A416121601089,391.17,921.9,775.37,1284.4,31.8,35.73,12.53,35.9,2016-12-29 11:00,2474.8,1052.6,273.27,29.03
XH808A416121601089,382.23,857.17,804.97,1297.23,27.87,31.73,13.87,30.5,2016-12-29 12:00,2254.23,943.43,244.7,25.27
XH808A416121601089,376.43,818.53,815.3,1321.67,24.93,28.23,15.3,25.93,2016-12-29 13:00,2053.73,833.1,217.33,22.8
XH808A416121601089,371.97,808.53,802.17,1320.43,24.7,27.47,16,26.1,2016-12-29 14:00,2075.9,839.23,212.6,21.07
XH808A416121601089,371.63,832.37,785.73,1352.37,24.63,27.77,16,27.57,2016-12-29 15:00,2101.97,859.77,217.2,22.9
XH808A416121601089,375.5,857.2,767.83,1368.73,28.8,32.3,16,29.63,2016-12-29 16:00,2359.23,980.6,247.93,25.17
XH808A416121601089,372.6,877.03,750.2,1361.67,24.6,27.33,16,28.97,2016-12-29 17:00,2100.1,846.2,207.23,19.93
XH808A416121601089,376.52,930.4,713.92,1363.52,27.64,30.8,16,29.96,2016-12-29 18:00,2275.4,943.48,235.44,22.68
XH808A416121601089,384.03,979.87,697,1371.97,34.23,38.97,15.77,31.57,2016-12-29 19:00,2764.6,1182.5,295.27,29.27
XH808A416121601089,390.27,1043.87,655.7,1361.87,41.83,47.43,15,33.5,2016-12-29 20:00,3229.57,1407.2,353.83,33.97
XH808A416121601089,390.96,1073.6,639.16,1369.64,39.96,44.84,15,35.04,2016-12-29 21:00,3151.52,1360.32,333.56,31.6
XH808A416121601089,393.13,1033.03,697.67,1347.07,36.8,41.53,14.17,36.03,2016-12-29 22:00,2962.33,1261.3,309.37,30.17
XH808A416121601089,396.6,1074.37,643.2,1346.33,35.13,39.87,14,37.07,2016-12-29 23:00,2818.3,1190.63,294.23,29.33
XH808A416121601089,395.03,1103.8,598.83,1333.7,34.63,38.63,13.4,38.6,2016-12-30,2758.53,1166.6,291.23,26.87
XH808A416121601089,394.73,1120.9,585,1344.17,35.6,40.03,13,39.1,2016-12-30 01:00,2815.5,1183.83,295.2,28.37
XH808A416121601089,395.1,1121.17,572.17,1345.53,35.33,38.87,12.87,39.63,2016-12-30 02:00,2827.1,1193.47,296.63,27.9
XH808A416121601089,393.17,1080.47,602.93,1331.07,36.2,39.87,12,40.67,2016-12-30 03:00,2853.57,1205.63,304.07,28.8
XH808A416121601089,390.67,982.73,701.9,1272.6,34.57,38.5,12,41.1,2016-12-30 04:00,2738.13,1148.7,285.93,27.6
XH808A416121601089,392,1086.5,583.57,1324.07,34.6,38.8,12,43.23,2016-12-30 05:00,2790.07,1177.23,292.03,29.3
XH808A416121601089,396.07,1140.5,539.97,1334.03,38.4,42.47,11.5,45.2,2016-12-30 06:00,2968.1,1277.83,318.03,33
XH808A416121601089,395.77,1131.03,540.8,1315.3,35.53,39.1,11,46.07,2016-12-30 07:00,2838.53,1198.9,295.23,29.6
XH808A416121601089,398.5,1113.63,566.57,1320.83,40.3,45.27,11,47.97,2016-12-30 08:00,3155.63,1345.83,335.97,34.6
XH808A416121601089,402.87,1075.5,606,1303.97,37.17,41.33,11.23,48.7,2016-12-30 09:00,2927.07,1243.53,307.17,31.87
XH808A416121601089,399.97,1003.8,669.47,1278.7,33.87,37.97,12.37,44.6,2016-12-30 10:00,2678.57,1121.23,282.87,29.63
XH808A416121601089,394.7,930.3,731.03,1275.9,33.9,37.93,14.03,40.17,2016-12-30 11:00,2675.33,1123.03,283.33,28.1
XH808A416121601089,395.23,904.3,740.8,1329.57,36.9,41.6,15.4,37.17,2016-12-30 12:00,2916.9,1245.67,306.8,29.7
XH808A416121601089,392.6,880.73,749.53,1357.3,39.13,44.7,17.43,34.83,2016-12-30 13:00,3123.13,1342.77,335,33.87
XH808A416121601089,385.63,835.1,777,1379.33,39.73,44.67,19,32.47,2016-12-30 14:00,3203.13,1374.23,332.97,31.23
XH808A416121601089,386.03,830.17,787.33,1406.23,37.67,42.03,18.9,33.8,2016-12-30 15:00,3116.9,1315.63,312.6,29.67
XH808A416121601089,383.6,830.77,793,1428.57,37.3,41.93,18,35.5,2016-12-30 16:00,3034.7,1282.8,316.8,30.37
XH808A416121601089,386.73,859.77,777.57,1421.3,36.5,40.8,18,36.67,2016-12-30 17:00,3011.67,1271.23,305.23,28.6
XH808A416121601089,389.8,904.87,741.1,1431.93,37.37,41.97,17.07,37.13,2016-12-30 18:00,3060.5,1288.57,313.9,29.8
XH808A416121601089,398.37,1016.77,649.47,1432.2,42.8,48.43,17,38.13,2016-12-30 19:00,3437.73,1476.37,356.83,33.67
XH808A416121601089,416,1173.8,544.13,1463.43,49.97,56.2,16.7,39.67,2016-12-30 20:00,3991.53,1737.63,415.4,38.9
XH808A416121601089,418.17,1199,550.13,1462.27,57.43,64.73,16,41.4,2016-12-30 21:00,4571.83,2006.23,467.13,44.83
XH808A416121601089,424.4,1169.03,598.13,1406.93,60.17,67.2,15.9,43.57,2016-12-30 22:00,4614.27,2022.23,491.53,45.1
XH808A416121601089,424.6,1185.77,546.57,1424.4,54.8,62.1,15.33,44.03,2016-12-30 23:00,4302.47,1894.53,456.27,46.57
XH808A416121601089,446.27,1193.13,581.83,1438.13,74,82.83,15,46.27,2016-12-31,5646.77,2542.43,614.93,57.57
XH808A416121601089,460.9,1204.8,603.63,1454.1,102.03,113.97,15,49.33,2016-12-31 01:00,7564.77,3474.1,829.3,75.17
XH808A416121601089,437.4,1168.53,633.47,1383.97,78.8,87.83,14.2,50.77,2016-12-31 02:00,5913.43,2691.5,646.73,59.6
XH808A416121601089,432.1,1161.67,614.13,1380.33,74.33,83.3,14,51.83,2016-12-31 03:00,5560.47,2515.93,609.5,59.83
XH808A416121601089,435.07,1150.2,655.8,1349.13,78.33,88.17,13.83,54.17,2016-12-31 04:00,5828.7,2652.9,640.9,60.17
XH808A416121601089,427,1131.67,657.87,1319.47,65.77,73.47,13,54.9,2016-12-31 05:00,4968.73,2226.03,540.33,50.33
XH808A416121601089,428.4,1119.73,659.93,1308.03,65.9,73.57,13,55.8,2016-12-31 06:00,4976.93,2235.4,543.93,52.27
XH808A416121601089,437.83,1115,685.6,1299.33,83.03,93.1,13,58.73,2016-12-31 07:00,6202.87,2826.27,674.27,63.37
XH808A416121601089,431.8,1099.23,698.67,1272.8,75.77,84.17,13,59.37,2016-12-31 08:00,5600.4,2538.17,618.53,56.03
XH808A416121601089,436.27,1101.77,684.4,1297.7,76.17,85.63,13.23,57.43,2016-12-31 09:00,5668.9,2577.53,623.37,58.23
XH808A416121601089,435.13,1089.07,662.17,1338.17,69.97,77.87,14.7,52.7,2016-12-31 10:00,5347.5,2399.37,571.3,51.67
XH808A416121601089,420.73,1006.7,700.57,1352.37,57.9,64.57,16.83,44.8,2016-12-31 11:00,4502.97,1990.43,474.53,43.13
XH808A416121601089,419.8,974.63,712.7,1419.47,56.77,63.33,18.87,40.6,2016-12-31 12:00,4502.33,1977.47,464.37,41.47
XH808A416121601089,411.73,893.53,758.43,1491.97,56.87,63.03,21.5,35.23,2016-12-31 13:00,4542.7,2001.33,466.57,39.6
XH808A416121601089,402.97,827,812.4,1559.77,59.97,66.43,22.9,33.8,2016-12-31 14:00,4717.33,2099,495.83,41.8
XH808A416121601089,396.67,770.57,859.4,1592.93,55.7,62.13,22,35.33,2016-12-31 15:00,4505.8,1989.27,459.87,39.8
XH808A416121601089,396.4,799.6,848.33,1574.67,50.8,55.8,21.37,36.37,2016-12-31 16:00,4086.57,1774.77,417.7,33.2
XH808A416121601089,396.17,827.03,827.1,1574.43,53.17,58.67,21,37.33,2016-12-31 17:00,4248.93,1855.9,432.6,36.8
XH808A416121601089,400.43,910.2,767.5,1570.43,56.77,62.83,20.1,38.33,2016-12-31 18:00,4522.6,1987.53,470.83,38.73
XH808A416121601089,408.2,1019.1,675.1,1556.87,63.53,70.83,19.37,39.83,2016-12-31 19:00,4943.4,2203.1,521.03,43.77
XH808A416121601089,445.83,1255.27,468.07,1682.8,80.97,91.57,19,40.97,2016-12-31 20:00,6261.57,2847.3,670.67,61.83
XH808A416121601089,480.43,1332.33,495.93,1718.7,112.87,127.4,19,44.03,2016-12-31 21:00,8386.07,3893.37,926.7,82
XH808A416121601089,502.07,1328.5,549.93,1698.27,124.17,139.27,18.37,47.03,2016-12-31 22:00,9172.63,4262.13,1012.1,89.2
XH808A416121601089,522.2,1306.63,626.1,1650.63,138.33,155.17,18,49.73,2016-12-31 23:00,10186,4779.13,1124.43,96.53
XH808A416121601089,543.53,1317.89,682.11,1644.66,156.18,174.21,17.32,52.89,2017-1-1,11462.16,5401.42,1272.71,107.68
XH808A416121601089,528.34,1283.63,734.75,1577.97,158.44,177.22,17,54.44,2017-1-1 01:00,11581.56,5499.44,1291.97,109.63
XH808A416121601089,516.53,1279.6,737.8,1554.93,149.23,167.9,17,55.4,2017-1-1 02:00,10783.37,5108.67,1210.77,106.53
XH808A416121601089,555.03,1302.8,750.63,1570.8,159.53,180.03,16.5,57.73,2017-1-1 03:00,11467.9,5453.93,1301.8,115
XH808A416121601089,547,1299.4,731,1583.73,151.23,169.57,16,61.1,2017-1-1 04:00,10868.6,5148.63,1229.77,108.87
XH808A416121601089,506.2,1258.97,744.83,1510.2,118.47,132.47,16,62.87,2017-1-1 05:00,8697.53,4039.73,952.07,83.23
XH808A416121601089,532.77,1226.67,772.7,1477.07,145.6,162.6,16,64.23,2017-1-1 06:00,10461.03,4951.93,1179.83,101.03
XH808A416121601089,552.27,1179.53,825.93,1401.3,178,199.7,15.83,66.1,2017-1-1 07:00,12552.6,6042.87,1454.73,128
XH808A416121601089,543.07,1162,853.8,1373.23,174.53,196,15,67.9,2017-1-1 08:00,12237.73,5920.17,1428.73,126.57
XH808A416121601089,512.3,1171,813.77,1390.1,151.93,170.27,15.93,70.73,2017-1-1 09:00,10687.47,5147.03,1231.37,107.83
XH808A416121601089,492.7,1224.97,732.7,1523.17,143.43,160.97,17.73,67.43,2017-1-1 10:00,10178.03,4928.93,1192.4,103.17
XH808A416121601089,452.73,1089.43,813.17,1474.33,104.57,117.63,19.87,61.73,2017-1-1 11:00,7423.57,3573.23,871.17,75.57
XH808A416121601089,423.27,829.8,1033.97,1371.47,70.6,79.1,21.93,54.73,2017-1-1 12:00,5324.2,2476.17,598.2,51.77
XH808A416121601089,423.23,771.07,1043.97,1404.7,68.33,77.5,24.07,47.4,2017-1-1 13:00,5136.4,2382.17,583.13,51.43
XH808A416121601089,413.23,679.93,1106.63,1395.43,53.97,61.33,24.73,44.37,2017-1-1 14:00,4216.63,1874.07,449.3,39.57
XH808A416121601089,411.23,679.27,1101.87,1469.87,58.23,64.97,23.93,46.17,2017-1-1 15:00,4551.7,2044.63,483.9,38.77
XH808A416121601089,416.33,723,1074.1,1525.6,64.3,72.07,23,48.6,2017-1-1 16:00,4980.37,2263.03,538.8,43.2
XH808A416121601089,418.13,734.3,1064.7,1531.03,69.6,77.67,22.47,50.23,2017-1-1 17:00,5309.07,2431.93,578.1,48.3
XH808A416121601089,420.77,793.6,986.67,1686.9,85.1,94.9,21.9,53.43,2017-1-1 18:00,6317.03,2959.03,712.07,59.6
XH808A416121601089,427.67,871.67,925.1,1640.37,98.57,111,21,56.8,2017-1-1 19:00,7116.9,3395.27,818.2,68.83
XH808A416121601089,452.77,1159.37,662.43,1725,119.83,135.6,21,58.53,2017-1-1 20:00,8517.63,4133.07,1003.47,86.97
XH808A416121601089,478.67,1278.07,593.83,1723.57,153.03,173.13,20.67,57.43,2017-1-1 21:00,10638.83,5229.57,1271.47,112.07
XH808A416121601089,463.3,1161.8,770.6,1571.83,146.1,163.93,20,55.27,2017-1-1 22:00,10258.07,4975.23,1200.13,99.03
XH808A416121601089,455.27,1147.23,783.77,1507.47,137.73,154,20,56.03,2017-1-1 23:00,9614.9,4663.27,1126.47,93.93
XH808A416121601089,458.27,1208.37,722.17,1575,154.17,172.9,19.67,57.17,2017-1-2,10673.13,5242.77,1282.27,106.17
