STATIONCODE,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,EQUSTATE,PM05N,PM1N,PM25N,PM10N
XH808A416121601153,410.37,476.67,1067.7,531.67,18.57,20.63,0.8,20.7,2017-1-16 19:00,5,1672.37,664.43,172.97,22.87
XH808A416121601153,403.1,468.83,884.8,537.03,17.93,19.73,0,22.53,2017-1-16 20:00,5,1635.23,646.7,166.43,22.33
XH808A416121601153,401.1,479.97,858.5,550.6,13.77,15.33,0,22.93,2017-1-16 21:00,5,1370.77,507.47,130.53,17.9
XH808A416121601153,401.13,506.63,857.6,584.37,13.2,13.7,0,23.4,2017-1-16 22:00,5,1357.6,488.23,117.33,13.83
XH808A416121601153,398.27,483.17,853.2,550.53,11.53,11.97,0,22.57,2017-1-16 23:00,5,1235.4,430.27,104.2,12.63
XH808A416121601153,394.37,467.6,876.4,534.3,11.57,12.23,0,22.77,2017-1-17,5,1270.47,447.5,108.6,13.67
XH808A416121601153,399.67,453.93,837.83,522.4,12.47,13.2,-0.17,23.03,2017-1-17 01:00,5,1298.47,464.53,112.97,14.9
XH808A416121601153,399.07,457.33,851.9,520.13,12.8,13.2,-1,23,2017-1-17 02:00,5,1356.87,494.27,118.27,13
XH808A416121601153,409.33,418.57,790.83,462.77,16.03,16.37,-1,28.37,2017-1-17 03:00,5,1573.47,604.07,140.67,13.87
XH808A416121601153,407.33,400.33,781.33,436.63,16.7,17.27,-1.43,30.3,2017-1-17 04:00,5,1657.93,638.67,153.07,17.13
XH808A416121601153,407.37,395.07,783.57,427.37,15.33,16.2,-2,33.1,2017-1-17 05:00,5,1548.47,584.43,141.6,17.3
XH808A416121601153,401.53,404.47,826.53,445.7,13.87,14.6,-2.47,32.73,2017-1-17 06:00,5,1462.53,538.07,127.93,14.73
XH808A416121601153,400.7,420.17,765.6,460.4,15.63,16.03,-3.2,34.33,2017-1-17 07:00,5,1617.03,616.77,143.63,15.6
XH808A416121601153,419.17,441.13,669.17,492.3,20.17,20.9,-4.3,40.77,2017-1-17 08:00,5,1962.1,798.57,193.3,23.53
XH808A416121601153,416.73,431.87,661.2,476,19.97,20.43,-4.83,43.9,2017-1-17 09:00,5,1988.03,802.17,185.6,22.17
XH808A416121601153,436.67,461.87,726.53,514.13,23.33,23.6,-2.9,38.1,2017-1-17 10:00,5,2213.53,901.47,210.27,22.73
XH808A416121601153,426.27,516.17,874.8,577.43,23.93,24.37,-0.4,31.77,2017-1-17 11:00,5,2287.07,916.53,203.43,21.8
XH808A416121601153,433.17,574.17,913.1,657.43,25.93,26.37,0.77,28.63,2017-1-17 12:00,5,2429,987.57,217.47,24
XH808A416121601153,427.03,610.1,933.93,713.5,25.53,26.27,1.7,27.63,2017-1-17 13:00,5,2398.67,972,211.3,22.1
XH808A416121601153,418.7,584.9,916.57,680.93,26.47,26.93,3,26.67,2017-1-17 14:00,5,2437.73,990.53,220.67,20.93
XH808A416121601153,418.4,602.1,896.2,703.37,27.73,28.5,3.97,25.97,2017-1-17 15:00,5,2499.4,1028.63,226.93,22.07
XH808A416121601153,414.67,587.1,910.63,686,30.3,31.17,4.77,24.47,2017-1-17 16:00,5,2677.47,1129.93,245.67,22.77
XH808A416121601153,409.77,561.83,867.17,655.6,32.07,33.3,4.63,24.67,2017-1-17 17:00,5,2826.5,1204.83,260.57,25.17
XH808A416121601153,417.23,553.3,758.7,651.07,33.27,34.27,3.03,27.97,2017-1-17 18:00,5,2940.23,1262.77,276.53,27.87
XH808A416121601153,433.27,539.47,673.57,630.23,38.17,38.7,1.2,32.67,2017-1-17 19:00,5,3309.13,1453.43,319.13,31.1
XH808A416121601153,439.83,512.9,665.63,592.23,43.07,43.33,0.2,35.97,2017-1-17 20:00,5,3739.23,1652.17,360.17,33.83
XH808A416121601153,446.47,520.23,641.2,609.13,44.7,44.83,0,36.9,2017-1-17 21:00,5,3910.67,1718.6,370.43,34.17
XH808A416121601153,439.73,503.17,635.53,574.83,46,46.3,0,38.07,2017-1-17 22:00,5,3957.73,1756.47,378.77,35.67
XH808A416121601153,460.2,500.8,652.27,569.73,48.9,49.47,0,38.83,2017-1-17 23:00,5,4224.43,1874.53,407.9,40.3
XH808A416121601153,437.17,456.03,661.37,516.73,42.33,42.53,-0.87,41.3,2017-1-18,5,3703.27,1633.83,360.03,34.9
XH808A416121601153,423.5,432.4,652.1,478.17,37.83,37.9,-2.37,43.77,2017-1-18 01:00,5,3428.67,1484.5,324.7,30.83
XH808A416121601153,414.77,443.67,645.13,492.67,30.73,30.83,-3,43.83,2017-1-18 02:00,5,2860.67,1211.37,269.73,28.4
XH808A416121601153,407,448.83,641.53,497.97,27.73,27.83,-3.37,44.23,2017-1-18 03:00,5,2645.83,1112.5,249.3,25.17
XH808A416121601153,410.13,437.6,650.63,484.33,27.8,27.93,-4,45.43,2017-1-18 04:00,5,2622,1108.47,248.17,26.47
XH808A416121601153,406.13,428.97,644.3,468.4,31.53,31.63,-4.57,47.8,2017-1-18 05:00,5,2983.47,1268.77,281.4,29.73
XH808A416121601153,411.97,410.2,658.3,444.87,34.7,35,-5.07,49.27,2017-1-18 06:00,5,3240.3,1399.87,320.07,36.73
XH808A416121601153,411.33,404.07,661.77,435.2,32.97,33,-6,49.23,2017-1-18 07:00,5,3156.4,1351.67,300.03,31.83
XH808A416121601153,426.63,402.23,651.43,435.07,30.9,31.27,-6,52.63,2017-1-18 08:00,5,2965.63,1264.57,287.33,33.53
XH808A416121601153,428.3,406.73,657.4,436,34.87,34.9,-6.03,53.03,2017-1-18 09:00,5,3282.63,1418.9,326.33,36.53
XH808A416121601153,429.47,432,682.37,465.27,39.93,40.03,-5.17,48.63,2017-1-18 10:00,5,3715.47,1612.53,360.27,41.37
XH808A416121601153,435.73,542.47,749.7,607.63,50.57,50.73,-2.17,38,2017-1-18 11:00,5,4488.13,1994.03,439.8,43.33
XH808A416121601153,458.17,694.8,784.33,819.83,56.97,57.27,-0.03,33.23,2017-1-18 12:00,5,4966.2,2199.07,472.8,45.83
XH808A416121601153,461.4,852.43,839.57,1043.97,63.23,63.43,1.4,30.67,2017-1-18 13:00,5,5453.33,2414.37,511.53,45.77
XH808A416121601153,445.7,861.53,807.8,1059.37,65,65.33,3.27,28.47,2017-1-18 14:00,5,5531.7,2473.6,525.93,43.53
XH808A416121601153,449.73,828.67,758.43,1019.67,68.53,69.3,4.27,26.47,2017-1-18 15:00,5,5728.1,2551.93,530.8,46.17
XH808A416121601153,465.27,792.47,595.07,979.9,72.87,73.77,4.77,26.37,2017-1-18 16:00,5,6048.67,2706.1,563.7,46.5
XH808A416121601153,443.87,608.57,697.33,717.53,56.2,57.67,4.6,25.4,2017-1-18 17:00,5,4641.8,2073.4,442.07,39.83
XH808A416121601153,421.87,578.57,717.77,674.63,42.73,43.3,2.93,25.6,2017-1-18 18:00,5,3680.93,1610.83,347.93,30.33
XH808A416121601153,426.23,548.13,746.37,641.33,42.4,42.93,1.23,28.63,2017-1-18 19:00,5,3649.63,1606.17,351.73,34.8
XH808A416121601153,423.37,536,747.27,627.03,35.87,36.3,0,28.63,2017-1-18 20:00,5,3140.83,1367.63,304.43,30.17
XH808A416121601153,400.5,524.97,742.93,612.53,22.27,22.83,0,24.5,2017-1-18 21:00,5,2076.93,853.13,195.53,21.23
XH808A416121601153,390.17,534.87,784.67,627.97,10.23,12.1,-0.4,19,2017-1-18 22:00,5,1064.97,375.9,102.33,16.37
XH808A416121601153,388.27,524.27,787.4,612.6,11.33,15.17,-1.43,18.63,2017-1-18 23:00,5,1080.67,403.3,127.47,25.73
XH808A416121601153,384.7,506.63,786.47,578.8,21.13,31.63,-2.1,21.43,2017-1-19,5,1470.53,686.4,266.37,57.9
XH808A416121601153,383.67,494.8,749.73,562,35.57,55.57,-3,25.3,2017-1-19 01:00,5,2058.03,1113.13,470.13,105.8
XH808A416121601153,382.27,497.7,758.7,565.73,46.43,73.33,-3.8,29,2017-1-19 02:00,5,2518.33,1416.87,622.2,140.43
XH808A416121601153,380.83,492.87,746.3,561.07,45.2,71.77,-4.37,31.6,2017-1-19 03:00,5,2454.83,1365.4,603.13,139.6
XH808A416121601153,382.83,467.6,754.1,532.5,41.1,64.23,-5,33.43,2017-1-19 04:00,5,2307.5,1280.67,561.8,126.5
XH808A416121601153,381.7,460.2,743.93,527.97,30.97,46.53,-5.83,35.83,2017-1-19 05:00,5,1907.57,990.77,411.87,91.57
XH808A416121601153,390.07,426.87,728.73,475.67,36.33,53.5,-6.37,38.57,2017-1-19 06:00,5,2197.67,1169.63,489.03,109.07
XH808A416121601153,391.13,408.33,691.6,450.43,39.37,61.43,-7,40.53,2017-1-19 07:00,5,2356.47,1271.63,541.03,129.07
XH808A416121601153,400.5,416.07,633.13,466.1,37.53,55.57,-7.73,43.87,2017-1-19 08:00,5,2335.33,1240.27,500.6,109.63
XH808A416121601153,406.1,424.5,628.23,473.5,36.13,50.1,-8,45.47,2017-1-19 09:00,5,2432.6,1233.3,458.3,97.3
XH808A416121601153,396.27,444.63,716.7,495.2,21.1,26.87,-6.57,40.67,2017-1-19 10:00,5,1693.87,758.3,254.37,48.63
XH808A416121601153,406.77,506.7,704.7,578.8,23.6,30.63,-4.07,35.8,2017-1-19 11:00,5,1856.3,841.23,278.47,54.83
XH808A416121601153,418.4,641.7,721.7,758.6,30.7,39.3,-1.8,32.57,2017-1-19 12:00,5,2310.13,1060.5,340.33,61.97
XH808A416121601153,418.07,658.97,751.07,789.53,29.83,38.03,-0.33,28.87,2017-1-19 13:00,5,2264.7,1030.37,328.7,59.33
XH808A416121601153,422.2,692.33,682.5,833.27,31.57,41.47,0.07,27.77,2017-1-19 14:00,5,2387.67,1107.13,348.63,63.47
XH808A416121601153,420.33,699.97,682.03,857.07,35.03,47.7,1.17,26.13,2017-1-19 15:00,5,2497.1,1180.03,378.77,71.33
XH808A416121601153,418.13,700.9,655.53,852.5,33.93,46.67,2,23.87,2017-1-19 16:00,5,2408.03,1124.13,364.07,67.4
XH808A416121601153,423.57,648.17,612.97,788.53,34.13,47.17,2,23.23,2017-1-19 17:00,5,2449.2,1137.23,359.13,66.07
XH808A416121601153,430.73,564.17,583.6,669.83,36.27,48.9,1.07,25.37,2017-1-19 18:00,5,2662.6,1253.03,389.23,72.3
XH808A416121601153,434.57,544.4,527.27,646.97,37.87,48.67,-0.6,31.27,2017-1-19 19:00,5,2833.27,1330.67,402.17,70.37
XH808A416121601153,440.37,513.43,554.2,605.5,38.47,46.47,-2.2,34.23,2017-1-19 20:00,5,2988.83,1382.33,405.33,68.8
XH808A416121601153,464.53,526.33,570.83,629.33,44.6,49.33,-3,37.9,2017-1-19 21:00,5,3557.83,1631.87,440.47,62.6
XH808A416121601153,477.93,512.27,611.6,598.33,47.4,51.1,-3.83,40.53,2017-1-19 22:00,5,3816.17,1759.97,472.8,64.6
XH808A416121601153,475.87,492.63,624.2,571.17,46.63,49.5,-4.37,42,2017-1-19 23:00,5,3844.9,1774.03,460.93,64.2
XH808A416121601153,484.33,464.9,637.7,530.23,44.07,47.83,-5,42.97,2017-1-20,5,3606.77,1669.13,439.27,62.37
XH808A416121601153,443.93,447.3,612.03,507.8,39.57,42.97,-4.2,42.07,2017-1-20 01:00,5,3252.5,1474.83,398.2,57.47
XH808A416121601153,431.17,436.4,614.7,483.7,35.03,38.33,-4,43.93,2017-1-20 02:00,5,2890.1,1313.7,359.77,52.9
XH808A416121601153,420.83,435.6,628.9,485.5,31.53,35.63,-4.57,43.07,2017-1-20 03:00,5,2619.87,1173.53,327.8,50.6
XH808A416121601153,424.87,409.97,643.53,453.67,31.87,35.83,-5.37,44.8,2017-1-20 04:00,5,2636.97,1188.23,336.43,52.23
XH808A416121601153,425.1,411.63,631.6,455,31.53,35.1,-6.1,47.3,2017-1-20 05:00,5,2669.2,1190.97,329.2,52.47
XH808A416121601153,437.63,409,635.1,452.2,35.27,38.33,-7,49.87,2017-1-20 06:00,5,2954.6,1343.37,369.13,55.73
XH808A416121601153,441.8,412.9,646.83,454,35.57,38.17,-6.5,48.97,2017-1-20 07:00,5,3031.83,1362.1,362.97,53.63
XH808A416121601153,440,401.73,632.8,437.77,35.6,38.2,-6.57,52.47,2017-1-20 08:00,5,3072.37,1385.4,370.5,54.9
XH808A416121601153,431.57,406.77,652.77,439.9,34.97,38.07,-7,52.47,2017-1-20 09:00,5,3011.37,1359.83,366.7,57.7
XH808A416121601153,438.13,441.33,667.5,482.43,39.27,40.83,-6.27,49.1,2017-1-20 10:00,5,3419.07,1528.3,389.43,53.53
XH808A416121601153,459.2,566.03,639.67,653.7,46.47,49.13,-3.63,40.6,2017-1-20 11:00,5,3980.4,1785.4,450.93,62.13
XH808A416121601153,466.3,672.83,610.3,805,55.9,59.4,-1.33,34.1,2017-1-20 12:00,5,4597.03,2083.67,528.3,68.23
XH808A416121601153,472,787.97,596.27,968.87,64.1,69.03,0,31.5,2017-1-20 13:00,5,5236.67,2396.2,578.53,73.27
XH808A416121601153,458.97,771.73,597.07,943.2,60.13,67.4,1.03,27.3,2017-1-20 14:00,5,4746.87,2180.1,546.83,72.7
XH808A416121601153,467.15,884.58,567.54,1105.42,64.54,71.69,2.46,25.58,2017-1-20 15:00,5,5139.23,2336.62,573.27,73.58
XH808A416121601153,449.43,721.4,582.63,881.77,53.1,62.2,3.4,24.47,2017-1-20 16:00,5,4136.73,1872.7,484.57,69.07
XH808A416121601153,417.94,566.94,699.67,665,25.94,30,1.61,19.72,2017-1-20 18:00,5,2195.94,939.5,244.22,34.5
XH808A416121601153,406.63,536.43,647.13,627.53,22.73,26.03,1,19,2017-1-20 19:00,5,1934.33,814.67,215,30.4
XH808A416121601153,429.87,508.4,616.03,600.8,31.27,33.33,0,21.47,2017-1-20 20:00,5,2640.97,1148.27,285.97,33.97
XH808A416121601153,442.47,487.13,598.47,584.6,34.57,36.97,0,23.7,2017-1-20 21:00,5,2941.93,1288.9,310.27,38.77
XH808A416121601153,499.23,490.17,698.73,570.63,45.33,46.5,0,26.73,2017-1-20 22:00,5,3853.1,1701,389.9,44.1
XH808A416121601153,452.32,461.39,633.75,526.71,38.32,39.54,-0.79,28.04,2017-1-20 23:00,5,3275.46,1460.21,343.82,38.93
XH808A416121601153,463,434.53,633.23,493.9,32.6,33.53,-1.93,32.27,2017-1-21,5,2856.33,1245.8,294.53,34.2
XH808A416121601153,456.6,418.3,624.5,474.13,25.7,26.27,-3.27,32.33,2017-1-21 01:00,5,2384.97,1011.73,238.13,29.13
XH808A416121601153,444.37,425.5,604.77,487.07,22.7,23.47,-4,33.63,2017-1-21 02:00,5,2137.27,885.4,218.9,27.1
XH808A416121601153,432.43,405.82,596.54,457.82,27.43,28.39,-4.57,41.46,2017-1-21 03:00,5,2477.32,1060.14,263.32,33.79
XH808A416121601153,425.7,396.5,618.43,437.1,25.67,26.03,-5.37,44.2,2017-1-21 04:00,5,2408.03,1019.97,245.33,30.43
XH808A416121601153,422.03,401.73,619.8,442.67,24.6,25.13,-6,43.73,2017-1-21 05:00,5,2337.63,971.43,235.87,29.7
XH808A416121601153,415.07,391.33,619.47,425.63,24.4,24.8,-6.2,46.77,2017-1-21 06:00,5,2315.7,964.77,238.87,30.27
XH808A416121601153,413.9,397.43,621.3,435.53,25.23,25.57,-7,48.3,2017-1-21 07:00,5,2413.33,1011.7,249.77,31.83
XH808A416121601153,420.62,394.34,634.93,428.83,32.52,32.76,-7,50.38,2017-1-21 08:00,5,3063.72,1327.03,319.07,40.38
XH808A416121601153,435,407.04,648.56,444.89,36.26,36.26,-7,50.04,2017-1-21 09:00,5,3355.48,1471.96,348.33,40.63
XH808A416121601153,445.87,459.57,682.47,508.47,45.07,45.2,-5.5,42.93,2017-1-21 10:00,5,4078.6,1807,426.63,49.53
XH808A416121601153,459.38,592.69,664.79,683.28,53.28,53.69,-1.79,33.93,2017-1-21 11:00,5,4652.31,2072.38,477.21,52.17
XH808A416121601153,506.41,722.41,657.59,865.07,71.3,72.52,0.59,27.7,2017-1-21 12:00,5,5955.96,2686.19,600.89,64.3
XH808A416121601153,488.77,765.2,673.03,922.9,69.93,71.67,2.63,24.33,2017-1-21 13:00,5,5825.07,2626.83,587.27,61.07
XH808A416121601153,457.31,735.86,675.45,894,64,66.24,4.34,20.52,2017-1-21 14:00,5,5347.79,2392.62,529.76,54.76
XH808A416121601153,455.83,771.9,641.41,942.97,63.17,66.21,6.03,18.48,2017-1-21 15:00,5,5279.28,2340.79,512.41,50.21
XH808A416121601153,457.21,793.97,615.76,978.38,62.03,65.97,7,17.59,2017-1-21 16:00,5,5142.79,2282.24,493.45,48.45
XH808A416121601153,475.5,814.1,521.3,1017.67,63.77,69.23,8,16.07,2017-1-21 17:00,5,5248.1,2336.23,499.1,49.33
XH808A416121601153,502.1,675.48,529.24,837.31,59.97,64.69,6.86,17.62,2017-1-21 18:00,5,4949.14,2199.1,483.28,47.55
XH808A416121601153,496.28,622.38,546.76,767.41,60.79,63.62,4.28,19.69,2017-1-21 19:00,5,5027.48,2262.79,501.72,49.07
XH808A416121601153,484.14,576.71,569.79,696.21,57.71,60.43,2.61,23.32,2017-1-21 20:00,5,4839.96,2173.71,487,51.93
XH808A416121601153,470.07,552.45,646.79,666.62,55.07,57.14,0.66,24.31,2017-1-21 21:00,5,4638.9,2105.48,482.24,53.52
XH808A416121601153,473.79,511.31,634.45,601.52,52.79,53.66,0,29.93,2017-1-21 22:00,5,4461.31,2008.52,453.93,46.45
XH808A416121601153,505.17,487.38,639.24,570.45,55.52,56.03,-0.62,38.14,2017-1-21 23:00,5,4808.14,2166.52,483.72,47.28
XH808A416121601153,527.17,482.38,657.03,563.21,51.17,51.31,-1.59,36.79,2017-1-22,5,4415.24,1993.14,442.97,43.79
XH808A416121601153,505.21,449.31,653.86,515.76,42.21,42.38,-2.17,35.21,2017-1-22 01:00,5,3704.07,1648.72,373.07,39.38
XH808A416121601153,504.03,432.62,646.55,492.24,37.38,37.62,-3.21,39.14,2017-1-22 02:00,5,3385.93,1479.03,330.28,34.9
XH808A416121601153,452.77,408.4,624.93,453.77,30.67,30.77,-4,46.6,2017-1-22 03:00,5,2821.7,1210.87,282.03,30.67
XH808A416121601153,413.28,410.45,641.69,460.55,20.31,20.48,-4.66,42.86,2017-1-22 04:00,5,2065.48,837,192.17,22.69
XH808A416121601153,418.07,414.03,627.31,461,21.76,21.83,-5.38,45.9,2017-1-22 05:00,5,2170.97,888.1,202.76,22.79
XH808A416121601153,409.07,405.66,637.38,453.03,18.79,18.93,-6,43.52,2017-1-22 06:00,5,1934.14,776.48,177.83,20.97
XH808A416121601153,415.11,399.3,632.26,438.81,18.41,18.41,-6.07,44.78,2017-1-22 07:00,5,1895.52,758.44,174.3,18.59
XH808A416121601153,413.66,397,626.1,435.21,20.55,20.55,-7,46.59,2017-1-22 08:00,5,2101.86,850.72,194.93,20.97
XH808A416121601153,429.21,405.55,630.31,442.97,23.07,23.21,-6.97,48.28,2017-1-22 09:00,5,2264.72,941.28,225.1,27.14
XH808A416121601153,425.83,451.93,680.52,496.48,25,25.03,-4.79,39.72,2017-1-22 10:00,5,2448,1010.45,232.28,24.1
XH808A416121601153,448.79,611.76,691.69,709.52,32.97,33.34,-0.83,29.14,2017-1-22 11:00,5,3059,1296.21,285.41,29.72
XH808A416121601153,472.03,863.17,746.87,1056.93,43.8,44.1,0.93,24.97,2017-1-22 12:00,5,3979.3,1681.7,361.63,35.87
XH808A416121601153,466.24,1021.52,686.79,1270.79,46.86,47.14,3.28,21.79,2017-1-22 13:00,5,4259.38,1806.14,370.07,32.41
XH808A416121601153,469.76,1150.83,608.62,1456.38,47.1,47.69,5,20.52,2017-1-22 14:00,5,4301.45,1799.79,365.17,32
XH808A416121601153,437.9,909.45,605.1,1128.41,36.28,37.28,6.69,16.21,2017-1-22 15:00,5,3286.55,1362.41,280.83,25.31
XH808A416121601153,433.31,779.14,547.14,962.31,34.31,35.83,7.83,15.28,2017-1-22 16:00,5,3072.62,1276.59,265.79,25.52
XH808A416121601153,457.62,725.03,527.07,901.59,42.28,44.76,8.34,14.14,2017-1-22 17:00,5,3716.48,1572.86,324.66,29.62
XH808A416121601153,472.1,635.69,503.24,786.69,46.79,48.52,6.62,17.45,2017-1-22 18:00,5,4009.52,1727.55,367.17,31.83
XH808A416121601153,470.86,584.14,514.25,719.61,51.71,53.39,1.54,23.14,2017-1-22 19:00,5,4468.18,1956.93,419.14,40.46
XH808A416121601153,479.38,572.66,503.83,697.69,54.55,55.55,0.41,31.17,2017-1-22 20:00,5,4705.79,2079.03,456.97,45.93
XH808A416121601153,532,590.83,577.07,724.72,68.79,69.1,0,34.76,2017-1-22 21:00,5,5897.79,2666.86,579.66,54.31
XH808A416121601153,528.07,558.41,538.14,671.55,68.72,68.83,-0.97,40.41,2017-1-22 22:00,5,5882.66,2668,588.66,55.86
XH808A416121601153,489.97,524.66,546.97,616.31,60.79,60.9,-2.14,44.03,2017-1-22 23:00,5,5308.31,2372.1,523.07,49.55
XH808A416121601153,481.39,506.89,534.82,592.82,56.71,56.71,-3,48.86,2017-1-23,5,5123.39,2271.61,486.18,45.14
XH808A416121601153,463.34,481.41,565.93,559.59,53.28,53.31,-3.9,46.14,2017-1-23 01:00,5,4887.1,2149.52,461.14,43.38
XH808A416121601153,468.4,477.9,551.67,555.97,52.97,52.97,-4.47,50.47,2017-1-23 02:00,5,4901.33,2159.47,462.23,45.1
XH808A416121601153,451.62,457.86,585.24,527.69,50.55,50.55,-5,48.28,2017-1-23 03:00,5,4696.07,2062.76,447.21,41.83
XH808A416121601153,445.97,450.69,597.9,516.41,51.79,51.79,-5.79,47.69,2017-1-23 04:00,5,4845.21,2128.21,458.79,41.76
XH808A416121601153,435.71,428.36,606.64,477.82,48.54,48.54,-6,49.46,2017-1-23 05:00,5,4592.21,1994.75,430,40.57
XH808A416121601153,433.6,419.48,613.44,459.88,48.32,48.32,-6.8,52.28,2017-1-23 06:00,5,4616.2,2005.6,433.88,44.52
XH808A416121601153,438.66,429.17,618.59,472.52,48.31,48.31,-7,52.59,2017-1-23 07:00,5,4630.28,2027.38,437.59,43.31
XH808A416121601153,436.79,408.55,613.66,446.45,47.76,47.76,-8.38,53.03,2017-1-23 08:00,5,4587.69,2001.17,438.97,43.45
XH808A416121601153,447.38,413.79,636.28,455.59,50.93,50.93,-7.55,54,2017-1-23 09:00,5,4828.34,2129.38,470.66,47.17
XH808A416121601153,444.1,454.24,657.72,505.1,54.38,54.41,-5.48,47.62,2017-1-23 10:00,5,4993.28,2216.59,489.83,51.07
XH808A416121601153,474.86,620.45,620.41,726.45,68.93,68.93,-1.83,35.52,2017-1-23 11:00,5,6075.55,2710.93,581.38,53.24
XH808A416121601153,500.03,780.33,617.83,951.9,83.03,83.1,1.17,27.57,2017-1-23 12:00,5,7145.33,3207.6,667.4,57.9
XH808A416121601153,485.19,876.78,637.19,1084.59,81.74,82.07,3.26,23.48,2017-1-23 13:00,5,7064.52,3147.52,650.37,55.85
XH808A416121601153,482.17,908.03,584.69,1133.21,82.07,82.41,5.45,19.83,2017-1-23 14:00,5,6940.59,3082.93,636.07,51.79
XH808A416121601153,490.66,925.34,572.93,1162.48,82.52,83.17,6.28,17.86,2017-1-23 15:00,5,7063.93,3122,632.24,48.45
XH808A416121601153,479.25,922.46,535.36,1151.25,71.71,73.07,7.71,16.43,2017-1-23 16:00,5,6085.86,2683.93,543.14,44.39
XH808A416121601153,469.96,828.46,535.96,1021.86,67.07,68.71,8.07,15.89,2017-1-23 17:00,5,5671.29,2493.68,500.57,40.21
XH808A416121601153,474.63,759.97,483.07,955.77,68.53,69.67,6.67,16.67,2017-1-23 18:00,5,5813.57,2559.13,521.6,42.07
XH808A416121601153,501.28,700.66,470.9,885.97,76.21,77.59,4.79,20.03,2017-1-23 19:00,5,6328.62,2847.59,595.83,53.66
XH808A416121601153,540.12,663.52,504.48,829.92,81.6,82.36,2.56,23.92,2017-1-23 20:00,5,6792.64,3078.36,656.24,58.6
XH808A416121601153,529.82,588.89,499.18,714.14,85,85.21,1.18,36.25,2017-1-23 21:00,5,7110.82,3258.04,698.11,62.57
XH808A416121601153,510.31,589.93,487.59,713.72,84.83,85.24,0.48,41.14,2017-1-23 22:00,5,7120.66,3266.03,700.48,65.76
XH808A416121601153,497.78,596.11,508.63,722.96,99,99.19,0,36.67,2017-1-23 23:00,5,8277.67,3792.93,804.85,70.63
XH808A416121601153,494.72,576.31,505.66,701.9,97.1,97.21,0,39.76,2017-1-24,5,8178.9,3739.38,780.9,63.93
XH808A416121601153,509.73,557.83,502.83,667.9,100.7,100.7,0,48.27,2017-1-24 01:00,5,8528.6,3903.3,806.07,64.53
XH808A416121601153,503.38,552.31,571,651,90.14,90.21,0,38.45,2017-1-24 02:00,5,7726.52,3518.28,740.52,64.48
XH808A416121601153,484.45,531.69,567.59,629.03,87.21,87.21,-0.07,38.83,2017-1-24 03:00,5,7590.41,3419.28,710.14,57.34
XH808A416121601153,489.9,510.55,569.72,584.76,85.45,85.45,-1.24,44.79,2017-1-24 04:00,5,7415.38,3347.45,707.55,64.07
XH808A416121601153,461.21,470.79,593.1,535.31,76.83,76.83,-2.21,45.59,2017-1-24 05:00,5,6841.93,3080.59,649.52,62.21
XH808A416121601153,454.97,441.14,619.07,497.38,78.55,78.55,-3.14,47.93,2017-1-24 06:00,5,6955.45,3143.9,663.55,57.9
XH808A416121601153,453.34,429.14,634.97,476.14,70.03,70.03,-4,49.17,2017-1-24 07:00,5,6316.52,2818.38,601.07,55
XH808A416121601153,452.24,423.07,650.45,468.9,71,71,-4.17,47.07,2017-1-24 08:00,5,6356.79,2866.97,615.97,55.79
XH808A416121601153,461.73,423.1,654.23,472.3,71.83,71.93,-4.87,47.87,2017-1-24 09:00,5,6450.33,2911.27,626.87,58.13
XH808A416121601153,468.76,478.83,675.52,538.55,77.17,77.21,-2.86,41.79,2017-1-24 10:00,5,6706.59,3041.48,674.55,66.07
XH808A416121601153,469.59,644.24,694.21,758.21,93.03,93.21,0.34,30.21,2017-1-24 11:00,5,7817.31,3590.07,761.24,67.55
XH808A416121601153,484.17,790.2,724.3,950.2,97.77,98.17,3.77,23.37,2017-1-24 12:00,5,8168.53,3708.93,778.93,66.77
XH808A416121601153,480.9,786.97,771.21,949,96.76,98.1,6.34,18.59,2017-1-24 13:00,5,7984.24,3608.97,750.72,62.38
XH808A416121601153,482.9,803.41,709.79,974.97,91.1,92.1,8.24,17.62,2017-1-24 14:00,5,7566.62,3392.03,687.97,53.76
XH808A416121601153,480.86,980.38,604.07,1223.83,93.93,96.79,9.69,15.17,2017-1-24 15:00,5,7794.07,3489.97,701.41,54.07
XH808A416121601153,484.37,981.13,533.37,1246.07,93.27,97.77,11.47,13.47,2017-1-24 16:00,5,7619,3410.93,667.73,49.17
XH808A416121601153,510.52,943.34,428.28,1213.07,96.93,103.59,10.28,12.03,2017-1-24 17:00,5,7788.97,3485.76,688.21,50.86
XH808A416121601153,531.97,834.3,411.17,1060.77,97.13,103.77,11.07,14.1,2017-1-24 18:00,5,7749.93,3523.27,715.73,57.73
XH808A416121601153,528.33,725.37,497.3,909.3,95.47,98.63,7.37,17,2017-1-24 19:00,5,7654.93,3523.77,721.53,60.1
XH808A416121601153,520.46,662.79,515.25,818.11,89.5,90.96,4.46,20.29,2017-1-24 20:00,5,7271.46,3325.43,704.07,60.79
XH808A416121601153,565.69,630.69,520.17,780.59,104.14,104.79,2.45,28.55,2017-1-24 21:00,5,8541.21,3942.34,826.03,70.31
XH808A416121601153,526.83,565.72,477.86,676.72,104.17,104.17,0.48,50.97,2017-1-24 22:00,5,8676.17,4017.55,832.03,70.38
