STATIONCODE,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,EQUSTATE,PM05N,PM1N,PM25N,PM10N
XH808A416121601153,386.14,834.62,418.1,909.69,15.79,21.66,22.45,23.34,2017-4-20 17:00,1,1404.28,519,126.03,18.66
XH808A416121601153,387.03,844.69,406.76,907.72,13.17,18.38,21.55,23.59,2017-4-20 18:00,1,1182.03,422.9,108.17,16.45
XH808A416121601153,382.55,795.76,454.97,864.03,13.24,23.28,18.93,20.66,2017-4-20 19:00,1,931.21,378.9,148.86,32.83
XH808A416121601153,375.07,757.48,440.48,824.03,18.9,33.69,15.9,20.38,2017-4-20 20:00,1,1083.31,509.79,220.76,49.69
XH808A416121601153,377.9,701.63,443.87,777.07,16.03,27.57,13.4,20.1,2017-4-20 21:00,1,1012.87,444.13,189.7,41.77
XH808A416121601153,382.34,660.86,424.66,738.34,21.07,37.07,11.79,20.69,2017-4-20 22:00,1,1245.93,595.41,249.38,55.72
XH808A416121601153,387.38,627.66,455.97,704.17,28.52,44.97,10.52,24.72,2017-4-20 23:00,1,1728.62,827.34,310.83,60.1
XH808A416121601153,392.17,567.21,532.34,611.14,29,46.34,9.59,28.83,2017-4-21,1,1998.72,917.48,325.66,64.17
XH808A416121601153,390.03,551.31,539.1,605.07,29.83,46.41,8.48,32.21,2017-4-21 01:00,1,1767.97,865.07,329.38,65.31
XH808A416121601153,388.67,555.17,523.97,620.13,34.3,53.33,7.7,32.97,2017-4-21 02:00,1,2041.97,1010.13,379.97,75.17
XH808A416121601153,387.24,548.79,529.69,603.59,32.93,50.17,7,36.72,2017-4-21 03:00,1,1972.03,981.03,364.59,70.38
XH808A416121601153,387.66,551.38,522.31,619.28,32.52,50.62,6.14,33.76,2017-4-21 04:00,1,1892.14,967.72,376.38,75.72
XH808A416121601153,386.76,502.14,553,541.45,31.24,49.59,5.86,37.72,2017-4-21 05:00,1,1797.62,919.59,368.79,75.66
XH808A416121601153,387.97,495.59,570.62,538.45,30.9,48.1,5.55,39.48,2017-4-21 06:00,1,1828.9,912.07,355.41,72.14
XH808A416121601153,403.9,531.9,560.97,587.83,32.93,51.86,8.38,35.07,2017-4-21 07:00,1,1913.41,953.31,365.52,72.21
XH808A416121601153,415.72,544.72,598.24,589.97,36.59,64.1,10.17,30.14,2017-4-21 08:00,1,2073.41,1081.93,444.34,104.28
XH808A416121601153,419,568.69,590.21,617.62,35.72,55.41,10.9,28.97,2017-4-21 09:00,1,2113.28,1053.59,385.69,74.83
XH808A416121601153,434.34,788.86,501.59,901.45,43.28,63.14,12.31,26,2017-4-21 10:00,1,2772.17,1341.21,432.86,75.79
XH808A416121601153,419.33,1140.17,247.63,1360.07,39.97,58.4,14.87,20.5,2017-4-21 11:00,1,2634.67,1229.83,387.63,66.37
XH808A416121601153,408.31,877.66,378.93,1001.45,28.17,44.34,15.55,18.31,2017-4-21 12:00,1,1782.31,837.28,295.17,55
XH808A416121601153,404.62,863.52,380.79,976.55,27.55,43.9,17.55,16.31,2017-4-21 13:00,1,1672.31,793.93,281.21,52.14
XH808A416121601153,400.41,909.62,332.34,1015.1,21.38,34.45,20.45,13.45,2017-4-21 14:00,1,1364.76,611.07,219.45,40.86
XH808A416121601153,396.07,936.79,296.29,1043.93,15.61,24.57,21.93,13.61,2017-4-21 15:00,1,1119,457.61,152.93,28.11
XH808A416121601153,384.03,948.97,311.62,1057.28,13.07,19.03,23.45,13.62,2017-4-21 16:00,1,1046.97,390.45,118.28,18.59
XH808A416121601153,384.45,956.76,288.83,1052.07,13.41,19.97,24.59,13.62,2017-4-21 17:00,1,1127.21,419,119.17,19.24
XH808A416121601153,378.86,938.24,323.93,1030.07,13.52,20,25,13.1,2017-4-21 18:00,1,1109.62,419,122.14,19.21
XH808A416121601153,384.07,868.4,366,953.27,12.93,19.3,23.1,14.17,2017-4-21 19:00,1,1099.4,406.17,113.13,19.2
XH808A416121601153,407.76,785.45,357.1,876.76,14,19.97,19,15.03,2017-4-21 20:00,1,1203.83,446.55,120.31,19
XH808A416121601153,412,784.03,322.86,917.17,24,35.21,16.69,20.97,2017-4-21 21:00,1,1805.93,749.17,214.21,38.66
XH808A416121601153,407.55,679.31,464.69,763.28,20.93,30.52,14.72,25.48,2017-4-21 22:00,1,1659.69,668.17,193.14,34.62
XH808A416121601153,418.69,701.21,395.24,804.79,28.86,39.83,13.17,34.1,2017-4-21 23:00,1,2244.9,925.97,251.52,43.21
XH808A416121601153,406.13,627.67,495.73,701.57,22.97,30.87,12.6,33.67,2017-4-22,1,1837.43,753.1,203.07,32.83
XH808A416121601153,411.8,652.67,444.7,729.8,32.43,45.3,11.43,39.8,2017-4-22 01:00,1,2350.5,1039.17,305,52.7
XH808A416121601153,418.69,597.21,531.79,654.1,42.55,62.03,10.17,48.38,2017-4-22 02:00,1,2878.45,1345.1,416.62,77.55
XH808A416121601153,415.38,582.52,525.21,642.86,36.9,52.72,9.86,49.1,2017-4-22 03:00,1,2569.83,1187.21,364.03,65.21
XH808A416121601153,415.41,601.69,514.76,676.07,42.59,63.55,9.1,48.52,2017-4-22 04:00,1,2822,1335.03,433.24,81.45
XH808A416121601153,418.59,595.07,533.55,668.93,43.1,62.14,8.52,50.34,2017-4-22 05:00,1,2913.45,1367.72,433.1,78.48
XH808A416121601153,413.43,556.5,540.93,617,41.07,58.93,7.57,56.46,2017-4-22 06:00,1,2836.36,1323.46,412.57,76.18
XH808A416121601153,412.62,537.52,546.07,592.66,38,52.83,7,60.72,2017-4-22 07:00,1,2717.69,1235.97,377.21,65.72
XH808A416121601153,437.24,609.07,543.07,673.34,41,58.52,7.9,50.17,2017-4-22 08:00,1,2908.97,1348.59,413.59,74.69
XH808A416121601153,448.5,663.3,567.93,750.9,35.37,48.37,11.97,36.27,2017-4-22 09:00,1,2693.7,1183.63,318.4,52.6
XH808A416121601153,478.31,1102.76,336.9,1317.48,49.24,60.66,15.45,32.48,2017-4-22 10:00,1,3993.93,1703.28,379,45.93
XH808A416121601153,466.55,1363.38,149.59,1640.86,51.69,61.38,18.55,28.9,2017-4-22 11:00,1,4336.69,1811.97,363.69,36.9
XH808A416121601153,440.03,1324.45,119.52,1565,36.21,44.31,22.59,22.9,2017-4-22 12:00,1,3088.17,1246.21,250.62,25.45
XH808A416121601153,415.34,1212.83,208.48,1379.45,19.93,25.48,24.69,19.72,2017-4-22 13:00,1,1790.97,672.17,142.34,17.24
XH808A416121601153,400.41,1003.21,383.69,1071.21,8.69,11.66,26.17,14.76,2017-4-22 14:00,1,906.07,282.66,69.97,9.41
XH808A416121601153,389.47,1016.1,366.77,1072.37,8.6,11.1,27.47,13.17,2017-4-22 15:00,1,907.97,285.83,68.63,8.57
XH808A416121601153,386.34,1015.41,320.21,1057.45,8.28,11.62,27.28,12.45,2017-4-22 16:00,1,886.62,276.66,66.86,10.72
XH808A416121601153,377,997,331.72,1043.55,8.41,11.48,28.45,11.72,2017-4-22 17:00,1,867.79,276.48,72.1,10.24
XH808A416121601153,375.38,971.86,392.31,1021,7.69,10.79,30,10.52,2017-4-22 18:00,1,801.72,254.52,66.38,10.55
XH808A416121601153,375.62,912.28,428.66,958.41,6.55,9.55,27.93,10.28,2017-4-22 19:00,1,730.97,215.03,59.52,10.34
XH808A416121601153,375.47,809.8,417.5,868.6,7.8,11.07,22.23,11.9,2017-4-22 20:00,1,804.17,249.73,71.57,12.57
XH808A416121601153,386.17,780.17,387.86,860.28,11.59,17.62,20.1,13.24,2017-4-22 21:00,1,1007.83,362.21,106.97,20.03
XH808A416121601153,390.54,723.68,448.86,794.71,15.54,22.5,18.75,14.86,2017-4-22 22:00,1,1315.75,507.14,142.61,24.14
XH808A416121601153,402.9,688.48,482.03,762.76,22.45,30.9,17.55,17.66,2017-4-22 23:00,1,1789.45,716.21,191.97,28.83
XH808A416121601153,399.79,665.69,509.21,742.79,20.38,27.79,16.66,18.41,2017-4-23,1,1660.93,672.69,178.48,27.83
XH808A416121601153,395.24,632.17,509.03,695.79,17.86,25.48,16,21.34,2017-4-23 01:00,1,1476.52,578.66,161.93,27.62
XH808A416121601153,392.24,621.1,530.52,677.1,16.93,23.72,15.21,22.69,2017-4-23 02:00,1,1387.41,538.48,154.79,27.14
XH808A416121601153,391.73,604.43,522.73,649.03,17.47,25.5,13.77,26.1,2017-4-23 03:00,1,1382.3,558.17,168.13,29.8
XH808A416121601153,392.28,575.31,516.1,615.59,21.48,33.9,12.31,34.1,2017-4-23 04:00,1,1545.55,660.21,225.86,46.52
XH808A416121601153,398.52,588.41,518.9,656.45,31.86,49.31,10.66,35.83,2017-4-23 05:00,1,2102.21,976.66,335,65.62
XH808A416121601153,402.34,585.28,488.66,633.9,38.72,61.69,9.59,44.31,2017-4-23 06:00,1,2393.1,1174.21,417.52,86.34
XH808A416121601153,406.97,566.5,547.97,622.43,39.6,60.7,9,45.87,2017-4-23 07:00,1,2638.93,1232.97,405.1,80.6
XH808A416121601153,427.62,622.17,588.38,676.66,45.07,67.66,9.83,41.24,2017-4-23 08:00,1,3009.59,1435.59,460.45,87.45
XH808A416121601153,436.45,849.24,608.03,971.38,38.79,47.9,13.59,30.79,2017-4-23 09:00,1,3192.45,1340.9,308.38,40.1
XH808A416121601153,459.1,1113.24,430.69,1305.52,42.07,48.59,17.03,26.03,2017-4-23 10:00,1,3564.93,1478.52,305.38,31.21
XH808A416121601153,451.7,1317.17,187.93,1548.17,34.63,41.53,20.4,21.57,2017-4-23 11:00,1,3034.77,1211.23,246.97,25
XH808A416121601153,430.03,1257.53,164.53,1443.03,22.8,28.77,23.87,15.73,2017-4-23 12:00,1,2063.6,776.07,162.5,17.53
XH808A416121601153,407.66,1098.93,289.59,1204.07,13.45,18.14,27.07,12.55,2017-4-23 13:00,1,1274.17,450.62,102.86,14.52
XH808A416121601153,397.62,1135.31,313.24,1210.07,12.76,16.45,29.1,11.48,2017-4-23 14:00,1,1341.45,465.1,105.79,11.93
XH808A416121601153,392.7,1152.87,278.93,1196.5,11.43,14.83,30.03,10.6,2017-4-23 15:00,1,1164.23,403.23,89.33,11.1
XH808A416121601153,385.86,1184.79,228,1227.45,10.72,14.14,30.45,10.41,2017-4-23 16:00,1,1056.76,348.21,81.86,10.34
XH808A416121601153,387.03,1207.83,241.59,1251.17,11.55,15.21,32.21,9.62,2017-4-23 17:00,1,1149.9,396.72,90.34,12.38
XH808A416121601153,375.14,1175.03,262.55,1226.31,12.62,16,31.83,10.07,2017-4-23 18:00,1,1252.34,440.24,94.55,11.34
XH808A416121601153,383.27,1104.9,282.43,1157.3,12.67,16.53,29.97,11,2017-4-23 19:00,1,1198.47,416.07,98.63,13.3
XH808A416121601153,388.93,909.55,381.41,952.03,13.14,19.31,25.41,13.97,2017-4-23 20:00,1,1140,418.83,113.79,18.14
XH808A416121601153,410.48,791.72,447.55,842.38,22,31.03,21.03,18.41,2017-4-23 21:00,1,1759.03,692.76,182.48,28
XH808A416121601153,406.13,751.33,463.63,816.03,21.23,29.67,18.6,20.8,2017-4-23 22:00,1,1690.17,678,183.1,28.37
XH808A416121601153,398.97,701.34,522.45,760.38,18.66,25.9,17.34,20.66,2017-4-23 23:00,1,1550.45,601.41,161.76,25.62
XH808A416121601153,406.6,685.23,508.27,750.6,18.73,25.8,16.23,23.5,2017-4-24,1,1569.57,603.27,165.17,25.9
XH808A416121601153,406.86,660.31,506,726.9,23.66,34.14,14.9,26.59,2017-4-24 01:00,1,1876.1,762.97,217.59,36.66
XH808A416121601153,406.93,665.77,490.27,727.27,27.27,36.83,13.5,33.1,2017-4-24 02:00,1,2145.3,898.33,240.43,37
XH808A416121601153,397.83,609.48,542.45,645.48,24.1,33.83,12.72,34.41,2017-4-24 03:00,1,1861.79,782.79,224.66,37.28
XH808A416121601153,401.9,557.1,550.24,570.03,24.69,33.72,11.72,45.41,2017-4-24 04:00,1,1843.79,780.9,233.9,37.45
XH808A416121601153,404.48,556.17,576.55,574.48,26.24,36.34,11,46.31,2017-4-24 05:00,1,1966.69,842.72,251.31,42.38
XH808A416121601153,406.07,577.45,529.83,606.83,35.34,54.03,10.45,52.79,2017-4-24 06:00,1,2287.69,1068.48,363.21,69.83
XH808A416121601153,414.45,628.24,538.24,667.17,43.48,73.17,10.14,44.76,2017-4-24 07:00,1,2731.59,1368.21,505.48,114.48
XH808A416121601153,432.17,571.55,601.72,606.41,37,54,11.69,40,2017-4-24 08:00,1,2503.1,1147.14,362.28,62.97
XH808A416121601153,440.69,663.38,588.55,711.45,33.31,49.79,14.93,30.52,2017-4-24 09:00,1,2313.52,1028.59,315.97,57.38
XH808A416121601153,434.69,966.28,458.03,1090.86,40.59,54.76,18.66,23.1,2017-4-24 10:00,1,3131.48,1341.14,331.52,48.03
XH808A416121601153,451.52,1318.79,207.52,1528.62,47.41,62.17,21.55,19.03,2017-4-24 11:00,1,3766.03,1585.1,355.69,45.9
XH808A416121601153,432.14,1093.69,364.76,1221,27.79,38.1,24.52,15.41,2017-4-24 12:00,1,2230.93,899.83,219.66,31.66
XH808A416121601153,404,1011.5,472.27,1056.83,11.03,16.5,28,11.23,2017-4-24 13:00,1,965.13,334.33,97.93,16.9
XH808A416121601153,395.34,1025.83,474.28,1036.14,7.52,11.17,30.21,10.28,2017-4-24 14:00,1,721.79,225.62,70.14,12.45
XH808A416121601153,388.24,1083.76,395.28,1061.38,7.55,11.38,28.34,9.45,2017-4-24 15:00,1,742.52,233.69,73.41,12.62
XH808A416121601153,386.93,1085.28,376.97,1045.17,7.86,12,30.9,10.59,2017-4-24 16:00,1,766.62,239.21,72.55,12.55
XH808A416121601153,382.97,1067.48,382.31,1042.76,8.31,11.66,30.72,11.17,2017-4-24 17:00,1,780.21,246.86,73.03,10.93
XH808A416121601153,376.83,1008.9,421.45,989.52,7.69,12,28.97,11.48,2017-4-24 18:00,1,745.14,230.14,70.97,12.31
XH808A416121601153,379.34,954.79,392.79,948.17,8.07,12.55,25.97,11.93,2017-4-24 19:00,1,768.48,242.55,76.31,14.31
XH808A416121601153,379.55,896.34,385.66,914.17,7.97,12.03,23.55,13.45,2017-4-24 20:00,1,774.86,244.62,75,13.62
XH808A416121601153,378.66,877.31,412.31,889.97,7.38,11.62,22.21,14.14,2017-4-24 21:00,1,740.45,226.41,72.07,13.48
XH808A416121601153,375.07,867.96,378.7,878.85,11.52,21.63,21,15.78,2017-4-24 22:00,1,831.85,317.96,128.41,30.89
XH808A416121601153,372.34,806.21,358.48,817.66,14.79,26.31,18.38,20.52,2017-4-24 23:00,1,971.17,406.38,163.48,36.55
XH808A416121601153,372.4,789.77,369.53,807.5,11.9,19.33,17.07,24.23,2017-4-25,1,875.67,336.9,128.67,25.57
XH808A416121601153,373.07,762.97,363.48,781.07,12.83,20.45,16.83,29.45,2017-4-25 01:00,1,903.9,357.62,138.59,25.93
XH808A416121601153,375,744.62,408.07,757.1,11.48,17.52,16,33.24,2017-4-25 02:00,1,916.83,344.31,122.03,22.41
XH808A416121601153,375.21,739.55,412.03,771.69,10.41,14.83,16,35.59,2017-4-25 03:00,1,930.34,322.31,101,18.21
XH808A416121601153,374.9,761.83,397.41,791.34,8.66,11.48,15.31,38.14,2017-4-25 04:00,1,869,283.28,81.45,12.97
XH808A416121601153,376.45,727.69,411.38,741.1,11.14,14.07,14.66,44.03,2017-4-25 05:00,1,1111,378.24,97.07,14.76
XH808A416121601153,376.86,704.59,403.97,715.69,15.59,18.66,12.69,56.59,2017-4-25 06:00,1,1437.93,515.48,128.76,16.48
XH808A416121601153,385.03,784.17,372.59,816.1,16.21,22.03,15.1,54.52,2017-4-25 07:00,1,1346.93,501.66,134.72,20.97
XH808A416121601153,399.24,652.28,514.38,625.59,8.41,10.69,13.72,62.38,2017-4-25 08:00,1,890.28,277.45,74.93,11.97
XH808A416121601153,397.59,682.66,514.69,689.93,6.24,7.48,13.38,57.76,2017-4-25 09:00,1,769.9,214.52,53.45,7.55
XH808A416121601153,400.69,722.31,494.28,735,7.83,10.52,14.83,49.52,2017-4-25 10:00,1,851.9,261.17,72.07,12.24
XH808A416121601153,391.89,824.22,449.85,854.85,6.37,7.89,17.56,39.26,2017-4-25 11:00,1,754.48,212.48,56,8
XH808A416121601153,393.33,885.1,456.77,883.73,6,7.13,20.8,30.77,2017-4-25 12:00,1,729.5,196.6,48.33,7.13
XH808A416121601153,392.28,934.59,444.24,928.24,4.86,5.34,22.41,22.17,2017-4-25 13:00,1,657.21,161.17,39.21,5.34
XH808A416121601153,389.77,953.43,402.8,943.93,6.13,6.9,23.13,20.63,2017-4-25 14:00,1,764,202.43,44.07,5.77
XH808A416121601153,388.34,998.31,396.93,990.1,5.66,6.55,24.93,17.83,2017-4-25 15:00,1,754.31,196.48,40.34,4.48
XH808A416121601153,394.79,1002.07,407.38,988.24,6.21,7.34,26.17,16.66,2017-4-25 16:00,1,807.93,216.76,43.07,5.21
XH808A416121601153,387.38,964,403.34,953.86,6.97,8.03,25.07,19.28,2017-4-25 17:00,1,850.79,234.66,50.38,5.55
XH808A416121601153,381.66,933.1,407.72,923.48,5.93,7.14,24.38,20.31,2017-4-25 18:00,1,791.72,208.83,43.41,5.79
XH808A416121601153,386.9,864.41,436.69,856.52,6.31,7.45,22.31,22.28,2017-4-25 19:00,1,815.76,222.66,47.34,6.72
XH808A416121601153,385.27,819,459.07,834.07,6.73,7.93,20.33,23.77,2017-4-25 20:00,1,823.27,223.93,50.5,6.8
XH808A416121601153,391.31,777.83,463.48,801.93,9.38,10.59,18.76,25.62,2017-4-25 21:00,1,1038.69,309.86,65.28,6.17
XH808A416121601153,392.66,763.14,448.69,796.55,10.48,15.34,17.38,27.41,2017-4-25 22:00,1,1075.41,345.79,91.69,17.48
XH808A416121601153,389.86,819.28,395.52,879.34,49.45,56.9,17,28.83,2017-4-25 23:00,1,4087.72,1716.28,334.41,29.24
XH808A416121601153,381.24,705.07,528.03,732.55,6.97,8.62,16.79,29.21,2017-4-26,1,844.83,243.62,62.41,9.31
XH808A416121601153,392.86,620.34,559.59,609.24,16,21.31,15.62,32.9,2017-4-26 01:00,1,1387.93,499.52,127.24,19.14
XH808A416121601153,392.28,617.93,545.76,612.03,15.1,20.69,15,36,2017-4-26 02:00,1,1334.45,488.31,136.76,23.17
XH808A416121601153,396.76,598.66,558.07,594.41,17.86,27.59,14.41,39.52,2017-4-26 03:00,1,1483.62,574.34,173.38,34.55
XH808A416121601153,390.6,632.43,547.27,637.3,15.13,21.47,14,39.17,2017-4-26 04:00,1,1333.8,489.17,137.6,23.57
XH808A416121601153,388.83,622.24,564.66,626.48,13.93,19.9,14,37.28,2017-4-26 05:00,1,1181.79,430.14,122.14,21.21
XH808A416121601153,387.93,617.79,556.72,608.24,14.72,21.52,14.9,37.79,2017-4-26 06:00,1,1223.48,461.86,142.17,25.17
XH808A416121601153,397.45,583.24,608.21,564,11.97,17.03,14,37.79,2017-4-26 07:00,1,1138.21,390.52,110.9,20.24
XH808A416121601153,407.69,601.14,594.14,583.1,17,27.38,14.34,39.52,2017-4-26 08:00,1,1326.14,524.59,171.17,37.21
XH808A416121601153,399.76,686.34,572.59,683.83,9.41,11.62,15.1,40.93,2017-4-26 09:00,1,975.45,314.17,81.03,11.72
XH808A416121601153,399.48,718.03,531.07,740.1,10.21,12.45,16,39.79,2017-4-26 10:00,1,1057.76,343,82.21,11.55
XH808A416121601153,397.03,709.87,534.17,719.77,9.6,12.1,16,39.23,2017-4-26 11:00,1,1067.5,334.13,78.53,11.6
XH808A416121601153,390.9,726.4,520.07,740.93,8.47,10,16.97,39.13,2017-4-26 12:00,1,978.7,295.7,67.4,8.2
XH808A416121601153,393.93,774.07,468.31,787.17,9.9,11.34,17.1,39.66,2017-4-26 13:00,1,1132.1,354.03,77.17,9.48
XH808A416121601153,388.34,812.24,458.03,828.07,8.9,10.14,18.93,35.28,2017-4-26 14:00,1,1064.59,326.41,64.9,6.45
XH808A416121601153,394.62,797.1,463.14,805.93,10.07,11.59,19.34,34.28,2017-4-26 15:00,1,1156.34,364.83,72.59,8.21
XH808A416121601153,391.83,796.24,448.07,796.69,10.86,11.97,19.41,35.17,2017-4-26 16:00,1,1247.07,390.76,74.1,6.76
XH808A416121601153,389.83,787.1,472.24,803.86,11.14,12.76,19,36.14,2017-4-26 17:00,1,1285.83,406.1,75.52,7.76
XH808A416121601153,395.73,795.07,460.17,821.6,10.53,12.13,19,35.13,2017-4-26 18:00,1,1217.67,381.43,73.53,8.13
XH808A416121601153,399.45,792.31,483.76,812.55,8.97,10.38,18.72,33.86,2017-4-26 19:00,1,1080.41,317.52,63.34,7.69
XH808A416121601153,401.97,758.69,440.14,775.83,11.28,13.62,16.79,36.66,2017-4-26 20:00,1,1260.9,400.62,84.62,11.21
XH808A416121601153,394.69,830.48,303.55,874.41,17.83,19.48,14.38,49.07,2017-4-26 21:00,1,1841.48,649.31,126.66,12.28
XH808A416121601153,390.73,692.87,475,685.37,17,18.63,13.13,52.8,2017-4-26 22:00,1,1740.2,614.6,124.37,13.13
XH808A416121601153,392.14,669.52,489.93,665.31,17.79,19.69,12.21,55.48,2017-4-26 23:00,1,1845.93,664.24,133.24,14.86
XH808A416121601153,395.8,666.53,463.07,667.9,26.63,28.7,11.47,59.47,2017-4-27,1,2539.4,976.43,194.67,19.2
XH808A416121601153,394.86,632.79,479.83,666.45,30.55,32.34,10.72,63.72,2017-4-27 01:00,1,2929.45,1148.31,219.34,19.59
XH808A416121601153,397.79,603.9,513.86,609.38,36.21,40.93,9.55,70.24,2017-4-27 02:00,1,3201.76,1306.03,283.17,32.45
XH808A416121601153,386.07,534.07,587.03,541.03,25.93,28.52,9,67.79,2017-4-27 03:00,1,2441,958.97,201.97,21.97
XH808A416121601153,389.97,513.07,597.6,520.5,28.83,30.8,8.17,69.83,2017-4-27 04:00,1,2683.67,1063.33,221,22.03
XH808A416121601153,392.34,497.31,591.38,504,33.28,35.59,8,75.14,2017-4-27 05:00,1,3059.9,1236.62,257.17,26.21
XH808A416121601153,402.62,540,558.79,545.83,45.69,50.28,7.07,76.76,2017-4-27 06:00,1,3981.55,1668.48,356.41,39.55
XH808A416121601153,410.31,546.83,589.93,552.48,56.28,60.14,7,75.93,2017-4-27 07:00,1,4894.66,2096.21,437.34,44.38
XH808A416121601153,428.52,616.24,601.62,643.24,72.34,78.9,7.97,72.52,2017-4-27 08:00,1,6033.72,2678.66,568.21,59.72
XH808A416121601153,444.14,928.75,458.71,1039.39,79.54,83.32,10.79,62.71,2017-4-27 09:00,1,6773.64,2975,565.5,45
XH808A416121601153,439.59,1060,336.17,1207.69,71.93,76.48,13.59,54.34,2017-4-27 10:00,1,6233.97,2656.52,498.66,37.48
XH808A416121601153,447.41,1311.14,122.9,1509.76,66.55,71.45,16.41,45.52,2017-4-27 11:00,1,5792.9,2424.38,448.76,31.34
XH808A416121601153,426.97,1279.41,121.48,1468.83,45.72,50.31,20.1,35.17,2017-4-27 12:00,1,4128.38,1654.76,292.14,20.76
XH808A416121601153,416.7,1146.87,271.3,1254.7,31.13,35.43,23.6,26.1,2017-4-27 13:00,1,2879.83,1107.37,199.4,14.93
XH808A416121601153,419.14,1198.62,216.07,1316.97,34.17,39.83,25.17,23.14,2017-4-27 14:00,1,3169.07,1221.72,215,17
XH808A416121601153,412.4,1134.93,292.87,1200.4,29.5,34.5,26.43,20.23,2017-4-27 15:00,1,2842.6,1057.93,183.5,15.07
XH808A416121601153,402.97,1148.24,269.17,1206.86,25.55,29.48,27.69,18.31,2017-4-27 16:00,1,2467.83,903.21,162.38,13.14
XH808A416121601153,395.21,1116.9,301.69,1151.34,22.48,26.97,28.69,16.93,2017-4-27 17:00,1,2178.9,789.41,146.24,13.38
XH808A416121601153,391.28,1060.93,318.07,1112.62,18.24,22,28.38,16.86,2017-4-27 18:00,1,1815.69,639.03,117.9,12.48
XH808A416121601153,384.79,984.76,367.72,1028.38,14.66,18.28,26.62,17.76,2017-4-27 19:00,1,1547.52,523.55,101.28,10.97
XH808A416121601153,383.07,851,431.28,898.31,14.28,17.79,22.76,21.24,2017-4-27 20:00,1,1478.07,504.03,100.03,12.38
XH808A416121601153,407.77,779.27,440.3,828.47,22.4,29.07,18.8,28.77,2017-4-27 21:00,1,1984.33,751.07,170.37,22.53
XH808A416121601153,402.72,711.69,507.34,761.34,21.38,27.03,16.62,32,2017-4-27 22:00,1,1923.86,727.21,166.97,22.52
XH808A416121601153,403.1,675.34,499.48,713.21,23.55,30.28,15.28,37.83,2017-4-27 23:00,1,2109.83,808.21,188.31,26.69
XH808A416121601153,395.97,657.1,531.93,689.69,21.97,27.31,14.48,39,2017-4-28,1,1995.21,751.1,172.03,23.48
XH808A416121601153,405.1,655.83,512.13,707.53,28.07,36.87,13.27,44.57,2017-4-28 01:00,1,2338.7,949.97,239.37,35.63
XH808A416121601153,401.41,624.93,536.76,662.86,29.66,42.69,12.31,48.66,2017-4-28 02:00,1,2287.21,964.24,279.34,50.17
XH808A416121601153,409.24,662.76,468.03,731.45,40.31,57.45,11.21,58.24,2017-4-28 03:00,1,3013.38,1328.24,376.17,66
XH808A416121601153,405.07,638.9,531.9,699.76,34.14,46.03,10.38,57.24,2017-4-28 04:00,1,2666.24,1138.38,312.62,51.34
XH808A416121601153,403.69,600.69,561.72,653.48,26.79,34.76,10,56.83,2017-4-28 05:00,1,2180.21,899.28,244.28,37.21
XH808A416121601153,407.69,556.9,556.76,584.24,36.59,49.86,9.24,67.59,2017-4-28 06:00,1,2765.66,1193.86,334.59,55.14
XH808A416121601153,415.27,569.13,555.57,600.03,43.63,59.87,9,69.3,2017-4-28 07:00,1,3277.07,1469.5,429.47,74.07
XH808A416121601153,421.93,590.13,591.8,619.67,42.17,57.03,10.07,58.9,2017-4-28 08:00,1,3232.03,1412.27,385.1,63.73
XH808A416121601153,439.55,879.76,518.83,974.69,53.93,61.24,13.93,45.72,2017-4-28 09:00,1,4545.14,1915.52,390.69,38.86
XH808A416121601153,459.72,1059.48,460.24,1196.9,60.69,67.69,17.17,39.28,2017-4-28 10:00,1,5113.31,2159.97,418.14,34.14
XH808A416121601153,452.17,1180.2,335.87,1345.93,44.03,49.9,20.13,34.13,2017-4-28 11:00,1,3808.03,1564.6,298.8,24.3
XH808A416121601153,427.72,1107.86,377.1,1239.14,25.48,29.97,23.62,24.83,2017-4-28 12:00,1,2325,885.45,167.79,14.86
XH808A416121601153,415.21,1036.83,451.14,1089.07,16.34,19.34,26.17,19.41,2017-4-28 13:00,1,1644.07,583.31,109.66,10.52
XH808A416121601153,405.1,1117.97,397.17,1153.7,15.13,18.37,28.47,17.1,2017-4-28 14:00,1,1525.87,534,104.07,10.57
XH808A416121601153,393.83,1112.28,371.52,1128.59,11.86,13.86,29.52,15,2017-4-28 15:00,1,1265.9,422.93,81.83,7.72
XH808A416121601153,393.76,1136.83,321.69,1173.97,15.03,17.38,30.97,13.93,2017-4-28 16:00,1,1455.93,507.31,94.48,7.86
XH808A416121601153,377.07,1195.6,280.43,1189.6,14.37,16.43,32,12.27,2017-4-28 17:00,1,1509.33,523,94.57,7.57
XH808A416121601153,375.55,1170.1,264.69,1203.17,15.62,18.21,31.45,12.38,2017-4-28 18:00,1,1537.48,540.86,101.52,8.21
XH808A416121601153,370.21,1089.38,340.38,1131.76,14.38,17.83,30.03,12.93,2017-4-28 19:00,1,1413.86,497.1,101.69,11.03
XH808A416121601153,384.48,895.97,419.17,927.76,16.28,21.72,24.97,17.66,2017-4-28 20:00,1,1501.69,543.93,121.03,16.66
XH808A416121601153,401.38,815.14,454.45,875.83,24.52,32.66,20.72,22.24,2017-4-28 21:00,1,2081.59,822.03,188.28,25.38
