"   ","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","TEMPERATURE","HUMIDITY","RECEIVETIME","PM05N","PM1N","PM25N","PM10N"
"1","XH808A016112200870","447.74","996.04","603.87","1274.91","82.17","90.74","15.17","64.39","2017/10/15 16:00:00","5307.35","2528","595.91","55.96"
"2","XH808A016112200870","448.5","915.21","466.71","1171.57","66.82","75.36","15","65.11","2017/10/15 17:00:00","4318.5","2044.04","498.25","48.96"
"3","XH808A016112200870","465.73","935.83","302.67","1205.93","69.47","79","14.73","67.23","2017/10/15 18:00:00","4422.37","2100.27","522.73","54.87"
"4","XH808A016112200870","440.56","769","454.25","990.25","75.88","86.44","14","68.94","2017/10/15 19:00:00","4710.44","2280.56","578.75","62.69"
"5","XH808A016112200870","426.37","494.7","1103.03","648.7","37.03","41.2","11.53","74.83","2017/10/16 10:00:00","2582.6","1151.8","281.9","30.8"
"6","XH808A016112200870","432.73","555.93","816.6","723.53","38.27","43.33","12.67","70.73","2017/10/16 11:00:00","2567.23","1167.4","296.37","32.7"
"7","XH808A016112200870","414.9","542.77","725.77","706.13","36.73","41.8","13.87","67.17","2017/10/16 12:00:00","2476","1125.73","284.33","32.83"
"8","XH808A016112200870","425.23","682.03","566.47","891.13","38.33","44.57","14.93","64.13","2017/10/16 13:00:00","2491.97","1158.27","307.57","38.9"
"9","XH808A016112200870","402.77","605.33","604.77","796.57","32.57","37.5","14.57","63.5","2017/10/16 14:00:00","2173.83","979.87","255.67","30.13"
"10","XH808A016112200870","397.47","639.03","539.13","832.23","22.3","25.43","15","61.23","2017/10/16 15:00:00","1618.93","690.03","178","21.53"
"11","XH808A016112200870","379.13","568.53","582.83","746.67","13.67","16.07","14.93","60.83","2017/10/16 16:00:00","1101.57","420.13","109.83","15.07"
"12","XH808A016112200870","381.33","555.33","537.7","723.57","14.97","16.33","14.07","61.4","2017/10/16 17:00:00","1207.83","463.7","112.1","12.4"
"13","XH808A016112200870","409.77","606.8","442.47","791.9","14.6","16.97","14","62.63","2017/10/16 18:00:00","1171.97","449.63","114.37","14.53"
"14","XH808A016112200870","421.47","588.5","414.67","756.37","15.8","19.27","13.57","63.6","2017/10/16 19:00:00","1217.87","482.9","134.23","20.7"
"15","XH808A016112200870","400.93","584","398.23","746.87","15.43","17.53","12.9","66.07","2017/10/16 20:00:00","1214.9","478.4","125.33","16.97"
"16","XH808A016112200870","381.74","533.58","450.21","669.53","12","13.37","12","67.89","2017/10/16 21:00:00","1035","382.79","94.32","12.11"
"17","XH808A016112200870","427.5","550.34","879.59","777.59","19.56","21.78","10.97","76.84","2017/10/17 11:00:00","1511.44","612.56","153.19","18.06"
"18","XH808A016112200870","449.07","1059.93","60.33","1400.73","64.27","77","13.87","68.13","2017/10/18 12:00:00","4025.27","1941.33","515.13","67.27"
"19","XH808A016112200870","434.9","1073.57","63.13","1413.9","67.33","76.13","14.63","65.83","2017/10/18 13:00:00","4294.77","2044.2","504.73","53.1"
"20","XH808A016112200870","433.53","984.7","99.97","1309.7","70.27","78.5","15.3","64.1","2017/10/18 14:00:00","4420.9","2126.73","522.33","50.23"
"21","XH808A016112200870","417.1","871.67","138.23","1149.43","50.1","58.07","16","61.7","2017/10/18 15:00:00","3171.13","1509.93","389.47","45"
"22","XH808A016112200870","411.07","899.47","214.53","1196.43","57","63.37","16","61.7","2017/10/18 16:00:00","3670.3","1737.1","427","38.4"
"23","XH808A016112200870","435.23","967.03","64.6","1288.67","58.97","66.73","16","62.9","2017/10/18 17:00:00","3750.4","1788.27","440.33","42.87"
"24","XH808A016112200870","401.7","817.93","169.67","1088.97","61.47","68","16","62","2017/10/18 18:00:00","3863.03","1858.3","456.7","42"
"25","XH808A016112200870","521.6","1024.47","37.67","1390.73","80.17","91.73","15.23","67.23","2017/10/18 19:00:00","4963.47","2431.7","615.3","64.33"
"26","XH808A016112200870","487.23","801.17","170.7","1061.9","102.2","113.73","13.87","73.37","2017/10/18 20:00:00","6316.23","3089.2","754.87","70.77"
"27","XH808A016112200870","456.57","634.8","332.37","808.5","99.2","109.43","13","76.07","2017/10/18 21:00:00","6219.87","3014.17","723.67","66.03"
"28","XH808A016112200870","360.1","622.97","386.77","799.2","7.67","7.87","12.03","69.4","2017/10/18 22:00:00","728.33","239.53","58.47","6.37"
"29","XH808A016112200870","359.07","506.47","437.07","642.83","11.07","11.63","11.87","71.47","2017/10/18 23:00:00","948.6","343.73","82.27","8.07"
"30","XH808A016112200870","390","522.1","303.67","665.97","21","22.73","11","76.07","2017/10/19","1552.77","648.8","160.53","17.37"
"31","XH808A016112200870","407.43","470.97","364.33","598.13","27.57","31.3","10.27","78.9","2017/10/19 1:00:00","1896.23","821.73","218.43","26.77"
"32","XH808A016112200870","383.5","445.1","407.1","556.9","19.63","22.43","9.43","79.73","2017/10/19 2:00:00","1433.73","590.6","156.57","21.37"
"33","XH808A016112200870","371.63","411.83","457.33","505.07","17.17","19.33","9","80.43","2017/10/19 3:00:00","1277.4","513.7","136.37","16.83"
"34","XH808A016112200870","374.77","375.47","485.57","462.4","16.9","18.33","8.27","81.23","2017/10/19 4:00:00","1308.37","521.7","129.67","13.93"
"35","XH808A016112200870","385.47","386.53","476.6","474.2","20.53","21.97","8","82.1","2017/10/19 5:00:00","1558.23","631.33","153.2","15.67"
"36","XH808A016112200870","384.53","382.17","490.3","463.23","24.73","26.87","7.33","82.53","2017/10/19 6:00:00","1785.43","761.73","192.27","21.87"
"37","XH808A016112200870","451.73","524.33","365.07","661.5","28","29.17","7","82.8","2017/10/19 7:00:00","2090.53","882.47","202.93","18.57"
"38","XH808A016112200870","517.13","639.77","252.77","809.17","35.73","38","7","83.33","2017/10/19 8:00:00","2531.93","1105.77","265.87","26.5"
"39","XH808A016112200870","479.97","533.1","372","663.67","38.27","41.33","8.07","81.77","2017/10/19 9:00:00","2583.3","1145.57","286.6","29.47"
"40","XH808A016112200870","458.5","634","260.83","807.3","44.13","48.57","9.93","77.97","2017/10/19 10:00:00","2881.73","1316.57","320.77","33.97"
"41","XH808A016112200870","442.3","740.5","176.13","950.6","56","63.27","11.83","73.17","2017/10/19 11:00:00","3563.2","1695.73","441.37","49.27"
"42","XH808A016112200870","435.43","898.87","78.13","1165.87","61.13","68.8","12.5","71.17","2017/10/19 12:00:00","3838.83","1834.3","478.27","50.73"
"43","XH808A016112200870","425.27","827.13","127.8","1079.33","53.9","61.17","13.93","65.1","2017/10/19 13:00:00","3368.17","1607.9","414.43","44.77"
"44","XH808A016112200870","422.5","860.33","130.33","1133.77","57.63","65.83","16.17","60.3","2017/10/19 14:00:00","3624.2","1741.93","442","45.87"
"45","XH808A016112200870","442.6","969.2","77.03","1294","57.03","67.1","20.23","49.8","2017/10/19 15:00:00","3522.73","1708.63","444.53","48"
"46","XH808A016112200870","402","797.13","237.33","1060.3","53","60.9","18.47","54.03","2017/10/19 16:00:00","3355.07","1606.73","406.27","42.87"
"47","XH808A016112200870","390.97","752.77","232.33","1002.83","50.1","57.17","18","55.9","2017/10/19 17:00:00","3173.97","1498.8","371.9","36.8"
"48","XH808A016112200870","401.43","736.17","241","995.83","49.93","56.33","18","56.9","2017/10/19 18:00:00","3282.9","1551.8","375.7","35.83"
"49","XH808A016112200870","494.57","805.5","123.37","1083.23","73.6","86.33","17.33","62.47","2017/10/19 19:00:00","4575","2215.7","561.57","62.23"
"50","XH808A016112200870","510.67","871.73","126.37","1156.6","89.23","101.9","15.6","69.53","2017/10/19 20:00:00","5514.63","2679.3","676.23","70.73"
"51","XH808A016112200870","478.23","744.53","180.57","969.03","79.87","89","14.3","71.77","2017/10/19 21:00:00","5087.5","2443.87","594.43","57.4"
"52","XH808A016112200870","483.47","772.87","113.97","1011.6","76","85.03","13.27","74.2","2017/10/19 22:00:00","4801.57","2306","574.83","56.53"
"53","XH808A016112200870","440.97","636.83","268.93","818.67","75.73","83.9","12.47","75.43","2017/10/19 23:00:00","4838.37","2312.23","570.2","55.03"
"54","XH808A016112200870","417.97","449.17","483.83","561.47","71.37","78.73","12","76.3","2017/10/20","4551.1","2173.27","533.53","51.7"
"55","XH808A016112200870","414.6","404.3","517.43","499.6","64.7","70.67","11","77.9","2017/10/20 1:00:00","4201.03","1969.33","482","47.3"
"56","XH808A016112200870","393.6","407.17","518","500.2","40.23","43.53","11","77.93","2017/10/20 2:00:00","2686.5","1220.97","303.63","28.83"
"57","XH808A016112200870","394.27","383.17","545.23","465","44.83","49.4","10.47","78.13","2017/10/20 3:00:00","3003.13","1380.73","343.23","36.77"
"58","XH808A016112200870","379.17","354.53","556.93","430.4","38.43","41.63","10","78.37","2017/10/20 4:00:00","2562.6","1160.57","291.17","29.63"
"59","XH808A016112200870","372.93","339.23","561.47","406.97","31.93","35.4","9.83","78.93","2017/10/20 5:00:00","2196.23","980.4","248.47","28.2"
"60","XH808A016112200870","390.27","353.07","545.93","435.23","35.03","37.63","9","79.67","2017/10/20 6:00:00","2327.23","1035.47","261.87","25.23"
"61","XH808A016112200870","415.77","479.93","429.43","590.93","46.07","49.47","9","80.13","2017/10/20 7:00:00","3068.93","1402.8","345.67","33.6"
"62","XH808A016112200870","432.43","412.13","500.83","497.33","45.7","49.43","8.2","80.53","2017/10/20 8:00:00","3090.07","1400.03","342.03","35.23"
"63","XH808A016112200870","419.17","378.57","554.7","449.57","41.7","46.9","9","78.9","2017/10/20 9:00:00","2759.23","1242.2","315.57","36.23"
"64","XH808A016112200870","424.93","466.3","472.73","575.93","38.5","42.57","9.93","76.37","2017/10/20 10:00:00","2618.4","1178.4","288.47","31.03"
"65","XH808A016112200870","452.9","600","343.07","762.8","48.27","54.4","11.4","73.7","2017/10/20 11:00:00","3145.73","1459.47","371.6","41.87"
"66","XH808A016112200870","450.03","705.33","247.1","904.23","70.5","80.43","12.33","72.23","2017/10/20 12:00:00","4360.7","2090.27","541.93","61.9"
"67","XH808A016112200870","441.13","805.63","216.67","1035.73","74.63","85.3","13.47","69.2","2017/10/20 13:00:00","4617.33","2236.23","573.6","63"
"68","XH808A016112200870","445.07","950.7","149.5","1248.1","88.6","100.6","15.37","65.1","2017/10/20 14:00:00","5374.93","2645.23","665.63","67.13"
"69","XH808A016112200870","437.73","930.97","181.23","1253.97","82.97","95.77","18.73","55.53","2017/10/20 15:00:00","4984.63","2473.53","634.23","63.27"
"70","XH808A016112200870","412.07","698.17","283.53","930.1","45.6","52.67","18.13","59.53","2017/10/20 16:00:00","2884.47","1368.37","352.87","38.67"
"71","XH808A016112200870","434.73","801.07","197.4","1065.33","39.17","46.07","17.83","61.07","2017/10/20 17:00:00","2570.9","1189.6","311.93","37.27"
"72","XH808A016112200870","446.2","863.03","135.43","1149.73","43.2","50.63","17","62.7","2017/10/20 18:00:00","2674.5","1266.27","341.37","39.27"
"73","XH808A016112200870","455.67","786.93","268.13","1053.4","37.33","44.43","16.3","57.67","2017/10/20 19:00:00","2341.3","1101.87","302.8","39"
"74","XH808A016112200870","448.73","810.87","207.73","1084.4","40.9","48.7","15.7","58.67","2017/10/20 20:00:00","2518","1202.07","335.33","43.1"
"75","XH808A016112200870","419.3","545.03","431.07","713.53","46.1","52.37","14.67","64.27","2017/10/20 21:00:00","2941.53","1383.6","355.87","36.5"
