"   ","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","TEMPERATURE","HUMIDITY","RECEIVETIME","PM05N","PM1N","PM25N","PM10N"
"1","XH808A016112200868","374.95","346.84","493.79","949.11","37.74","48.63","4.95","31.47","2017/2/17 11:00:00","2210.11","1052.47","325.95","52.89"
"2","XH808A016112200868","361.2","442.73","535.6","909.9","34.93","45.67","7.6","26.13","2017/2/17 12:00:00","2132.67","1011.13","318.73","52.53"
"3","XH808A016112200868","361.83","447.77","496.27","923.17","30.6","40.27","9.8","22.3","2017/2/17 13:00:00","1970.33","907.73","286.9","49.4"
"4","XH808A016112200868","351.93","435.8","537.27","884.07","25.17","33.17","10.9","20.5","2017/2/17 14:00:00","1692.67","760.43","236.77","42.07"
"5","XH808A016112200868","355.4","454.9","522.53","910.17","24.6","32.33","12.27","19.2","2017/2/17 15:00:00","1679.23","744.1","235.07","40.27"
"6","XH808A016112200868","354.03","449.47","514.97","913.97","23.8","30.97","13","18.2","2017/2/17 16:00:00","1669.93","737.9","224.43","38.57"
"7","XH808A016112200868","350.93","409.27","540.8","850.47","18.53","24.33","13","17.6","2017/2/17 17:00:00","1367.13","580.67","179.03","31.13"
"8","XH808A016112200868","364.07","422.27","474.97","884.17","24.13","31.3","12.3","19.5","2017/2/17 18:00:00","1636.23","720.63","224.37","38.73"
"9","XH808A016112200868","364.27","410.9","434.43","884.9","21.3","28.07","11.23","20.8","2017/2/17 19:00:00","1439.93","638.93","204.3","35.57"
"10","XH808A016112200868","387.07","361.6","438.3","826.27","38.6","49.47","9.4","22.97","2017/2/17 20:00:00","2418.5","1141.93","343.83","54.63"
"11","XH808A016112200868","386.13","369.5","413.87","842.47","36.27","46.67","7.83","25.53","2017/2/17 21:00:00","2257.17","1067.2","327.77","52.17"
"12","XH808A016112200868","395.8","314.13","407.73","754.1","43.27","54.77","7","27.8","2017/2/17 22:00:00","2605.33","1255.93","376.47","58.43"
"13","XH808A016112200868","421.6","294.17","479.07","708.67","50","63.87","6.13","29.67","2017/2/17 23:00:00","2995.63","1468.57","437.2","65.43"
"14","XH808A016112200868","417.7","275.2","500.1","668.07","43.6","55.97","4.83","31.97","2017/2/18","2552.27","1236.67","379.97","59.23"
"15","XH808A016112200868","409.4","251.27","520.13","625.33","29.87","38.8","3.93","33.2","2017/2/18 1:00:00","1809.87","834.43","260.67","41.23"
"16","XH808A016112200868","393.9","246.37","500.53","617.53","24.67","31.6","3","35.03","2017/2/18 2:00:00","1533.23","674.9","212.77","34.17"
"17","XH808A016112200868","376.3","259.9","499.27","636.2","27.3","35.63","2.3","36.67","2017/2/18 3:00:00","1655.8","743.97","237.77","40.37"
"18","XH808A016112200868","391.47","245.6","511.47","614.97","29.13","37.23","2","37.97","2017/2/18 4:00:00","1795.3","808.13","248.1","39.17"
"19","XH808A016112200868","372.97","240.23","522.77","604.57","29.23","37.13","1.37","39.1","2017/2/18 5:00:00","1783.2","801.43","246.5","37.43"
"20","XH808A016112200868","402.23","240.73","539.07","596.4","31.43","39.9","1","39.03","2017/2/18 6:00:00","1902.43","875.13","266.33","41.43"
"21","XH808A016112200868","388.4","239.13","541.53","595.6","31.03","39.43","0.77","41","2017/2/18 7:00:00","1882.93","856.57","256.47","38.6"
"22","XH808A016112200868","389.5","248.83","526.07","613.67","31.87","41.4","0","41.63","2017/2/18 8:00:00","1858.3","857.57","270.5","45.53"
"23","XH808A016112200868","404.3","280.93","513.77","669.4","50.7","65.4","0","43.2","2017/2/18 9:00:00","2774.8","1356.33","420.3","63.67"
"24","XH808A016112200868","391.3","340.53","507.37","758.6","56.2","71.17","1.43","39.4","2017/2/18 10:00:00","3240.9","1575.57","462.37","68.6"
"25","XH808A016112200868","419.9","595.13","273.27","1208.4","72.4","88.9","4.27","34.77","2017/2/18 11:00:00","4221.53","2061.63","579.67","76.7"
"26","XH808A016112200868","407.3","722","409.77","1354.07","72.57","88.07","8.27","27.63","2017/2/18 12:00:00","4414.77","2161.03","595.57","76.2"
"27","XH808A016112200868","401.87","839.93","420.67","1508.57","73.93","89.17","10.93","23.4","2017/2/18 13:00:00","4617.43","2258.2","618.8","74.1"
"28","XH808A016112200868","395.97","881.43","444.3","1545.9","67.93","82.13","13.67","19.4","2017/2/18 14:00:00","4488","2175","579.87","72.8"
"29","XH808A016112200868","384.7","705","374.77","1307","49.67","61.5","15.07","17.33","2017/2/18 15:00:00","3357.93","1599.4","437.1","59.57"
"30","XH808A016112200868","378.3","693.47","408.5","1278.93","52.27","63.8","16.2","16.13","2017/2/18 16:00:00","3626.47","1716.8","462.07","59.63"
"31","XH808A016112200868","389.67","677.2","264.63","1308.33","56.53","68.33","17","15.73","2017/2/18 17:00:00","3900.53","1844.5","491.37","62.87"
"32","XH808A016112200868","390.07","567","268.7","1159.67","56.47","67.93","16.13","16.17","2017/2/18 18:00:00","3863.67","1849.1","485.97","60.43"
"33","XH808A016112200868","462.37","530.43","232.77","1115.43","71.6","86.5","14.93","18.3","2017/2/18 19:00:00","4700.33","2298.7","617.1","75.27"
"34","XH808A016112200868","443.1","444.1","307.63","981.1","90.43","109.23","12.17","21.6","2017/2/18 20:00:00","5665.67","2844","768.83","94.93"
"35","XH808A016112200868","453.3","433.6","305.73","965.9","88.6","107.2","9.8","25.23","2017/2/18 21:00:00","5480.83","2717.73","746.2","90.83"
"36","XH808A016112200868","462.57","394.83","374.67","894","83.2","101.13","8.37","26.4","2017/2/18 22:00:00","5091.93","2525.47","694.07","87.17"
"37","XH808A016112200868","461.63","346.5","430.33","804.9","82.97","100.73","6.7","28.07","2017/2/18 23:00:00","4900.13","2433.7","689.33","85.9"
"38","XH808A016112200868","456.83","335.4","408.33","775.5","88.33","109.63","5.6","31.83","2017/2/19","5131.53","2577.73","729.07","97.47"
"39","XH808A016112200868","454.7","317","447.77","741.47","74.83","92.63","4.63","32.4","2017/2/19 1:00:00","4389","2176.8","616.87","81.6"
"40","XH808A016112200868","442.3","313.73","423.1","742.97","80.93","99.4","3.77","34.67","2017/2/19 2:00:00","4596.33","2277.8","651.37","86.27"
"41","XH808A016112200868","413.27","323","412.87","752.53","73.2","89.2","3","36.4","2017/2/19 3:00:00","4243.57","2093.3","585.67","73.8"
"42","XH808A016112200868","413.63","306.17","428.73","732.63","70.13","85.4","2.13","37.63","2017/2/19 4:00:00","4012.73","1968.1","560.8","69.57"
"43","XH808A016112200868","412.43","295.7","444.17","709.53","70.8","87.03","1.37","40.13","2017/2/19 5:00:00","4027.63","1980.57","567.47","73.07"
"44","XH808A016112200868","404.23","304.1","436.77","720.23","65.13","80.87","0.57","42.47","2017/2/19 6:00:00","3653.43","1796.9","520.03","70.7"
"45","XH808A016112200868","416.67","320.67","424.13","741.83","71.8","88.43","0","43.3","2017/2/19 7:00:00","4033.6","1981.87","564.83","75.9"
"46","XH808A016112200868","421.7","336","412.47","776.47","75.37","93.6","0","43.6","2017/2/19 8:00:00","4157.53","2057.47","596.7","79.7"
"47","XH808A016112200868","443.2","414.1","368.3","896.13","91","111.8","1.13","42.17","2017/2/19 9:00:00","5031.5","2526.7","725.07","95.83"
"48","XH808A016112200868","449.6","426.67","356.73","930.3","101.43","124.8","2.63","39.33","2017/2/19 10:00:00","5599.77","2852.43","821.87","108.67"
"49","XH808A016112200868","452.23","520.5","257.87","1087.77","100.1","121.57","4.47","35","2017/2/19 11:00:00","5727.27","2885.13","807.93","102.43"
"50","XH808A016112200868","447.57","703.27","361.6","1333.5","112.83","135.6","7.03","28.93","2017/2/19 12:00:00","6518.9","3324.23","918.23","108.2"
"51","XH808A016112200868","416.83","669.3","397.97","1238.2","96.23","114.97","10.8","20.97","2017/2/19 13:00:00","5958.23","2958.17","792.2","91.4"
"52","XH808A016112200868","404.53","664.47","344.9","1263.67","78.3","92.47","13.67","16.17","2017/2/19 14:00:00","5051","2487.37","660.4","74.9"
"53","XH808A016112200868","407.03","655.77","341.9","1258.07","70.1","82.33","16.33","12.77","2017/2/19 15:00:00","4750.4","2319.3","592.13","64.37"
"54","XH808A016112200868","377.7","534.93","508.8","1051.3","47.27","55.67","17.57","10.87","2017/2/19 16:00:00","3348.7","1588.03","409.27","46.03"
"55","XH808A016112200868","388.87","529.67","456.93","1064.07","48.6","57.37","18.5","10.87","2017/2/19 17:00:00","3518.33","1654.3","419.87","47.53"
"56","XH808A016112200868","383.87","549.5","453.87","1079.23","44.73","52.97","17.77","11.03","2017/2/19 18:00:00","3169.43","1495.87","393.1","44.9"
"57","XH808A016112200868","393.8","484.27","344.47","1012.8","36.87","45.1","16.03","12.8","2017/2/19 19:00:00","2537.63","1190.57","331.17","44.27"
"58","XH808A016112200868","475.93","471.9","307.13","1019.2","75.13","90.2","13.9","16.33","2017/2/19 20:00:00","4708.7","2372.43","654.07","77.53"
"59","XH808A016112200868","469.9","396.23","369.8","887.83","77.8","94.2","11.87","19.4","2017/2/19 21:00:00","4814.3","2423.6","670.63","80.63"
"60","XH808A016112200868","485.27","386.63","390.87","868.37","81.67","98.97","10.27","23.23","2017/2/19 22:00:00","4945.63","2492.3","705.6","87.2"
"61","XH808A016112200868","484.47","366.4","408.47","827.27","82.63","101.57","9.23","25.7","2017/2/19 23:00:00","4916.23","2490.83","720","93.4"
"62","XH808A016112200868","454.13","340.5","501.8","763.3","66.37","83.17","8.57","25.5","2017/2/20","3906.3","1959.6","578.43","81.83"
"63","XH808A016112200868","418.8","299.87","494.4","707.2","56.63","71.17","7.9","26.27","2017/2/20 1:00:00","3459.43","1692.47","495.97","71.4"
"64","XH808A016112200868","397.31","282.83","512.24","666.48","45.41","58.14","6.97","27.86","2017/2/20 2:00:00","2749.76","1338.45","398.45","61.76"
"65","XH808A016112200868","390.1","270.1","547.43","640.03","38.9","50.37","6","28.27","2017/2/20 3:00:00","2413.73","1141.8","345.3","55.87"
"66","XH808A016112200868","374","263.13","556.23","625.17","33.77","44.13","5.47","29.53","2017/2/20 4:00:00","2083.67","972.23","302.43","50.83"
"67","XH808A016112200868","367.93","253.27","581.77","603.93","32.67","42.93","4.73","31.13","2017/2/20 5:00:00","1995.9","932.63","298.03","51.23"
"68","XH808A016112200868","365.77","256.93","525.7","626.5","27.57","37.2","4","32.23","2017/2/20 6:00:00","1703.13","772.87","253.4","45.23"
"69","XH808A016112200868","390.93","257.97","546","620.6","29.2","38.97","4","32.5","2017/2/20 7:00:00","1784.17","826.6","261.47","46.27"
"70","XH808A016112200868","382.6","266.17","511.93","648.67","33.5","44.2","3.87","33.2","2017/2/20 8:00:00","1984.73","936","300.07","50.63"
"71","XH808A016112200868","383.33","282.8","515.97","673.97","37.03","48.07","4","33","2017/2/20 9:00:00","2169.93","1029.43","325.73","54.2"
"72","XH808A016112200868","390.6","332.53","511.43","754.2","37.7","49.47","4.63","31.37","2017/2/20 10:00:00","2244.13","1068.53","330.23","54.53"
"73","XH808A016112200868","371.87","410.03","560.9","849.63","26.13","34.8","6.2","27.13","2017/2/20 11:00:00","1703.63","756.77","240.8","42.33"
"74","XH808A016112200868","380.13","498","446.43","1009.8","29.3","37.97","9.13","22.33","2017/2/20 12:00:00","1952.57","886.2","267.83","45"
"75","XH808A016112200868","372.63","478.7","466.03","972.93","35.3","44.97","11.5","20.67","2017/2/20 13:00:00","2307.73","1083.73","325.47","50.93"
"76","XH808A016112200868","385.37","494.13","420.2","1005.03","45.57","56.93","12.37","21.23","2017/2/20 14:00:00","2990.67","1427.97","403.23","57.87"
