"STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","TEMPERATURE","HUMIDITY","RECEIVETIME"
"XHPROAMPS313","0.967","36","26","200","107","143","26.502","72.225","2016/9/14 18:00:00"
"XHPROAMPS313","0.949","36","39","110","114","160","24.648","78.142","2016/9/15"
"XHPROAMPS313","0.993","41","74","95","115","187","24.285","80.492","2016/9/15 1:00:00"
"XHPROAMPS313","0.982","49","80","86","132","189","23.929","81.583","2016/9/15 2:00:00"
"XHPROAMPS313","1.218","59","109","70","138","229","23.387","82.583","2016/9/15 4:00:00"
"XHPROAMPS313","1.066","48","110","76","128","183","23.193","82.227","2016/9/15 5:00:00"
"XHPROAMPS313","1.306","60","97","60","177","228","23.17","81.406","2016/9/15 6:00:00"
"XHPROAMPS313","1.355","64","75","65","144","211","23.075","82.358","2016/9/15 7:00:00"
"XHPROAMPS313","1.486","89","93","74","157","233","23.467","82.742","2016/9/15 8:00:00"
"XHPROAMPS313","1.517","69","100","117","171","238","24.298","81.308","2016/9/15 9:00:00"
"XHPROAMPS313","1.749","55","121","110","186","257","25.714","77.606","2016/9/15 10:00:00"
"XHPROAMPS313","1.716","46","108","174","184","242","26.442","74.181","2016/9/15 11:00:00"
"XHPROAMPS313","1.395","35","72","227","150","191","27.682","67.178","2016/9/15 12:00:00"
"XHPROAMPS313","1.189","31","52","242","131","161","28.371","63.639","2016/9/15 13:00:00"
"XHPROAMPS313","1.013","28","35","237","110","116","29.283","59.172","2016/9/15 14:00:00"
"XHPROAMPS313","0.972","28","31","243","117","154","29.556","56.902","2016/9/15 15:00:00"
"XHPROAMPS313","1.017","32","34","244","93","178","29.448","61.565","2016/9/15 16:00:00"
"XHPROAMPS313","0.98","34","30","231","126","147","28.289","68.181","2016/9/15 17:00:00"
"XHPROAMPS313","0.975","35","23","216","120","162","27.334","72.767","2016/9/15 18:00:00"
"XHPROAMPS313","1.038","33","21","217","115","182","26.636","75.464","2016/9/15 19:00:00"
"XHPROAMPS313","1.039","27","17","215","136","186","26.254","78.061","2016/9/15 20:00:00"
"XHPROAMPS313","1.238","29","48","141","155","192","25.238","79.414","2016/9/16 2:00:00"
"XHPROAMPS313","1.266","35","37","115","151","255","24.789","83.056","2016/9/16 3:00:00"
"XHPROAMPS313","1.267","39","35","89","182","229","24.416","85.638","2016/9/16 4:00:00"
"XHPROAMPS313","1.278","57","38","54","222","257","24.053","87.517","2016/9/16 5:00:00"
"XHPROAMPS313","1.307","52","40","45","193","260","23.755","89.233","2016/9/16 6:00:00"
"XHPROAMPS313","1.529","52","48","41","227","294","23.611","90.506","2016/9/16 7:00:00"
"XHPROAMPS313","1.493","48","59","96","197","253","25.302","83.736","2016/9/16 9:00:00"
"XHPROAMPS313","1.436","38","67","143","201","248","26.372","78.114","2016/9/16 10:00:00"
"XHPROAMPS313","1.304","33","59","203","155","204","27.621","67.942","2016/9/16 11:00:00"
"XHPROAMPS313","1.12","30","37","209","127","148","29.083","60.78","2016/9/16 12:00:00"
"XHPROAMPS313","1.048","32","32","233","116","187","29.556","58.547","2016/9/16 15:00:00"
"XHPROAMPS313","1.162","33","36","251","153","185","28.696","62.239","2016/9/16 16:00:00"
"XHPROAMPS313","1.1","34","29","237","143","180","28.262","62.631","2016/9/16 17:00:00"
"XHPROAMPS313","1.092","40","24","230","142","214","27.49","69.081","2016/9/16 18:00:00"
"XHPROAMPS313","1.389","45","25","221","211","266","26.592","78.833","2016/9/16 19:00:00"
"XHPROAMPS313","1.189","36","22","185","155","201","26.697","76.43","2016/9/16 20:00:00"
"XHPROAMPS313","0.642","35","23","129","77","89","26.731","66.842","2016/9/16 21:00:00"
"XHPROAMPS313","0.508","43","15","109","49","47","26.276","63.864","2016/9/16 22:00:00"
"XHPROAMPS313","0.509","52","13","92","75","82","25.799","68.447","2016/9/16 23:00:00"
"XHPROAMPS313","0.56","76","16","59","46","102","25.267","71.308","2016/9/17"
"XHPROAMPS313","0.634","59","12","82","48","109","25.181","70.878","2016/9/17 1:00:00"
"XHPROAMPS313","0.723","57","12","76","49","95","25.08","76.6","2016/9/17 2:00:00"
"XHPROAMPS313","0.555","32","13","103","97","77","25.144","77.292","2016/9/17 3:00:00"
"XHPROAMPS313","0.767","28","10","109","55","111","24.905","82.303","2016/9/17 4:00:00"
"XHPROAMPS313","0.575","23","7","112","56","102","24.643","82.858","2016/9/17 5:00:00"
"XHPROAMPS313","0.63","34","8","102","50","127","24.448","84.369","2016/9/17 6:00:00"
"XHPROAMPS313","0.615","48","8","89","88","105","24.261","85.532","2016/9/17 7:00:00"
"XHPROAMPS313","2.477","48","8","92","77","116","24.34","81.703","2016/9/17 8:00:00"
"XHPROAMPS313","2.438","61","23","31","61","120","24.314","73.625","2016/9/17 9:00:00"
"XHPROAMPS313","1.368","48","17","51","42","74","24.532","70.9","2016/9/17 10:00:00"
"XHPROAMPS313","1.576","41","17","55","30","59","24.737","67.747","2016/9/17 11:00:00"
"XHPROAMPS313","","32","15","79","21","54","24.759","67.92","2016/9/17 12:00:00"
"XHPROAMPS313","","23","","97","13","47","24.798","66.947","2016/9/17 13:00:00"
"XHPROAMPS313","0.745","","","91","22","33","24.656","64.694","2016/9/17 14:00:00"
"XHPROAMPS313","0.85","37","12","","19","38","24.301","65.428","2016/9/17 15:00:00"
"XHPROAMPS313","1.463","43","14","70","11","43","24.083","65.867","2016/9/17 16:00:00"
"XHPROAMPS313","2.05","52","14","56","16","43","23.282","65.969","2016/9/17 19:00:00"
"XHPROAMPS313","1.437","55","21","49","21","39","23.385","64.328","2016/9/17 20:00:00"
"XHPROAMPS313","0.567","21","4","83","19","42","23.596","62.528","2016/9/17 21:00:00"
"XHPROAMPS313","0.4","14","","88","12","35","23.866","59.606","2016/9/17 22:00:00"
"XHPROAMPS313","1.052","32","11","72","8","43","24.183","57.539","2016/9/17 23:00:00"
"XHPROAMPS313","0.361","30","3","75","14","43","23.613","65.111","2016/9/18 1:00:00"
"XHPROAMPS313","0.373","17","2","84","15","24","23.513","66.064","2016/9/18 3:00:00"
"XHPROAMPS313","3.321","37","15","55","19","46","23.118","70.589","2016/9/18 4:00:00"
"XHPROAMPS313","1.914","35","17","43","14","34","22.696","70.528","2016/9/18 5:00:00"
"XHPROAMPS313","2.404","32","11","47","15","37","22.615","67.017","2016/9/18 6:00:00"
"XHPROAMPS313","0.479","22","4","55","10","39","22.397","67.744","2016/9/18 7:00:00"
"XHPROAMPS313","0.462","20","5","57","12","38","22.152","67.884","2016/9/18 8:00:00"
"XHPROAMPS313","0.436","19","7","56","8","35","22.049","66.883","2016/9/18 9:00:00"
"XHPROAMPS313","0.333","14","5","63","5","22","22.357","63.536","2016/9/18 10:00:00"
"XHPROAMPS313","0.417","15","5","67","8","30","22.739","62.688","2016/9/18 11:00:00"
"XHPROAMPS313","0.281","12","3","78","10","26","22.542","62.303","2016/9/18 12:00:00"
"XHPROAMPS313","0.291","11","2","83","8","21","22.549","60.853","2016/9/18 13:00:00"
"XHPROAMPS313","0.254","17","3","96","10","24","21.861","60.181","2016/9/18 17:00:00"
"XHPROAMPS313","0.303","16","5","103","19","18","21.789","61.678","2016/9/18 18:00:00"
"XHPROAMPS313","0.461","22","7","95","18","29","21.673","63.664","2016/9/18 19:00:00"
"XHPROAMPS313","1.074","39","19","60","28","81","21.636","65.546","2016/9/18 20:00:00"
"XHPROAMPS313","1.543","54","25","35","34","61","21.398","68.866","2016/9/18 21:00:00"
"XHPROAMPS313","1.621","58","26","27","32","131","21.251","68.269","2016/9/18 22:00:00"
"XHPROAMPS313","1.166","39","18","40","32","59","21.172","68.086","2016/9/18 23:00:00"
"XHPROAMPS313","0.676","32","10","45","24","45","20.897","70.95","2016/9/19"
"XHPROAMPS313","0.929","36","13","41","29","51","20.867","69.447","2016/9/19 1:00:00"
"XHPROAMPS313","0.938","29","16","55","19","48","21.232","62.569","2016/9/19 2:00:00"
"XHPROAMPS313","1.063","34","20","51","17","51","21.101","61.2","2016/9/19 3:00:00"
"XHPROAMPS313","0.497","31","6","54","18","48","21.219","57.344","2016/9/19 4:00:00"
"XHPROAMPS313","0.338","28","5","55","16","54","21.046","57.206","2016/9/19 5:00:00"
"XHPROAMPS313","0.602","26","10","56","15","76","20.897","59.247","2016/9/19 6:00:00"
"XHPROAMPS313","0.569","25","13","56","11","45","20.774","59.142","2016/9/19 7:00:00"
"XHPROAMPS313","0.438","21","11","64","15","39","21.322","55.161","2016/9/19 8:00:00"
"XHPROAMPS313","0.382","19","11","68","14","32","21.719","50.347","2016/9/19 9:00:00"
"XHPROAMPS313","0.321","14","8","76","14","40","21.772","49.532","2016/9/19 10:00:00"
"XHPROAMPS313","0.336","9","3","86","13","38","22.013","49.638","2016/9/19 11:00:00"
"XHPROAMPS313","0.267","8","2","92","10","41","22.11","49.404","2016/9/19 12:00:00"
"XHPROAMPS313","0.297","7","2","99","7","33","22.241","46.809","2016/9/19 13:00:00"
"XHPROAMPS313","0.487","10","9","100","5","28","22.486","47.142","2016/9/19 14:00:00"
"XHPROAMPS313","0.448","13","12","96","12","39","22.493","44.303","2016/9/19 15:00:00"
"XHPROAMPS313","0.41","11","7","104","15","26","22.721","43.628","2016/9/19 16:00:00"
"XHPROAMPS313","0.467","17","8","106","16","39","22.762","45.958","2016/9/19 17:00:00"
"XHPROAMPS313","0.415","19","5","111","14","24","22.661","47.068","2016/9/19 18:00:00"
"XHPROAMPS313","0.406","27","4","101","13","23","22.247","50.022","2016/9/19 19:00:00"
"XHPROAMPS313","0.424","40","4","84","14","35","22.016","51.489","2016/9/19 20:00:00"
"XHPROAMPS313","0.415","59","4","59","17","51","21.568","55.329","2016/9/19 21:00:00"
"XHPROAMPS313","0.403","54","8","62","20","49","21.359","56.332","2016/9/19 22:00:00"
"XHPROAMPS313","0.423","63","13","51","20","57","20.892","58.929","2016/9/19 23:00:00"
"XHPROAMPS313","0.498","74","31","38","26","56","20.413","60.911","2016/9/20"
"XHPROAMPS313","0.444","90","53","27","35","54","19.966","61.311","2016/9/20 1:00:00"
"XHPROAMPS313","0.446","72","25","43","44","77","19.577","63.156","2016/9/20 2:00:00"
"XHPROAMPS313","0.624","80","48","35","101","141","19.186","64.106","2016/9/20 3:00:00"
"XHPROAMPS313","0.696","74","45","37","65","96","18.974","63.586","2016/9/20 4:00:00"
"XHPROAMPS313","0.541","65","32","41","59","98","18.55","64.858","2016/9/20 5:00:00"
"XHPROAMPS313","0.91","79","33","24","62","104","18.081","70.506","2016/9/20 6:00:00"
"XHPROAMPS313","1.497","81","30","25","76","98","18.14","73.553","2016/9/20 7:00:00"
"XHPROAMPS313","1.654","81","25","36","66","116","19.083","72.218","2016/9/20 8:00:00"
"XHPROAMPS313","1.854","86","27","44","70","102","20.296","67.577","2016/9/20 9:00:00"
"XHPROAMPS313","1.325","77","20","64","63","72","21.564","60.773","2016/9/20 10:00:00"
"XHPROAMPS313","0.819","47","13","99","47","55","22.734","50.678","2016/9/20 11:00:00"
"XHPROAMPS313","0.738","38","16","121","42","50","23.101","50.302","2016/9/20 12:00:00"
"XHPROAMPS313","0.443","22","6","137","39","58","23.844","44.271","2016/9/20 13:00:00"
"XHPROAMPS313","0.508","27","6","141","28","48","24.421","43.131","2016/9/20 14:00:00"
"XHPROAMPS313","0.5","21","7","137","22","30","24.645","38.223","2016/9/20 15:00:00"
"XHPROAMPS313","0.492","16","7","140","22","30","24.797","35.718","2016/9/20 16:00:00"
"XHPROAMPS313","0.697","21","10","123","23","33","24.507","39.597","2016/9/20 17:00:00"
"XHPROAMPS313","0.442","17","3","109","19","41","23.883","40.811","2016/9/20 18:00:00"
"XHPROAMPS313","0.574","24","5","104","17","40","23.1","47.369","2016/9/20 19:00:00"
"XHPROAMPS313","0.782","34","6","96","19","35","22.722","52.325","2016/9/20 20:00:00"
"XHPROAMPS313","0.912","29","6","102","22","44","22.309","59","2016/9/20 21:00:00"
"XHPROAMPS313","0.908","27","6","105","23","47","22.16","61.811","2016/9/20 22:00:00"
"XHPROAMPS313","0.941","30","7","90","28","57","21.692","67.825","2016/9/20 23:00:00"
"XHPROAMPS313","0.635","32","20","78","36","61","20.73","68.077","2016/9/21"
"XHPROAMPS313","0.635","47","69","55","43","97","20.144","68.208","2016/9/21 1:00:00"
"XHPROAMPS313","0.448","44","89","53","44","75","19.711","69.719","2016/9/21 2:00:00"
"XHPROAMPS313","0.418","44","40","54","45","61","19.659","69.481","2016/9/21 3:00:00"
"XHPROAMPS313","0.536","64","96","43","55","88","19.37","70.781","2016/9/21 4:00:00"
"XHPROAMPS313","0.577","58","71","42","53","53","19.106","72.45","2016/9/21 5:00:00"
"XHPROAMPS313","0.533","54","26","48","52","60","18.863","74.257","2016/9/21 6:00:00"
"XHPROAMPS313","0.69","62","41","41","60","97","18.78","75.122","2016/9/21 7:00:00"
"XHPROAMPS313","0.852","58","61","51","63","97","19.491","72.733","2016/9/21 8:00:00"
"XHPROAMPS313","0.757","59","62","95","64","105","20.663","65.058","2016/9/21 9:00:00"
"XHPROAMPS313","0.743","55","58","135","81","83","21.741","63.747","2016/9/21 10:00:00"
"XHPROAMPS313","0.725","42","58","148","65","98","22.449","61.147","2016/9/21 11:00:00"
"XHPROAMPS313","0.675","25","41","164","58","47","23.336","54.275","2016/9/21 12:00:00"
"XHPROAMPS313","0.601","18","33","170","46","56","24.103","48.806","2016/9/21 13:00:00"
"XHPROAMPS313","0.577","18","35","188","46","52","24.497","46.868","2016/9/21 14:00:00"
"XHPROAMPS313","0.384","16","21","175","33","50","23.473","59.879","2016/9/21 17:00:00"
"XHPROAMPS313","0.388","19","16","157","32","49","22.919","63.636","2016/9/21 18:00:00"
"XHPROAMPS313","0.468","19","13","139","37","82","22.315","73.286","2016/9/21 20:00:00"
"XHPROAMPS313","0.353","21","38","126","36","49","21.331","66.05","2016/9/21 22:00:00"
"XHPROAMPS313","0.364","18","8","129","31","45","20.8","69.572","2016/9/22"
"XHPROAMPS313","0.523","23","18","107","35","37","20.752","69.467","2016/9/22 1:00:00"
"XHPROAMPS313","0.364","16","20","113","32","35","20.816","63.881","2016/9/22 2:00:00"
"XHPROAMPS313","0.417","19","49","108","31","35","20.734","63.661","2016/9/22 3:00:00"
"XHPROAMPS313","0.476","23","91","89","30","30","20.295","64.708","2016/9/22 4:00:00"
"XHPROAMPS313","0.673","33","103","70","46","77","19.736","64.503","2016/9/22 5:00:00"
"XHPROAMPS313","1.306","64","175","39","89","141","19.219","67.472","2016/9/22 6:00:00"
"XHPROAMPS313","1.761","68","113","33","126","172","19.039","72.964","2016/9/22 7:00:00"
"XHPROAMPS313","1.711","54","79","73","125","184","20.189","67.903","2016/9/22 8:00:00"
"XHPROAMPS313","1.623","48","51","103","99","177","21.109","63.35","2016/9/22 9:00:00"
"XHPROAMPS313","1.274","45","42","119","107","157","21.605","64.206","2016/9/22 10:00:00"
"XHPROAMPS313","1.322","36","32","149","90","142","23.139","60.118","2016/9/22 11:00:00"
"XHPROAMPS313","0.984","29","22","177","75","142","24.773","55.178","2016/9/22 12:00:00"
"XHPROAMPS313","0.807","23","20","198","65","94","26.063","50.75","2016/9/22 13:00:00"
"XHPROAMPS313","0.669","20","17","213","60","103","27.159","47.231","2016/9/22 14:00:00"
"XHPROAMPS313","0.557","18","14","216","54","116","27.91","44.467","2016/9/22 15:00:00"
"XHPROAMPS313","0.497","16","12","210","57","69","27.791","44.938","2016/9/22 16:00:00"
"XHPROAMPS313","0.517","17","13","213","53","95","27.396","47.056","2016/9/22 17:00:00"
"XHPROAMPS313","0.536","19","12","205","48","120","26.616","49.281","2016/9/22 18:00:00"
"XHPROAMPS313","0.552","26","12","191","52","118","25.941","52.125","2016/9/22 19:00:00"
"XHPROAMPS313","0.681","54","26","145","57","152","25.332","53.244","2016/9/22 20:00:00"
"XHPROAMPS313","1.099","39","40","156","127","209","23.052","70.922","2016/9/22 23:00:00"
"XHPROAMPS313","1.033","47","62","129","138","194","22.704","68","2016/9/23"
"XHPROAMPS313","1.011","57","65","113","124","181","22.874","62.106","2016/9/23 1:00:00"
"XHPROAMPS313","0.874","45","32","122","98","132","22.627","61.747","2016/9/23 2:00:00"
"XHPROAMPS313","0.903","44","29","121","86","124","22.256","62.725","2016/9/23 3:00:00"
"XHPROAMPS313","1.166","52","75","104","129","173","21.986","63.739","2016/9/23 4:00:00"
"XHPROAMPS313","0.863","39","42","98","105","165","20.661","70.134","2016/9/23 5:00:00"
"XHPROAMPS313","0.753","28","20","110","72","114","20.349","71.748","2016/9/23 6:00:00"
"XHPROAMPS313","0.968","51","26","89","87","148","","","2016/9/23 7:00:00"
"XHPROAMPS313","1.1","44","54","92","107","172","","","2016/9/23 8:00:00"
"XHPROAMPS313","1.088","47","69","85","101","156","","","2016/9/23 9:00:00"
"XHPROAMPS313","0.855","40","31","98","82","133","","","2016/9/23 10:00:00"
"XHPROAMPS313","0.822","40","54","112","78","104","","","2016/9/23 11:00:00"
"XHPROAMPS313","0.961","41","49","121","95","123","","","2016/9/23 12:00:00"
"XHPROAMPS313","0.83","30","26","146","72","128","","","2016/9/23 13:00:00"
"XHPROAMPS313","0.653","22","17","180","64","81","","","2016/9/23 14:00:00"
"XHPROAMPS313","0.703","28","25","197","59","132","","","2016/9/23 17:00:00"
"XHPROAMPS313","0.79","42","35","175","78","135","","","2016/9/23 18:00:00"
"XHPROAMPS313","0.812","41","23","159","82","131","","","2016/9/23 19:00:00"
"XHPROAMPS313","0.99","49","26","131","105","158","","","2016/9/23 20:00:00"
"XHPROAMPS313","1.107","50","26","123","96","189","","","2016/9/23 21:00:00"
"XHPROAMPS313","1.112","61","30","108","114","209","","","2016/9/23 22:00:00"
"XHPROAMPS313","1.017","61","27","88","138","220","","","2016/9/23 23:00:00"
"XHPROAMPS313","1.055","67","44","66","131","223","","","2016/9/24"
"XHPROAMPS313","1.033","53","24","81","115","167","","","2016/9/24 1:00:00"
"XHPROAMPS313","1.018","48","20","80","94","140","","","2016/9/24 2:00:00"
"XHPROAMPS313","1.143","55","36","83","109","198","","","2016/9/24 3:00:00"
"XHPROAMPS313","1.219","55","43","83","139","202","","","2016/9/24 4:00:00"
"XHPROAMPS313","1.491","50","42","74","136","215","","","2016/9/24 5:00:00"
"XHPROAMPS313","1.451","47","38","66","139","200","","","2016/9/24 6:00:00"
"XHPROAMPS313","1.303","48","36","68","132","188","","32.297","2016/9/24 7:00:00"
"XHPROAMPS313","1.305","53","41","74","123","208","20.963","77.734","2016/9/24 8:00:00"
"XHPROAMPS313","1.169","49","45","99","110","187","21.862","75.897","2016/9/24 9:00:00"
"XHPROAMPS313","1.021","41","24","110","102","133","23.331","73.253","2016/9/24 10:00:00"
"XHPROAMPS313","0.732","25","15","144","60","96","24.986","67.839","2016/9/24 11:00:00"
"XHPROAMPS313","0.614","22","12","168","58","146","26.034","62.803","2016/9/24 12:00:00"
"XHPROAMPS313","0.581","20","10","183","56","106","26.746","60.918","2016/9/24 13:00:00"
"XHPROAMPS313","0.568","19","10","193","59","91","27.629","57.825","2016/9/24 14:00:00"
"XHPROAMPS313","0.607","20","10","197","53","99","27.948","57.389","2016/9/24 15:00:00"
"XHPROAMPS313","0.585","19","9","195","53","105","27.991","56.725","2016/9/24 16:00:00"
"XHPROAMPS313","0.589","18","9","192","55","105","27.814","56.858","2016/9/24 17:00:00"
"XHPROAMPS313","0.598","19","9","185","59","117","27.215","55.733","2016/9/24 18:00:00"
"XHPROAMPS313","0.652","22","10","168","59","89","26.301","59.886","2016/9/24 19:00:00"
"XHPROAMPS313","0.658","25","14","152","62","111","25.503","60.972","2016/9/24 20:00:00"
"XHPROAMPS313","0.712","25","15","153","68","143","24.983","64.461","2016/9/24 21:00:00"
"XHPROAMPS313","0.733","45","19","123","94","146","24.419","68.244","2016/9/24 22:00:00"
"XHPROAMPS313","0.761","46","18","106","106","191","23.701","71.85","2016/9/24 23:00:00"
"XHPROAMPS313","0.779","49","18","85","103","188","22.872","75.875","2016/9/25"
"XHPROAMPS313","0.844","51","21","78","133","168","22.59","76.936","2016/9/25 1:00:00"
"XHPROAMPS313","0.858","48","25","79","120","182","22.42","77.472","2016/9/25 2:00:00"
"XHPROAMPS313","0.87","42","27","85","132","189","22.323","77.325","2016/9/25 3:00:00"
"XHPROAMPS313","0.903","43","28","84","107","170","22.161","77.817","2016/9/25 4:00:00"
"XHPROAMPS313","1.081","61","30","44","167","215","21.642","81.714","2016/9/25 5:00:00"
"XHPROAMPS313","1.404","61","26","36","198","296","21.276","84.656","2016/9/25 6:00:00"
"XHPROAMPS313","1.404","69","31","30","197","256","21.201","86.525","2016/9/25 7:00:00"
"XHPROAMPS313","1.578","71","60","51","292","415","21.648","84.878","2016/9/25 8:00:00"
"XHPROAMPS313","1.571","72","91","82","242","306","22.356","81.131","2016/9/25 9:00:00"
"XHPROAMPS313","1.809","59","120","124","198","279","23.763","75.297","2016/9/25 10:00:00"
"XHPROAMPS313","","48","","","215","270","24.837","71.463","2016/9/25 11:00:00"
"XHPROAMPS313","","","","200","158","220","26.042","66.567","2016/9/25 12:00:00"
"XHPROAMPS313","","29","59","232","119","167","26.611","62.667","2016/9/25 13:00:00"
"XHPROAMPS313","1.183","25","57","234","126","173","26.798","61.951","2016/9/25 14:00:00"
"XHPROAMPS313","1.264","27","58","233","125","195","26.576","63.976","2016/9/25 15:00:00"
"XHPROAMPS313","1.117","24","42","233","117","180","26.386","63.4","2016/9/25 16:00:00"
"XHPROAMPS313","1.843","56","50","196","111","136","26.101","63.178","2016/9/25 17:00:00"
"XHPROAMPS313","1.933","74","49","178","106","192","25.446","68.417","2016/9/25 18:00:00"
"XHPROAMPS313","2.257","58","36","168","140","167","24.684","75.856","2016/9/25 19:00:00"
"XHPROAMPS313","1.831","57","41","126","72","153","24.559","","2016/9/25 20:00:00"
"XHPROAMPS313","0.939","18","10","139","77","122","24.021","","2016/9/25 21:00:00"
"XHPROAMPS313","0.798","20","12","131","56","113","23.781","","2016/9/25 22:00:00"
"XHPROAMPS313","0.745","20","14","121","61","74","23.651","","2016/9/25 23:00:00"
"XHPROAMPS313","0.719","16","11","134","56","81","23.831","","2016/9/26"
"XHPROAMPS313","0.519","19","12","109","59","84","23.43","","2016/9/26 1:00:00"
"XHPROAMPS313","0.519","25","18","81","51","91","23.196","","2016/9/26 2:00:00"
"XHPROAMPS313","0.557","23","16","69","53","74","23.019","","2016/9/26 3:00:00"
"XHPROAMPS313","0.587","23","15","61","52","89","22.705","","2016/9/26 4:00:00"
"XHPROAMPS313","0.616","28","31","55","63","84","22.47","","2016/9/26 5:00:00"
"XHPROAMPS313","0.608","28","42","50","59","90","22.057","","2016/9/26 6:00:00"
"XHPROAMPS313","0.664","32","42","43","64","87","21.781","","2016/9/26 7:00:00"
"XHPROAMPS313","0.763","41","58","37","88","123","21.762","","2016/9/26 8:00:00"
"XHPROAMPS313","0.85","44","63","41","94","137","21.774","","2016/9/26 9:00:00"
"XHPROAMPS313","1.014","57","102","63","120","159","22.568","","2016/9/26 10:00:00"
"XHPROAMPS313","1.057","45","52","126","167","213","24.49","75.664","2016/9/26 12:00:00"
"XHPROAMPS313","1.111","36","45","178","170","248","25.849","70.711","2016/9/26 13:00:00"
"XHPROAMPS313","0.938","52","37","160","147","200","25.927","69.55","2016/9/26 18:00:00"
"XHPROAMPS313","0.968","58","34","141","152","197","25.502","71.147","2016/9/26 19:00:00"
"XHPROAMPS313","0.946","58","31","123","144","201","25.272","72.222","2016/9/26 20:00:00"
"XHPROAMPS313","1.054","81","30","86","155","257","24.861","75.817","2016/9/26 21:00:00"
"XHPROAMPS313","1.059","70","85","90","187","253","24.719","76.447","2016/9/26 22:00:00"
"XHPROAMPS313","1.054","108","130","42","185","232","24.425","77.072","2016/9/26 23:00:00"
"XHPROAMPS313","1.197","84","39","46","172","251","24.18","","2016/9/27"
"XHPROAMPS313","1.325","80","30","39","165","254","23.853","","2016/9/27 1:00:00"
"XHPROAMPS313","1.848","96","27","20","185","321","23.179","","2016/9/27 2:00:00"
"XHPROAMPS313","2.671","87","25","17","150","232","22.48","","2016/9/27 3:00:00"
"XHPROAMPS313","2.804","83","23","17","142","267","22.168","","2016/9/27 4:00:00"
"XHPROAMPS313","2.946","77","25","16","140","233","21.621","","2016/9/27 5:00:00"
"XHPROAMPS313","3.561","77","20","17","160","214","21.354","","2016/9/27 6:00:00"
"XHPROAMPS313","3.787","82","29","19","155","191","","","2016/9/27 7:00:00"
"XHPROAMPS313","2.803","75","30","26","131","191","","","2016/9/27 8:00:00"
"XHPROAMPS313","1.49","55","23","38","102","114","","","2016/9/27 9:00:00"
"XHPROAMPS313","0.587","27","10","47","28","109","","","2016/9/27 10:00:00"
"XHPROAMPS313","0.728","30","8","62","20","137","","33.481","2016/9/27 12:00:00"
"XHPROAMPS313","0.51","25","4","72","14","91","20.241","58.297","2016/9/27 13:00:00"
"XHPROAMPS313","0.393","26","4","85","17","84","20.464","56.772","2016/9/27 14:00:00"
"XHPROAMPS313","0.37","29","5","81","16","84","20.31","55.184","2016/9/27 15:00:00"
"XHPROAMPS313","0.366","28","8","87","15","54","20.535","53.578","2016/9/27 16:00:00"
"XHPROAMPS313","0.372","31","6","86","16","118","20.585","52.297","2016/9/27 17:00:00"
"XHPROAMPS313","0.416","31","3","85","16","34","20.727","52.333","2016/9/27 18:00:00"
"XHPROAMPS313","0.671","33","6","81","20","43","21.106","51.264","2016/9/27 19:00:00"
"XHPROAMPS313","0.359","38","5","58","23","52","19.898","58.558","2016/9/27 20:00:00"
"XHPROAMPS313","1.149","52","14","46","19","89","20.138","64.322","2016/9/27 21:00:00"
"XHPROAMPS313","1.828","50","39","47","21","92","20.077","66.264","2016/9/27 22:00:00"
"XHPROAMPS313","4.063","61","53","29","28","122","19.844","61.858","2016/9/27 23:00:00"
"XHPROAMPS313","2.668","42","19","43","25","98","19.113","58.492","2016/9/28"
"XHPROAMPS313","0.962","25","3","55","23","87","18.159","60.869","2016/9/28 1:00:00"
"XHPROAMPS313","0.493","20","1","57","23","50","17.588","62.969","2016/9/28 2:00:00"
"XHPROAMPS313","0.467","24","2","52","20","40","16.956","66.015","2016/9/28 3:00:00"
"XHPROAMPS313","0.404","20","1","55","15","34","16.647","64.533","2016/9/28 4:00:00"
"XHPROAMPS313","0.369","17","1","60","15","32","16.293","62.65","2016/9/28 5:00:00"
"XHPROAMPS313","0.411","20","7","56","12","27","15.859","60.756","2016/9/28 6:00:00"
"XHPROAMPS313","0.396","23","9","52","14","33","","","2016/9/28 7:00:00"
"XHPROAMPS313","0.446","22","6","54","17","30","","","2016/9/28 8:00:00"
"XHPROAMPS313","0.516","20","9","57","15","32","","","2016/9/28 9:00:00"
"XHPROAMPS313","0.489","17","9","64","11","38","","14.083","2016/9/28 10:00:00"
"XHPROAMPS313","0.457","16","5","71","9","32","16.319","57.716","2016/9/28 11:00:00"
"XHPROAMPS313","0.41","14","5","94","15","29","16.532","51.737","2016/9/28 14:00:00"
"XHPROAMPS313","0.399","16","4","100","20","33","16.747","48.015","2016/9/28 17:00:00"
"XHPROAMPS313","0.442","23","6","93","26","30","16.613","44.554","2016/9/28 18:00:00"
"XHPROAMPS313","0.538","26","8","91","21","32","16.4","45.132","2016/9/28 19:00:00"
"XHPROAMPS313","0.556","32","8","83","20","42","16.235","47.494","2016/9/28 20:00:00"
"XHPROAMPS313","0.678","31","10","82","23","84","16.208","49.344","2016/9/28 21:00:00"
"XHPROAMPS313","0.674","26","12","87","24","50","16.177","50.456","2016/9/28 22:00:00"
"XHPROAMPS313","1.039","61","14","54","30","47","15.891","52.972","2016/9/28 23:00:00"
"XHPROAMPS313","0.866","85","8","28","27","93","15.332","61.381","2016/9/29"
"XHPROAMPS313","0.984","60","10","43","30","55","14.857","62.622","2016/9/29 1:00:00"
