   ,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,PM05N,PM1N,PM25N,PM10N
4230,150.57,596.57,211.6,1218.5,23.97,25.73,28,114,2017/7/17 21:00,3756.53,1434.67,163.87,3
4231,148.2,518,236.8,1121.03,28.03,30.37,28,114,2017/7/17 22:00,4246.93,1620.3,201.17,3
4232,147.03,497.27,252.2,1084.3,31.27,33.5,27.17,114,2017/7/17 23:00,4620.57,1753.47,233,3
4233,148.87,509.8,249.43,1066.63,41.6,46.1,27,114,2017/7/18,5907.53,2224.5,330.9,3
4234,162.2,551.97,247.53,1113.23,52.63,60.57,27,114,2017/7/18 1:00,7190.3,2734.53,444.37,3
4235,158.57,449.8,309.9,909.4,57.6,68.07,27,114,2017/7/18 2:00,7714.73,2964.2,487.13,3
4236,157.27,465.77,290.03,904.67,65.3,76.9,26.77,114,2017/7/18 3:00,8528.63,3303.37,561.23,3
4237,163.27,489.67,277.73,953.83,65.3,77.37,26.47,114,2017/7/18 4:00,8473.7,3286.83,565.7,3
4238,170.1,539.63,261.37,1031.93,85.87,102.13,26,114,2017/7/18 5:00,11192.43,4314.9,747.7,3
4239,180.73,525.63,279.1,995.97,85.67,103.8,26,114,2017/7/18 6:00,8268.3,3143.93,525.77,3
4240,182.87,545.37,278.33,1068.3,76.8,90.33,27.43,114,2017/7/18 7:00,10185.3,3854.43,653.33,3
4241,212.8,652.2,264.7,1261.57,62.6,70.67,29.3,114.17,2017/7/18 8:00,8912.43,3204.9,480.8,3
4242,227.27,844.93,193.6,1611.07,71.03,81.23,31.17,113.8,2017/7/18 9:00,9913.77,3588.33,555.9,3
4243,221.5,908.8,178.17,1624.03,41.8,46.23,32.67,104.4,2017/7/18 10:00,6349.33,2232.93,304.8,3
4244,233.03,1150.9,173.47,1937.9,43.5,47.13,34.4,80.97,2017/7/18 11:00,6647.8,2310.57,297.8,3
4245,227.67,1104.37,175.37,1780.17,37.37,44.17,34.63,68.23,2017/7/18 12:00,5535,1979.33,271.27,3
4246,177.17,873,141.33,1356.2,41.8,46.83,28.8,104.6,2017/7/18 13:00,6130.33,2266.23,315.77,3
4247,144.2,806.27,133.77,1257.43,26.53,31.63,25.77,114,2017/7/18 14:00,3731.6,1549.87,209.23,3
4248,149.93,849.17,145.77,1563.93,18.37,23.33,28.03,114,2017/7/18 15:00,2523.23,1117.57,146.1,3
4249,172.4,970.27,150.7,1637.17,17.3,20,30.47,109.47,2017/7/18 16:00,2668.1,1101.27,114.07,3
4250,168.97,877.67,156.9,1538.37,13.67,15.77,31,98.9,2017/7/18 17:00,2218.77,959.7,86.7,3
4251,174.57,826.93,167.67,1499.17,15.87,18.2,31,102.97,2017/7/18 18:00,2557.37,1062.93,100.9,3
4252,173.27,808.97,170.17,1487.37,16.9,18.7,30.5,104.8,2017/7/18 19:00,2715.87,1103.7,103,3
4253,167.27,715.7,183.77,1355.33,21.03,24.27,29.73,108.8,2017/7/18 20:00,3201.2,1271.5,140.87,3
4254,162.47,656.4,191.47,1267.4,22.77,24.77,28.6,112.1,2017/7/18 21:00,3633.47,1401.03,149.23,3
4255,155.37,553.43,220.5,1067.63,26.73,29.4,27.4,113.9,2017/7/18 22:00,4200.87,1586.23,182.7,3
4256,168.27,609,214.97,1092.37,35.7,38.13,27,114,2017/7/18 23:00,5463.23,2003.4,250.23,3
4257,164.53,634.07,189.33,1143.4,39,43,26.67,114,2017/7/19,5975.33,2161.67,288.47,3
4258,160.63,738.5,155.75,1258.25,44.75,49.25,26,114,2017/7/19 1:00,6779.75,2424.88,325.63,3
4259,176.87,632.77,215.87,1092.83,47.33,50.47,26,114,2017/7/19 2:00,7247.6,2588.93,348.73,3
4260,184.77,633.8,218.73,1067.93,61.07,65.8,26,114,2017/7/19 3:00,8950.27,3204.17,466.87,3
4261,156.13,699.13,165.3,1144.73,49.57,53.67,25.07,113.17,2017/7/19 4:00,7424.33,2695.9,376.13,3
4262,132.93,766.63,124.03,1381.6,24.3,27.4,25,113,2017/7/19 5:00,3864.07,1501.9,174.47,3
4263,131.03,678.9,133.93,1352.93,21.8,25.23,25,113,2017/7/19 6:00,3392.87,1347.97,156.23,3
4264,140.47,621.5,151.33,1289.17,29.3,32.83,25,113,2017/7/19 7:00,4463.03,1689.8,219.57,3
4265,153.73,615.93,172.37,1238.17,38.1,43,25.07,113.33,2017/7/19 8:00,5556.03,2072.4,293.93,3
4266,164.93,690.03,160.97,1361.27,32,36.83,26.2,114,2017/7/19 9:00,4716.17,1800.77,243.27,3
4267,201.67,831.07,149.63,1465.83,38.33,41.7,28.43,114,2017/7/19 10:00,5829.63,2119.4,275.1,3
4268,197.8,861.57,159.57,1625.17,27.83,30.67,30.6,113.27,2017/7/19 11:00,4336.63,1613.1,191.13,3
4269,192.6,822.67,169.9,1649.67,26.63,29.8,31.47,105.93,2017/7/19 12:00,4265.9,1581.3,176.33,3
4270,210.87,867.93,176.83,1719,31,33.33,33,92.83,2017/7/19 13:00,4831.93,1748.57,206.8,3
4271,195.63,858.9,161.47,1736.33,41.57,45.03,32.07,95.5,2017/7/19 14:00,6479.3,2249.3,288.93,3
4272,199.63,868.83,157.53,1750.27,46.43,50.53,32,97.23,2017/7/19 15:00,7092.8,2484.07,326.77,3
4273,203.2,856.37,162.8,1755.4,42.9,45.9,32,97.67,2017/7/19 16:00,6623.13,2322.1,299.83,3
4274,196.27,883.8,156.73,1790.83,44.73,48.07,32,97.77,2017/7/19 17:00,6919.57,2407.33,309.43,3
4275,197.23,920.17,147.87,1862.57,45.43,48.03,32,97.67,2017/7/19 18:00,7053.17,2418.2,313.6,3
4276,200.63,888.7,147.77,1810.33,50.23,54.43,31.57,100.6,2017/7/19 19:00,7666.67,2633.4,353,3
4277,205.07,791.9,171.87,1663.43,58.27,62.93,31,104.03,2017/7/19 20:00,8819.03,3020.4,431.5,3
4278,216.13,801.73,154.63,1650.2,76.13,82.1,30.07,113.13,2017/7/19 21:00,11324.03,3849.93,571.5,3
4279,238.77,761.87,164.9,1588.33,99.27,109.5,29.8,114.03,2017/7/19 22:00,14177.1,4871.07,779.07,3
4280,244.3,774.47,155.4,1554.87,101.47,113.1,29,114,2017/7/19 23:00,14518.37,5031.97,794.9,3
4281,225.17,699.33,172.83,1426.33,111.9,124,29,114,2017/7/20,15994.33,5545.9,888,3
4282,233.47,578.47,216.2,1161.97,122.73,136.7,29,114,2017/7/20 1:00,17280.33,6076.3,974,3
4283,233.33,672.37,205.33,1242.63,137.2,153.57,29,114,2017/7/20 2:00,19334.33,6821.33,1064.57,3
4284,214.03,567.53,222.8,1030.03,110.37,121.7,28.3,114,2017/7/20 3:00,15943.33,5555.87,858.47,3
4285,175.83,677.37,179.17,1223,61.7,66.03,28,114,2017/7/20 4:00,9402.3,3227.07,445.2,3
4286,173.4,656.4,179.87,1212.97,53.5,57.33,28,114,2017/7/20 5:00,8082.83,2810.53,387.6,3
4287,175.33,645.23,188.93,1241.13,53.7,57.67,28,114,2017/7/20 6:00,8146.9,2840.47,386.73,3
4288,183.5,680.67,178.43,1297.27,56.53,62,28.87,114,2017/7/20 7:00,8648.97,2977.9,410.03,3
4289,195.13,692.03,188.1,1251.83,55.77,60.73,29.6,114.2,2017/7/20 8:00,8657.67,2962.5,400.5,3
4290,206.43,713.73,214.47,1288.83,55.07,60,31.33,115,2017/7/20 9:00,8674.13,2932.9,379.3,3
4291,223.43,801.47,203.47,1428.47,56.17,61.4,32.67,115,2017/7/20 10:00,8966.03,2997.07,378.13,3
4292,230.6,948.4,176.67,1790.1,48.17,52.03,35.17,110.1,2017/7/20 11:00,7913.8,2601.23,310.9,3
4293,235.5,1075.33,176.67,1912.3,36.2,38.77,36.43,94.67,2017/7/20 12:00,6095.77,2041.43,215.03,3
4294,228.93,1225.47,179.3,1914.63,28.83,30.7,37.37,76.13,2017/7/20 13:00,5070.8,1731.4,159.53,3
4295,229.67,1263.33,187,1946.87,29.6,32.07,38,69.3,2017/7/20 14:00,5172.7,1747.2,164.7,3
4296,221.93,1218.67,183.9,1983.03,27.17,29.57,38,65.83,2017/7/20 15:00,4830.43,1642.27,146.67,3
4297,224.63,1206.57,181.23,2000.8,30.37,32.13,38,63.77,2017/7/20 16:00,5547.27,1791.5,160.83,3
4298,219.17,1233.27,176.93,2028.67,31.17,33.47,37.67,63.57,2017/7/20 17:00,5603,1816.37,170.93,3
4299,210.77,1230.87,165.1,2048.9,37.2,39.57,36.73,68.1,2017/7/20 18:00,6733.13,1975.17,206.77,3
4300,210.97,1151.4,159.67,1927.23,32.67,35.17,35.33,72.73,2017/7/20 19:00,5772.63,1899.8,189.1,3
4301,198.77,985.77,156.93,1865.9,42.9,45.5,34.23,82.5,2017/7/20 20:00,7485.7,2328.2,260.57,3
4302,195.93,884.2,163.43,1683.73,51.5,55.2,33.07,94.63,2017/7/20 21:00,8770.1,2757.07,328.37,3
4303,192.13,829.53,173.1,1576.57,52.23,111.8,32.33,103.43,2017/7/20 22:00,8672.5,2818.4,345.7,3
4304,189.4,827.8,179.97,1566.9,44.43,47.2,32,103.53,2017/7/20 23:00,7421.33,2437.2,290.57,3
4305,179.93,764.83,182.7,1460.83,45.3,49.03,31.73,105.5,2017/7/21,7478,2508.97,290.37,3
4306,176.27,724.53,184.33,1396.33,50.73,55.87,31,110.73,2017/7/21 1:00,8199.53,2768.43,342.77,3
4307,207,728.07,199.13,1357.5,48.6,52.4,31,113,2017/7/21 2:00,8054.6,2694.2,318.1,3
4308,198.23,659.47,202.73,1318.33,51.87,55.63,30.33,113.67,2017/7/21 3:00,8454.6,2850.43,353.33,3
4309,182.33,599.63,223.23,1233.27,64.83,68.87,30,115,2017/7/21 4:00,10325.63,3437.53,458.23,3
4310,180.63,550.97,255.73,1117.33,74.87,80.17,29.9,114.03,2017/7/21 5:00,11733.03,3882.57,529.77,3
4311,187.5,532.1,264.6,1072.83,74.67,80.07,29.47,114,2017/7/21 6:00,11511.03,3847.53,531.4,3
4312,204.03,552.17,251.97,1140.97,65.47,70.9,30,114.53,2017/7/21 7:00,10294.63,3435.83,462.97,3
4313,213.67,616.37,238.9,1237.77,84.87,92.77,30.77,115,2017/7/21 8:00,9886.07,3294.27,438.83,3
4314,185.53,669.57,233.4,1201.43,38.73,44.03,29.97,114.6,2017/7/21 9:00,5940.1,2149.3,274.73,3
4315,148.03,731.13,182,1037.73,20.23,27.4,26.47,114,2017/7/21 10:00,2763.03,1261.23,160.47,3
4316,142.6,713.37,182.47,1058.77,21.8,27.07,25.37,113.6,2017/7/21 11:00,3172.47,1365.2,166.87,3
4317,140.27,773.6,165.27,1142.47,21.9,27.2,25,113,2017/7/21 12:00,3171.43,1363.8,174.67,3
4318,133.93,727.47,156.27,1183.2,22,27.6,25,113.03,2017/7/21 13:00,3235.63,1377.33,167.6,3
4319,136.63,803.23,158.37,1202.37,20.13,24.23,25,113.3,2017/7/21 14:00,3034.23,1290.13,149.43,3
4320,135.13,813,151.5,1200.37,24.2,28.3,25,113,2017/7/21 15:00,3661.23,1473.4,182.33,3
4321,136.2,862.57,146.6,1200.73,23.4,27.27,24.3,113,2017/7/21 16:00,3650.3,1445.43,172.2,3
4322,133.17,885.43,140.27,1224.67,24.93,28.23,24,113,2017/7/21 17:00,3889.17,1521.77,183.6,3
4323,132.27,930.07,128.93,1258.67,20,22.73,24,113,2017/7/21 18:00,3226.33,1306.43,141.13,3
4324,133.1,956.2,130.73,1274.43,16.6,19.1,24,113,2017/7/21 19:00,2743,1119.67,111.13,3
4325,128.43,890.2,122.53,1332.97,12.97,15.5,24,113,2017/7/21 20:00,2133.53,943.43,86.47,3
4326,129.87,858.47,128.3,1336.33,11.83,13.67,24,113,2017/7/21 21:00,1935.23,869.27,74.7,3
4327,129.7,868.53,128.5,1347.1,10.93,13.1,24.2,113,2017/7/21 22:00,1808.63,814.83,68.57,3
4328,129.63,845.47,131.5,1369.3,10.47,12.23,25,113,2017/7/21 23:00,1734.13,800.77,61.43,3
4329,132.47,741.8,151.63,1316.83,13.6,15.6,25,113,2017/7/22,2625.33,897,76.47,3
4330,133.57,791.9,156.6,1305.5,14.9,17.6,25,113.23,2017/7/22 1:00,2483.57,1005.13,92.53,3
4331,131.13,886.43,131.43,1345.2,13.47,15,25,113,2017/7/22 2:00,2281.37,938.07,78.9,3
4332,131.3,853.13,138.27,1359.2,12.43,14.93,25,113,2017/7/22 3:00,2015.63,893.43,76.47,3
4333,128.47,767.33,138.13,1349.47,12.37,14.47,25,113,2017/7/22 4:00,2016.17,897.67,77.23,3
4334,130.97,690.83,163.67,1252.2,50.07,52.8,25,113,2017/7/22 5:00,21392.33,1395.73,95.8,3
4335,131.27,679.57,163.97,1240.93,16.3,18.93,25,113,2017/7/22 6:00,2600.33,1087.23,108.63,3
4336,220.33,314.87,785.23,494.67,44.17,49.37,24.53,113,2017/7/22 7:00,6643,2436.9,339.2,3
4337,297.8,289.77,854.67,417.87,60.73,68.7,24,113,2017/7/22 8:00,9010.63,3225.4,490.17,3
4338,273.57,544.47,357.9,946.13,56.33,63.5,25.3,113.53,2017/7/22 9:00,8124.57,2931.37,439.57,3
4339,215.03,802.83,262,1232.77,43.8,48.87,26.63,114,2017/7/22 10:00,6407.2,2355.57,334.1,3
4340,250.2,869.33,192.07,1279.67,46.57,54.53,26,114,2017/7/22 11:00,6681.47,2488.53,372.5,3
4341,242.17,817.6,193.43,1283.07,43.33,49.2,25.7,114,2017/7/22 12:00,6187.93,2322.3,336.63,3
4342,240.5,883.03,165.33,1309.27,43.57,48.63,25.57,114,2017/7/22 13:00,6456.5,2341.77,324.37,3
4343,236.43,891.97,169.33,1342.77,40.1,45.33,26.73,114,2017/7/22 14:00,5917.37,2185.33,299.93,3
4344,182.6,958.67,151.47,1419.93,33.53,38.73,27.13,114,2017/7/22 15:00,4969.77,1886.9,246.6,3
4345,155,1007.7,134.13,1493.63,26.7,31.4,26.5,114,2017/7/22 16:00,3991.8,1578.3,194.57,3
4346,150.8,940.3,143.27,1523.17,22.93,27.43,26.9,114,2017/7/22 17:00,3523.87,1395.13,157.53,3
4347,156.47,956.63,145.6,1550.8,28.17,33.67,27.2,114,2017/7/22 18:00,4202.33,1644.8,205.87,3
4348,146.37,846.1,146.1,1470.07,22.6,26.37,26.83,114,2017/7/22 19:00,3524.27,1389.67,151.03,3
4349,139.63,799.87,146.47,1417.8,18.53,21,26,114,2017/7/22 20:00,3054.93,1216.63,116.9,3
4350,137.37,766.23,158.47,1336.73,15.1,16.7,26,114,2017/7/22 21:00,2633,1060.77,86.5,3
4351,143.63,668.83,196.33,1234.43,16.87,18.57,26,114,2017/7/22 22:00,2953.1,1161.97,97.53,3
4352,142.77,575.4,208.53,1168.23,16.4,18.13,25.3,113.9,2017/7/22 23:00,2831.3,1125.73,92.8,3
4353,142.2,573.4,210.5,1148.97,19.77,21.13,25,113,2017/7/23,3405.03,1302.6,115.97,3
4354,149.93,623.67,204.23,1209.97,22.43,24,25,113,2017/7/23 1:00,3815,1428.13,135.43,3
4355,160.23,664.73,173.83,1340.57,50.03,53.17,25,113.3,2017/7/23 2:00,8135.43,2824.57,342.4,3
4356,165.3,654.77,207.03,1293.07,66.83,71.77,25,113.3,2017/7/23 3:00,10539.43,3610.73,476.33,3
4357,166.33,623.67,226.23,1156.9,69.73,74.73,25,114,2017/7/23 4:00,10906.17,3734.2,497.73,3
4358,173.6,687,201.1,1263.47,73.97,79.23,25,113.6,2017/7/23 5:00,11503.13,3970.73,531.57,3
4359,166.3,575.93,216.77,1141.67,74.97,80.97,25,113,2017/7/23 6:00,11572.03,3996.7,545.93,3
4360,176,595.6,210.83,1181.17,65.1,70.8,25.4,113.83,2017/7/23 7:00,10029.8,3455.7,468.13,3
4361,182.07,663.13,201.5,1297.13,57.83,65.33,26.53,114,2017/7/23 8:00,9041.5,3140.73,416.27,3
4362,189.73,676.93,198.77,1343.1,56.77,65.6,28.13,113.8,2017/7/23 9:00,8633.17,3020.33,418.83,3
4363,202.3,717.3,203.9,1381.13,55.33,62.8,29.7,107.87,2017/7/23 10:00,8365.17,2924.7,401.77,3
4364,208.37,787.6,184.9,1482.03,66.27,73.43,30.03,104.83,2017/7/23 11:00,11627.53,3408.9,447.5,3
4365,223,875.07,182.6,1633.9,64.23,71.67,30.9,96,2017/7/23 12:00,10001.83,3361.03,460.93,3
4366,213.3,1098.2,141.7,1824.8,80.47,87.9,29.67,100,2017/7/23 13:00,12340.27,4172.33,559.33,3
4367,298.17,1367.8,121.7,2146.23,146.03,158.07,28.73,105.43,2017/7/23 14:00,15817.23,5304.67,711.53,3
4368,258,1162.93,133.9,2077.87,102.17,113.07,30.53,99,2017/7/23 15:00,15545.3,5244.3,738.63,3
4369,227.3,1224.8,131.67,1998.87,73.17,80.13,30.4,98.9,2017/7/23 16:00,11306.83,3816.33,509.23,3
4370,201.1,1243.73,127.77,1913,50.13,54.17,29.5,103.3,2017/7/23 17:00,7972.5,2746.57,336.5,3
4371,177.73,1163.53,119.37,1857.87,41.03,45.03,28.2,107.97,2017/7/23 18:00,6497.67,2281.07,274.33,3
4372,176.07,948.83,124.4,1747.43,38.5,42.23,28,109.37,2017/7/23 19:00,6173.97,2192.47,257.3,3
4373,172.1,828.57,133.53,1625.1,41.2,45.13,27.9,110.7,2017/7/23 20:00,6554.27,2310.4,282.57,3
4374,170.6,741.53,150.63,1483.67,43.2,46.77,27,111.97,2017/7/23 21:00,6899.13,2411.23,301.63,3
4375,232.7,786,154.37,1545.8,57.2,62.5,27.23,112,2017/7/23 22:00,8887.2,3080.9,412.17,3
4376,200.33,722.1,181.2,1447.67,67.9,75.13,27.53,112.17,2017/7/23 23:00,10355.2,3580.33,497.43,3
4377,184.67,621.67,200.37,1305.07,65.8,71.93,27,113.2,2017/7/24,9883.87,3460.47,483.5,3
4378,177.27,541.17,236.37,1119.1,62.97,68.7,26.37,114,2017/7/24 1:00,9615.13,3359.2,465.4,3
4379,189.87,563.73,218.13,1164.73,65.6,72.63,26,114,2017/7/24 2:00,9978.4,3502.87,488.77,3
4380,169.77,491.63,274.6,986.43,66.97,73.13,26,114,2017/7/24 3:00,10188.5,3573.37,496.47,3
4381,171.3,470.67,278.57,943.27,78.47,85.43,26,114,2017/7/24 4:00,11674.27,4100.83,596.53,3
4382,176.7,475.17,258.87,969.23,103.73,115.2,25.5,114,2017/7/24 5:00,15019.27,5366.63,837.7,3
4383,175.4,448.5,284.6,886.57,137.5,153.03,25,114,2017/7/24 6:00,18847.1,6857.83,1140.17,3
4384,178.5,440.43,288.47,907.93,120.87,133.9,26.1,114,2017/7/24 7:00,16876.43,6061.33,974.87,3
4385,201.13,559.63,262.03,1120.9,88.7,98.47,27.33,114,2017/7/24 8:00,12950.47,4548.8,683.87,3
4386,279,714.5,223.5,1379.1,99.27,111.23,28.9,113.43,2017/7/24 9:00,14487.33,5006.27,762.37,3
4387,265.97,877.43,182.77,1510.4,87.53,98,30,109.47,2017/7/24 10:00,12865.9,4442.87,660.67,3
4388,255.17,911.87,169.9,1490.57,83.93,91.57,29.63,110.2,2017/7/24 11:00,12472.97,4303.63,625.67,3
4389,235.3,834.4,165.1,1397.47,89.23,98.37,28,112.87,2017/7/24 12:00,12980.87,4546.77,679.97,3
4390,174.6,661.7,164,1217.7,49.07,56.53,24.6,113.17,2017/7/24 13:00,7316.93,2614.87,378.37,3
4391,150.07,566.63,167.53,1102.67,29.17,33.7,24,113,2017/7/24 14:00,4374.57,1651.2,219.07,3
4392,199.3,788,137.43,1445.67,76.93,86.27,25.93,113.67,2017/7/24 15:00,10977.63,3958.63,607.43,3
4393,264.9,1298.6,120.77,2142.73,122.3,137.13,28.27,114,2017/7/24 16:00,17017.2,6053.97,976.83,3
4394,275.13,1524.73,120.43,2313.5,116.53,130.57,29.37,114,2017/7/24 17:00,16476.33,5782.67,909.37,3
4395,302.6,1283.1,119.73,2121.87,118.07,131.33,29,114,2017/7/24 18:00,16918.8,5840.93,918.57,3
4396,335.83,1184.83,120.3,1950.8,146.07,164.7,28.37,114,2017/7/24 19:00,20011.93,7142.5,1171.03,3
4397,372.47,948.83,128.27,1737.2,186.67,211.17,27.57,114,2017/7/24 20:00,24842,9173.03,1538.97,3
4398,328.37,802.6,157.17,1467.37,135.73,155.17,27,114,2017/7/24 21:00,19123.67,6590.6,1088.87,3
4399,269.9,736.83,173.4,1328,138.03,155.83,26.47,114,2017/7/24 22:00,19806.6,6784.53,1120.8,3
