STATIONCODE,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,PM05N,PM1N,PM25N,PM10N
XH8082016011501245,494.57,435.33,673.3,697.2,167.3,203.63,0,84.67,2017-1-4 18:00,,,,
XH8082016011501245,519.03,450.83,699.93,709.07,197.77,240.4,0,85.5,2017-1-4 19:00,,,,
XH8082016011501245,484.27,445.27,767.1,689.17,163.53,197.77,0,86.7,2017-1-4 20:00,,,,
XH8082016011501245,460.9,445.7,728.1,685.43,152.77,182.77,0,86.2,2017-1-4 21:00,,,,
XH8082016011501245,459.77,454.3,640.23,685.4,158.27,198.93,0,86.5,2017-1-4 22:00,,,,
XH8082016011501245,462.57,474.73,738.83,676.67,165.93,204.2,0.43,87.63,2017-1-4 23:00,,,,
XH8082016011501245,468.2,459.6,797.27,677.8,190.97,227.97,1.43,88,2017-1-5,,,,
XH8082016011501245,472.47,494.47,695,709.7,229.9,277.4,2.27,88.7,2017-1-5 01:00,,,,
XH8082016011501245,450.07,515.83,752.97,711.73,354.17,526.03,3,89.57,2017-1-5 02:00,,,,
XH8082016011501245,433.5,495.73,747.23,713.57,286.4,427.3,3,90.23,2017-1-5 03:00,,,,
XH8082016011501245,442.07,509.4,741,701.63,147.97,174.63,3,89.53,2017-1-5 04:00,,,,
XH8082016011501245,444.27,484.93,725.83,691.93,142.6,165.93,3,88.33,2017-1-5 05:00,,,,
XH8082016011501245,459.3,491.5,705.8,696.47,159.9,186.5,3,88.27,2017-1-5 06:00,,,,
XH8082016011501245,445.03,452.73,743.77,680.33,124.4,143.07,3,87.23,2017-1-5 07:00,,,,
XH8082016011501245,442.67,455.7,634.9,680.03,102.93,118.17,3,87.23,2017-1-5 08:00,,,,
XH8082016011501245,456.57,492.37,607.73,715.73,111.57,127.57,3,86.37,2017-1-5 09:00,,,,
XH8082016011501245,442.33,548.93,587.4,747.77,80.13,91.33,3.23,83.43,2017-1-5 10:00,,,,
XH8082016011501245,416.6,569.93,629.13,752.57,56.5,64.6,4,80.6,2017-1-5 11:00,,,,
XH8082016011501245,406.3,609.9,607.77,770.37,55.9,63.37,4,80.57,2017-1-5 12:00,,,,
XH8082016011501245,396.23,646.93,595.27,782.93,48.03,54.83,4,79.57,2017-1-5 13:00,,,,
XH8082016011501245,388.87,650.4,583.73,783.3,33.3,38.3,4,79.07,2017-1-5 14:00,,,,
XH8082016011501245,387.2,601.47,588.6,777.47,31.83,37.1,4,79.6,2017-1-5 15:00,,,,
XH8082016011501245,387.97,571.57,598.3,771.07,30.5,35,4,79.7,2017-1-5 16:00,,,,
XH8082016011501245,389.37,565.97,596.03,774.6,37.23,42.2,3.2,80.77,2017-1-5 17:00,,,,
XH8082016011501245,389.67,578.33,604.83,771.93,47.97,54.33,3,80.93,2017-1-5 18:00,,,,
XH8082016011501245,387.87,540.23,622.77,771.03,46.6,52.2,3,81.17,2017-1-5 19:00,,,,
XH8082016011501245,386.53,498.4,601.5,757.77,45.87,51.03,3,81.5,2017-1-5 20:00,,,,
XH8082016011501245,387.5,506.57,521.7,746.1,46.2,51.7,3,82.73,2017-1-5 21:00,,,,
XH8082016011501245,384.77,467.9,655.1,732.23,47.03,52.57,3,83.93,2017-1-5 22:00,,,,
XH8082016011501245,385.1,471.33,558.33,736.7,45.43,51.23,2.1,84.5,2017-1-5 23:00,,,,
XH8082016011501245,384.6,439.37,611.37,715.47,46.67,52.17,2,85.6,2017-1-6,,,,
XH8082016011501245,384.5,402.83,691.73,679.77,50.93,56.73,2,86.63,2017-1-6 01:00,,,,
XH8082016011501245,385.27,424.13,623.73,679.93,50.07,55.77,2,85.77,2017-1-6 02:00,,,,
XH8082016011501245,387.6,427.93,577.23,686.47,45.83,51.27,1.67,85.87,2017-1-6 03:00,,,,
XH8082016011501245,380.67,386.07,696.97,649.47,46.93,52,1,86.73,2017-1-6 04:00,,,,
XH8082016011501245,377.8,357.43,738.03,625.33,49.57,54.63,0.3,87.77,2017-1-6 05:00,,,,
XH8082016011501245,379.7,377.3,662.5,628.93,52.23,58.43,0,88.23,2017-1-6 06:00,,,,
XH8082016011501245,381.13,368.1,683.4,629.5,57.73,63.57,0,89.2,2017-1-6 07:00,,,,
XH8082016011501245,380.33,356,727.77,621.57,67.8,77.37,0,90.2,2017-1-6 08:00,,,,
XH8082016011501245,386.13,358.87,722.2,615.9,73.13,80.87,0.4,90.7,2017-1-6 09:00,,,,
XH8082016011501245,394.63,429.93,695.03,626.57,72.73,80,2.5,87.83,2017-1-6 10:00,,,,
XH8082016011501245,402.2,500.5,790.27,668.37,76.17,83.77,4.2,80.73,2017-1-6 11:00,,,,
XH8082016011501245,414.1,624.1,854.07,799.37,90.73,101.6,5.4,76.27,2017-1-6 12:00,,,,
XH8082016011501245,420.47,751.47,851.8,916.7,87.13,96.03,6.6,71.2,2017-1-6 13:00,,,,
XH8082016011501245,415.67,751.13,882.33,912.9,76.5,84.23,7.7,63.9,2017-1-6 14:00,,,,
XH8082016011501245,441.5,612.67,598.4,899.8,186.4,208.07,7.33,69.73,2017-1-6 15:00,,,,
XH8082016011501245,436.37,594.33,552.73,875,236.6,271.37,3.9,81.47,2017-1-6 16:00,,,,
XH8082016011501245,424.37,594.6,481.3,862.17,242.93,281.57,2.8,84.5,2017-1-6 17:00,,,,
XH8082016011501245,420.47,572.87,505.6,847.03,232.47,271.57,2,87.17,2017-1-6 18:00,,,,
XH8082016011501245,420.5,498.2,580.7,803.7,329.4,440.03,2,88,2017-1-6 19:00,,,,
XH8082016011501245,419.33,531.63,485.7,823.43,373.7,538.77,1.63,87.6,2017-1-6 20:00,,,,
XH8082016011501245,418.9,513.37,540.4,805.9,407.07,605.7,1,88.13,2017-1-6 21:00,,,,
XH8082016011501245,419.17,465.17,611.57,758.77,348.97,494.83,1,88.77,2017-1-6 22:00,,,,
XH8082016011501245,419.07,550.33,455.2,796.23,174.7,208.8,1,88.23,2017-1-6 23:00,,,,
XH8082016011501245,423.1,419.57,700.47,669.6,157.37,178.07,1.13,88.57,2017-1-7,,,,
XH8082016011501245,430.03,547.87,592.67,867.87,167.37,189.07,1.37,87.2,2017-1-7 01:00,,,,
XH8082016011501245,437.83,530.93,599.93,806.53,180.9,205.37,1,87.2,2017-1-7 02:00,,,,
XH8082016011501245,434.3,520.87,608.47,736.6,157.57,180,1.9,86.87,2017-1-7 03:00,,,,
XH8082016011501245,433.4,529.9,530.8,773.63,175.27,200.87,2,87.17,2017-1-7 04:00,,,,
XH8082016011501245,410.6,536.3,537.33,796.47,133.43,151.43,2.2,86.6,2017-1-7 05:00,,,,
XH8082016011501245,390.67,491.2,641.6,758.77,71.43,78.87,3,83.4,2017-1-7 06:00,,,,
XH8082016011501245,388.6,459.27,656.27,713.13,53.7,58.37,3,81.6,2017-1-7 07:00,,,,
XH8082016011501245,392.6,454.63,640.57,697.47,77.87,85.13,3,83.1,2017-1-7 08:00,,,,
XH8082016011501245,396.6,422.7,714.63,660.53,91.23,100.13,3,84.47,2017-1-7 09:00,,,,
XH8082016011501245,391.9,440.93,773.73,635.7,68.77,75.57,4.03,84.07,2017-1-7 10:00,,,,
XH8082016011501245,401.47,556.07,700.07,728.67,74.57,82.17,5,82.2,2017-1-7 11:00,,,,
XH8082016011501245,412.9,690.7,574.87,842.1,93.3,104.4,5,81.73,2017-1-7 12:00,,,,
XH8082016011501245,453.07,799.13,404.13,926.1,130.97,150.27,4.87,83.07,2017-1-7 13:00,,,,
XH8082016011501245,514.77,868.93,492.7,983.07,149.3,170.57,4,82,2017-1-7 14:00,,,,
XH8082016011501245,567.03,836.27,542.4,969.83,208.03,238.93,4,80.6,2017-1-7 15:00,,,,
XH8082016011501245,596.27,886.37,499.17,1016.5,286.27,327,4,78.83,2017-1-7 16:00,,,,
XH8082016011501245,543.2,759.33,710.17,895.53,217.8,248.67,3.6,80.47,2017-1-7 17:00,,,,
XH8082016011501245,463.4,696.8,812.03,817.4,136.2,156.27,2.33,83,2017-1-7 18:00,,,,
XH8082016011501245,439.2,629.63,708.03,780.53,142.77,163.07,1,87.1,2017-1-7 19:00,,,,
XH8082016011501245,407.3,619.37,700.37,769.5,126,142.63,1,88.2,2017-1-7 20:00,,,,
XH8082016011501245,406.37,560.07,730.03,769.7,133.7,150.03,1.77,88.2,2017-1-7 21:00,,,,
XH8082016011501245,401.47,504.1,727.6,762.53,120.67,134.07,2,88,2017-1-7 22:00,,,,
XH8082016011501245,397,534.4,648.3,764.37,98.3,110.2,2,87.9,2017-1-7 23:00,,,,
XH8082016011501245,398.8,509.43,655.1,745.2,93.9,105.4,2,87.8,2017-1-8,,,,
XH8082016011501245,415.57,500.93,678.37,719.67,112.7,125.87,2,87.2,2017-1-8 01:00,,,,
XH8082016011501245,426.17,494.93,710.17,717.27,120.6,136.27,2,86.27,2017-1-8 02:00,,,,
XH8082016011501245,419.87,487.8,729.1,708.17,116.4,130.7,2,86.07,2017-1-8 03:00,,,,
XH8082016011501245,410.27,508.4,696.17,720.87,93.27,104.67,2,84.83,2017-1-8 04:00,,,,
XH8082016011501245,421.43,482,696.33,690.13,108.67,122.97,2,84.77,2017-1-8 05:00,,,,
XH8082016011501245,419.37,450.97,717.03,674.47,127,144.87,2,85.1,2017-1-8 06:00,,,,
XH8082016011501245,419.43,416.1,756.63,650.8,142.4,162.47,2,85.07,2017-1-8 07:00,,,,
XH8082016011501245,422.77,437.93,707.57,670.77,153.73,173.8,2,85.2,2017-1-8 08:00,,,,
XH8082016011501245,442.37,459.5,705.6,692.4,178.67,205.8,2,85.63,2017-1-8 09:00,,,,
XH8082016011501245,473.73,487,785.33,707.47,216.67,254.53,2,85.23,2017-1-8 10:00,,,,
XH8082016011501245,486.97,601.37,779.7,778.73,184.43,214.47,2,79.4,2017-1-8 11:00,,,,
XH8082016011501245,463.97,676.3,719.83,815.33,120.07,137.37,2.6,70.17,2017-1-8 12:00,,,,
XH8082016011501245,469.27,776.17,628.5,839.13,105.2,120,3.1,65.57,2017-1-8 13:00,,,,
XH8082016011501245,445.93,842.37,545.8,886.87,87,98.63,4,60.47,2017-1-8 14:00,,,,
XH8082016011501245,429.2,808.37,519.5,910.67,71.2,79.9,4.6,54.8,2017-1-8 15:00,,,,
XH8082016011501245,418.93,757.57,534.8,910.77,61.4,68.6,5,51.03,2017-1-8 16:00,,,,
XH8082016011501245,425.8,789.63,483.93,889.33,73.4,82.47,4.6,56.4,2017-1-8 17:00,,,,
XH8082016011501245,444.53,567.5,574.53,813.93,121.07,136,3.3,68.5,2017-1-8 18:00,,,,
XH8082016011501245,459.37,603.9,542.5,808.43,166.83,189.6,2.77,75.53,2017-1-8 19:00,,,,
XH8082016011501245,469.87,555.83,578.67,767.57,193.23,222.6,1.7,79.4,2017-1-8 20:00,,,,
XH8082016011501245,490.6,546.8,537.07,758.8,233.1,273.93,0.6,83.33,2017-1-8 21:00,,,,
XH8082016011501245,479.27,547.27,551.53,750.5,363.87,501.4,0,86.7,2017-1-8 22:00,,,,
XH8082016011501245,477.9,559.73,661.47,721.47,335.93,453.3,0,89.07,2017-1-8 23:00,,,,
XH8082016011501245,487.5,523.53,676.33,703.73,261.97,334.2,-0.37,88.63,2017-1-9,,,,
XH8082016011501245,479.13,556.53,670.47,705.87,177.43,217.03,-1,87.5,2017-1-9 01:00,,,,
XH8082016011501245,481.23,589.8,626.53,717.83,151.2,181.7,-1,84.9,2017-1-9 02:00,,,,
XH8082016011501245,476.13,567.23,654.47,713.53,145.1,173.13,-1,82,2017-1-9 03:00,,,,
XH8082016011501245,468,500.2,685.83,688.43,135.47,160.67,-1,80.97,2017-1-9 04:00,,,,
XH8082016011501245,455.27,551.5,645,742.77,114.93,134.7,-1,77.67,2017-1-9 05:00,,,,
XH8082016011501245,417.27,559.2,784.2,710.3,42.93,50.13,-0.4,71.43,2017-1-9 06:00,,,,
XH8082016011501245,376.3,661.93,702.53,744.63,10.07,11.83,0,62.83,2017-1-9 07:00,,,,
XH8082016011501245,376.73,554.5,620.4,716.67,11.27,13.1,0,67.5,2017-1-9 08:00,,,,
XH8082016011501245,385.37,581.73,540.57,740.07,11.57,13.33,0.07,67.83,2017-1-9 09:00,,,,
XH8082016011501245,402.53,778.3,539.67,811.43,10.33,11.53,1.23,55.53,2017-1-9 10:00,,,,
XH8082016011501245,397.37,683.77,547.37,800.77,10.73,11.93,2,53.13,2017-1-9 11:00,,,,
XH8082016011501245,390.4,674.87,512.27,793,9.2,10.2,2,51.87,2017-1-9 12:00,,,,
XH8082016011501245,386.17,557.9,617.03,774,10.7,12.47,2.93,49.63,2017-1-9 13:00,,,,
XH8082016011501245,378.4,523.13,630.9,767.63,12.4,14.6,3.17,50.13,2017-1-9 14:00,,,,
XH8082016011501245,379.43,495,624.23,751.53,12.23,14.4,3.83,53,2017-1-9 15:00,,,,
XH8082016011501245,376.33,478.37,720.1,717.1,9.53,10.97,4.3,52.3,2017-1-9 16:00,,,,
XH8082016011501245,371.2,534.83,615.7,794.43,9.1,10.53,3.17,55.63,2017-1-9 17:00,,,,
XH8082016011501245,368.67,556.9,584.8,805.47,9.23,10.4,1.1,63.13,2017-1-9 18:00,,,,
XH8082016011501245,371.3,587.07,519.53,804.4,15.47,18.27,0.2,69.1,2017-1-9 19:00,,,,
XH8082016011501245,370.43,604.93,469.6,792.9,12.97,15.07,0,73.7,2017-1-9 20:00,,,,
XH8082016011501245,367.97,558.43,498.93,782.4,10.43,11.87,0,76.03,2017-1-9 21:00,,,,
XH8082016011501245,375.9,652.57,539.23,761.93,23.37,26.5,0,76.37,2017-1-9 22:00,,,,
XH8082016011501245,400.7,530.57,605.63,751.87,64.8,72.87,0,75.37,2017-1-9 23:00,,,,
XH8082016011501245,424.2,484.27,639.97,747.4,100.77,112.33,0,74,2017-1-10,,,,
XH8082016011501245,420.8,521.87,595.43,771.47,94.27,106.13,-0.03,69.8,2017-1-10 01:00,,,,
XH8082016011501245,418.03,527.07,591.33,761.77,93.93,107.07,-0.6,69.23,2017-1-10 02:00,,,,
XH8082016011501245,417.07,511.97,625.73,745.03,93.73,106.73,-0.8,68.53,2017-1-10 03:00,,,,
XH8082016011501245,416.53,569.8,674.8,744.7,87.9,100.77,-0.47,66.97,2017-1-10 04:00,,,,
XH8082016011501245,432.4,584.3,701.2,737.93,105.6,120.23,-0.1,65,2017-1-10 05:00,,,,
XH8082016011501245,429.1,595.1,683.27,747.27,71.47,82.93,-0.2,62.37,2017-1-10 06:00,,,,
XH8082016011501245,383.87,699.07,645.7,773.77,18.93,22.4,0,54.03,2017-1-10 07:00,,,,
XH8082016011501245,379.13,593.77,613.8,746.53,15.43,17.8,0,56.83,2017-1-10 08:00,,,,
XH8082016011501245,382.43,567.6,487.97,768.47,14.07,16.03,0,57.9,2017-1-10 09:00,,,,
XH8082016011501245,414.17,645.8,520.7,771.17,30.43,35.37,0.7,55.53,2017-1-10 10:00,,,,
XH8082016011501245,424.13,656.77,565.53,798.73,30.63,35.23,1,49.7,2017-1-10 11:00,,,,
XH8082016011501245,407.43,570,585.2,795.87,19.83,22.6,1.57,42.17,2017-1-10 12:00,,,,
XH8082016011501245,398.53,576.27,599.13,786.63,16.13,18.53,2,38.47,2017-1-10 13:00,,,,
XH8082016011501245,398.2,637.27,620.27,791.47,14.77,17.57,2.43,36.93,2017-1-10 14:00,,,,
XH8082016011501245,392.33,639.93,622.87,800.13,16.37,20.5,2.93,34,2017-1-10 15:00,,,,
XH8082016011501245,386.93,628.4,591.47,831,12.33,14.5,2.87,34.4,2017-1-10 16:00,,,,
XH8082016011501245,385.3,618.17,600.57,823.43,11.47,13.53,1.87,38.23,2017-1-10 17:00,,,,
XH8082016011501245,383.07,603.2,578.97,785.43,11.17,12.63,0.53,47.53,2017-1-10 18:00,,,,
XH8082016011501245,389.73,583.73,573.53,782.47,19.83,22.8,0,55.23,2017-1-10 19:00,,,,
XH8082016011501245,398.37,613.63,579.27,774.5,30.93,34.67,0,57.53,2017-1-10 20:00,,,,
XH8082016011501245,405.7,595.33,588.57,763,40.97,46.23,-0.03,60.07,2017-1-10 21:00,,,,
XH8082016011501245,414.17,554,606.9,748.4,59.2,66.07,-1,61.7,2017-1-10 22:00,,,,
XH8082016011501245,414.33,498.03,626.77,741.43,62.53,70.43,-1,63.33,2017-1-10 23:00,,,,
XH8082016011501245,416.63,495.37,639.93,721.67,74.4,83.7,-1.27,62.87,2017-1-11,,,,
XH8082016011501245,409.07,478.1,665.27,719.5,63.1,70.93,-1.97,62.83,2017-1-11 01:00,,,,
XH8082016011501245,403.63,544.8,669.17,715.6,50.53,56.8,-1.1,61.23,2017-1-11 02:00,,,,
XH8082016011501245,411.37,488.97,675.27,691.13,69.33,78.17,-2,63.7,2017-1-11 03:00,,,,
XH8082016011501245,402.43,458.13,689.4,676.8,53.97,60.3,-2,64.83,2017-1-11 04:00,,,,
XH8082016011501245,413.73,482.23,679.53,694.6,66.4,74.83,-2,64.8,2017-1-11 05:00,,,,
XH8082016011501245,419.07,474.43,703.27,674.77,71.5,80.83,-2.43,67.07,2017-1-11 06:00,,,,
XH8082016011501245,409.6,472.63,706.47,669.1,59.93,67.3,-3,69.63,2017-1-11 07:00,,,,
XH8082016011501245,406.97,470.3,766.07,668.33,55.23,62.5,-3,68.73,2017-1-11 08:00,,,,
XH8082016011501245,412.9,447.83,877.9,648.5,63.4,71.9,-2.53,69.13,2017-1-11 09:00,,,,
XH8082016011501245,448.37,579.6,930.97,686.33,81.9,91.97,-0.33,65.57,2017-1-11 10:00,,,,
XH8082016011501245,454.53,685.03,821,741.83,88.77,100.27,1.4,60.57,2017-1-11 11:00,,,,
XH8082016011501245,443.27,875.57,820.27,844.97,87.97,98.3,3.67,53.07,2017-1-11 12:00,,,,
XH8082016011501245,434.3,916.47,735.27,895.13,81.37,90.37,4.73,48.2,2017-1-11 13:00,,,,
XH8082016011501245,418.57,952.13,602.7,890.63,66.63,74.43,5.53,46.2,2017-1-11 14:00,,,,
XH8082016011501245,423.37,842.7,571.07,927.3,77.17,86.83,6,46.43,2017-1-11 15:00,,,,
XH8082016011501245,424.4,774.3,577.23,925.13,87.7,99.13,6,47.37,2017-1-11 16:00,,,,
XH8082016011501245,428.17,637.67,581.77,889.6,103.87,118.4,5.27,54.2,2017-1-11 17:00,,,,
XH8082016011501245,433.33,526.7,603.27,849.97,122.2,138.6,3,63.73,2017-1-11 18:00,,,,
XH8082016011501245,445.93,506.9,628.13,826.7,153.23,172.5,2,68.23,2017-1-11 19:00,,,,
XH8082016011501245,457.27,506.6,654.5,821.27,183.57,207,1.03,69.4,2017-1-11 20:00,,,,
XH8082016011501245,475.53,479.7,689.97,775.33,224.8,251.37,0.5,72.1,2017-1-11 21:00,,,,
XH8082016011501245,485,473.6,713.93,766.8,251.23,283.07,0,74.47,2017-1-11 22:00,,,,
XH8082016011501245,490.57,490.47,721.7,768.67,266.4,299.23,0,75.43,2017-1-11 23:00,,,,
XH8082016011501245,488.57,485.67,732.47,751.9,294.5,332.1,0,76.47,2017-1-12,,,,
XH8082016011501245,485.37,457.87,684.1,734.67,347.37,393.87,0,78.2,2017-1-12 01:00,,,,
XH8082016011501245,481.33,427.77,714.3,696.33,367.57,418.17,-0.43,79.13,2017-1-12 02:00,,,,
XH8082016011501245,473.4,458.1,747.93,721.3,295.27,338.23,0,79.27,2017-1-12 03:00,,,,
XH8082016011501245,469.87,446.87,766.83,705.17,276.63,317.73,0,77.83,2017-1-12 04:00,,,,
XH8082016011501245,471.3,481.23,700.9,745.3,291.6,333.9,-0.03,78.83,2017-1-12 05:00,,,,
XH8082016011501245,480.47,427.3,715.7,712.03,316.3,361.67,-1.37,81.13,2017-1-12 06:00,,,,
XH8082016011501245,481.63,394.07,725.9,676.23,339.7,389.63,-2.03,84.3,2017-1-12 07:00,,,,
XH8082016011501245,489.13,405.8,720.43,689.07,360.4,414.43,-2.4,85.07,2017-1-12 08:00,,,,
XH8082016011501245,492.9,419.73,715.53,715.1,389.57,447.67,-1.87,85.33,2017-1-12 09:00,,,,
XH8082016011501245,501.47,459.67,722.17,738.43,371.1,421.6,0.27,80.73,2017-1-12 10:00,,,,
XH8082016011501245,492.43,532.63,737.13,771.4,267.4,299.87,2.93,70.47,2017-1-12 11:00,,,,
XH8082016011501245,477.03,575.97,749.33,833.37,181.4,202.43,4.53,59.73,2017-1-12 12:00,,,,
XH8082016011501245,502.53,639.97,1218.73,871.33,200.23,224.87,5,56.5,2017-1-12 13:00,,,,
XH8082016011501245,508.83,726.23,1579.9,882.87,95.87,107.17,5,50.07,2017-1-12 14:00,,,,
XH8082016011501245,499.2,623.23,1283.23,883.47,94.67,108.23,5.37,46.77,2017-1-12 15:00,,,,
XH8082016011501245,444.1,566.57,913.77,847.5,50.27,58.3,5.1,41.27,2017-1-12 16:00,,,,
XH8082016011501245,401.43,498.5,704.97,816.33,23.1,26.73,4.03,40.8,2017-1-12 17:00,,,,
XH8082016011501245,398.2,539.33,591,813.27,25.97,31.43,2.1,54.1,2017-1-12 18:00,,,,
XH8082016011501245,398.1,529,553.87,827.27,26.63,31.33,0.73,62.57,2017-1-12 19:00,,,,
XH8082016011501245,424.23,532.47,554.83,789.27,121.33,139.77,0,69.13,2017-1-12 20:00,,,,
XH8082016011501245,481.53,481.43,626.73,758.37,376,431.97,0,80.4,2017-1-12 21:00,,,,
XH8082016011501245,495.97,485.43,649.8,735.87,646.97,895.3,-0.33,83.47,2017-1-12 22:00,,,,
XH8082016011501245,493.73,463.2,649.13,699.93,841.3,1273.57,-1.77,87.4,2017-1-12 23:00,,,,
XH8082016011501245,489.43,418.07,740.7,642.53,661.47,951.1,-2,88.2,2017-1-13,,,,
XH8082016011501245,475.77,430.17,717.27,660.8,563.13,785.77,-2.8,88.03,2017-1-13 01:00,,,,
XH8082016011501245,456.47,429.13,761.97,667.2,264.23,308.37,-2.43,85.37,2017-1-13 02:00,,,,
XH8082016011501245,442.73,464.97,738.3,699.23,174.27,199.3,-1.7,77.83,2017-1-13 03:00,,,,
XH8082016011501245,436.27,555.6,681.7,758.13,106.83,121.67,-0.2,62.87,2017-1-13 04:00,,,,
XH8082016011501245,432,514.2,686.97,727.23,94.5,106.37,-1,61.8,2017-1-13 05:00,,,,
XH8082016011501245,393.13,580.67,1014.2,732.2,42.83,49.6,-0.47,57.13,2017-1-13 06:00,,,,
XH8082016011501245,371.97,814.03,842.07,815.37,17.63,20.7,0,47.53,2017-1-13 07:00,,,,
XH8082016011501245,370.17,805.13,734.47,814.13,16.33,19.73,0,44.8,2017-1-13 08:00,,,,
XH8082016011501245,372.1,770.67,758.83,793.87,23.67,29.07,0,43.83,2017-1-13 09:00,,,,
XH8082016011501245,377.07,858.23,672.63,821.3,10.37,12.67,0.23,37.9,2017-1-13 10:00,,,,
XH8082016011501245,375.93,904.8,684.2,827.73,20.33,24.53,0.07,36.1,2017-1-13 11:00,,,,
XH8082016011501245,375.47,770.27,674,809.07,17.8,21.67,1,35.13,2017-1-13 12:00,,,,
XH8082016011501245,375.17,895.27,555.77,843.1,17.1,20.33,1.1,31.6,2017-1-13 13:00,,,,
XH8082016011501245,377,791.37,491.93,842.87,21.93,25.93,2,30,2017-1-13 14:00,,,,
XH8082016011501245,378.5,777.83,436.57,841.53,22.8,26.77,2.4,30.6,2017-1-13 15:00,,,,
XH8082016011501245,378.4,823.5,422.1,856.9,12.43,14.37,3,28.77,2017-1-13 16:00,,,,
XH8082016011501245,377.87,621.63,504.73,825.2,19.93,22.43,2.83,27.8,2017-1-13 17:00,,,,
XH8082016011501245,372.83,671.43,476.77,819,7.03,7.97,1.2,31.53,2017-1-13 18:00,,,,
XH8082016011501245,373.47,601.3,582.77,789.43,13.87,15.77,0,33,2017-1-13 19:00,,,,
XH8082016011501245,376.2,487.47,591.83,742.3,30.37,33.8,0,36.17,2017-1-13 20:00,,,,
XH8082016011501245,376.4,534.07,574.93,757.37,25.13,28.4,0,36.87,2017-1-13 21:00,,,,
XH8082016011501245,383.3,411.1,642.67,703.2,32.5,37.33,-1.3,45.33,2017-1-13 22:00,,,,
XH8082016011501245,381.23,445.03,643.57,725.83,20.47,23.07,-2,42.9,2017-1-13 23:00,,,,
XH8082016011501245,382.3,513.53,617.13,731.3,20.2,22.83,-1.3,41.53,2017-1-14,,,,
XH8082016011501245,383.3,461.4,627.3,711.87,22.17,25.37,-1.77,44.03,2017-1-14 01:00,,,,
XH8082016011501245,382.5,560.47,599.03,737,17.33,19.77,-0.93,43.03,2017-1-14 02:00,,,,
XH8082016011501245,384.63,548.17,688.93,752.9,12.1,13.87,-1.17,40.33,2017-1-14 03:00,,,,
XH8082016011501245,388.97,556.47,602.67,735.03,9.17,10.53,-1.97,43.77,2017-1-14 04:00,,,,
XH8082016011501245,403.03,558.1,757.8,732.6,12.27,14.03,-1.6,45.4,2017-1-14 05:00,,,,
XH8082016011501245,373.63,546.97,744.73,723.8,8.43,9.7,-2,46.5,2017-1-14 06:00,,,,
XH8082016011501245,373.33,467.63,592.43,703.93,8.6,9.8,-2.57,52.4,2017-1-14 07:00,,,,
XH8082016011501245,375.57,437.8,725.67,692.27,9.73,11.1,-2.33,56.63,2017-1-14 08:00,,,,
XH8082016011501245,384.27,467.33,804.13,693.47,15.23,17.63,-1.33,59.3,2017-1-14 09:00,,,,
XH8082016011501245,396.23,489.53,701.6,723.43,17.07,19.6,0,56.57,2017-1-14 10:00,,,,
XH8082016011501245,412.8,534.53,706.8,759.37,12.2,14,1.03,46.77,2017-1-14 11:00,,,,
XH8082016011501245,404.07,513.3,632,742.47,14.7,16.8,2,49.9,2017-1-14 12:00,,,,
XH8082016011501245,388.23,604.77,566.17,766.7,13.93,16.33,2,53.47,2017-1-14 13:00,,,,
XH8082016011501245,378.37,663.1,540.13,802.33,8.47,10.43,1.57,54.13,2017-1-14 14:00,,,,
XH8082016011501245,376.77,646.63,511.33,813.8,9.6,11.9,1.77,52.87,2017-1-14 15:00,,,,
XH8082016011501245,372.37,693.27,461.97,810.43,9.27,11.6,1.63,53.87,2017-1-14 16:00,,,,
XH8082016011501245,369.97,744.8,404.83,816.03,8.17,9.77,0.37,59.6,2017-1-14 17:00,,,,
XH8082016011501245,369.5,714,433.2,803.9,6.77,8.13,-0.2,65,2017-1-14 18:00,,,,
XH8082016011501245,370.5,705.37,453.43,793.3,7.17,8.33,-1,67.17,2017-1-14 19:00,,,,
XH8082016011501245,371.73,751.93,414.4,788.93,5.7,6.5,-1,67.97,2017-1-14 20:00,,,,
XH8082016011501245,367.67,783.73,384.23,789.1,5.67,6.7,-1.8,69.47,2017-1-14 21:00,,,,
XH8082016011501245,366.97,835.4,363.73,794.53,5.83,6.83,-2,69.8,2017-1-14 22:00,,,,
XH8082016011501245,367,810.63,378.63,788.7,6.87,8.23,-2,69.97,2017-1-14 23:00,,,,
XH8082016011501245,369.3,753.77,408.83,777.93,7.93,9.13,-2,70.6,2017-1-15,,,,
XH8082016011501245,368.17,801.43,499.93,774.23,9,10.27,-2,71.7,2017-1-15 01:00,,,,
XH8082016011501245,368.07,657.63,1176.27,744,11.67,13.33,-2.07,72.4,2017-1-15 02:00,,,,
XH8082016011501245,370.77,541.93,635.4,705.77,18.1,20.23,-3.1,74.1,2017-1-15 03:00,,,,
XH8082016011501245,372.07,423.33,672.97,665.57,21.73,24.63,-4,77.57,2017-1-15 04:00,,,,
XH8082016011501245,370.33,418.33,652.93,671.6,19.9,22.73,-4,77.73,2017-1-15 05:00,,,,
XH8082016011501245,374,397,677.53,650.97,30.93,35.73,-4,79.03,2017-1-15 06:00,,,,
XH8082016011501245,375.17,374.77,714.37,638,35.17,40.17,-4,80.57,2017-1-15 07:00,,,,
XH8082016011501245,373.37,408,696.7,663.73,23.47,26.5,-4.03,80.17,2017-1-15 08:00,,,,
